seed,arm,anchor,method,rank_cap,alpha,n,noise,r,k,selection_source,fixed_path_prediction_change_from_exact_rmse,anchor_measurement_rmse,scope
306,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,14,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.04513340870640989,0.04768997900237085,Fixed path/rule/checkpoint; measurement affects U and response estimates
306,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,14,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.02698431613447267,0.09069241754992965,Fixed path/rule/checkpoint; measurement affects U and response estimates
306,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,14,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.020437667601740032,0.024201332258463187,Fixed path/rule/checkpoint; measurement affects U and response estimates
306,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,19,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.022056811801804754,0.037179122702893565,Fixed path/rule/checkpoint; measurement affects U and response estimates
306,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,19,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.03381667570198061,0.08765394195690998,Fixed path/rule/checkpoint; measurement affects U and response estimates
306,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,19,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.020849333686759387,0.01982718214542311,Fixed path/rule/checkpoint; measurement affects U and response estimates
306,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,8,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.02516887469546539,0.03215777034729033,Fixed path/rule/checkpoint; measurement affects U and response estimates
306,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,8,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.02982036994184988,0.06525598383303044,Fixed path/rule/checkpoint; measurement affects U and response estimates
306,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,8,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.015457875196782362,0.017695519059563507,Fixed path/rule/checkpoint; measurement affects U and response estimates
306,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,11,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.029227148675038825,0.03188672205110077,Fixed path/rule/checkpoint; measurement affects U and response estimates
306,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,11,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.055797320643257944,0.0653033897876151,Fixed path/rule/checkpoint; measurement affects U and response estimates
306,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,11,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.013876356389846035,0.014157216752149381,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,23,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.054707767557193074,0.049688608643315556,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,23,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.09655160525589282,0.0831583479827247,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,23,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.023237432668174737,0.022748894438812242,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,18,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.009635398978305294,0.046044718104547765,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,18,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.06757243205886812,0.09574197310522886,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,18,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.006802495528866079,0.022124228577940552,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.051252503897529555,0.04879173563575828,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.022118918298481494,0.09429524406926203,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.013652693881600342,0.022941519957483683,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.01529850547304273,0.04149093882697644,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.06014843393199239,0.08805259843315463,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.013000854937840147,0.019196414336074892,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,8,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.037299287067592043,0.02941929653480943,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,8,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.07721846555362294,0.0598590183237885,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,8,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.019128067408308694,0.015041288471459729,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,12,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.0370635740793318,0.038476982695830525,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,12,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.06881533970110983,0.07104586005115737,Fixed path/rule/checkpoint; measurement affects U and response estimates
307,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,12,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.014024760455543718,0.0161841014519222,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,15,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.03628910805718815,0.04485399392563926,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,15,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.06154816926843535,0.08119932147891476,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,15,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.02004104779195467,0.02028748634757538,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,20,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.01252505243347713,0.04472410494422774,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,20,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.019990655933982592,0.09050408705720986,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,20,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.008770149113892936,0.023545908428596767,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,15,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.01477920597227417,0.04838760197143108,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,15,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.03200568922574921,0.09839667466905924,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,15,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.023881945680375945,0.023361413572334122,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,18,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.009119531960079887,0.03632886339297897,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,18,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.03253133947389693,0.08384554613332243,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,18,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.011783386294045212,0.018361885658638423,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,11,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.010281656110933382,0.033379508017323783,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,11,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.0632131948327405,0.06495575532622119,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,11,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.013149052249145653,0.016758279519884768,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.004007780101930318,0.03673510484670889,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.07819564183285592,0.06783345875542775,Fixed path/rule/checkpoint; measurement affects U and response estimates
308,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.0018176007716352342,0.018856186164655796,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,20,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.006359353108754818,0.046643276723594494,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,20,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.01839890923020949,0.09030629055985145,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,20,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.006164157224328544,0.021334110844665438,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,18,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.03578993682571316,0.05274668686194767,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,18,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.08796406292778448,0.09262683689239995,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,18,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.010382172865838101,0.02120299916628491,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.012144379543615118,0.04953750918942163,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.029668532141577098,0.09917984234499758,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.02262882652043393,0.023875559897912152,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,19,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.03092399866335113,0.03804195785791801,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,19,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.07520140353127923,0.09016075589924828,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,19,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.013485360104989725,0.018377687184495364,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,12,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.018915300333849385,0.03300249978113336,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,12,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.014771867677749247,0.06497443329586831,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,12,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.020716099523817366,0.019721906545875946,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.05216024259094022,0.03592176199788092,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.05303617728248077,0.06486172423710863,Fixed path/rule/checkpoint; measurement affects U and response estimates
309,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.028040833312402084,0.01895320567286573,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,20,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.014570817943448205,0.04148590610801754,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,20,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.01572686354139537,0.08423832090625541,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,20,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.006314843319355663,0.021719932453587727,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,21,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.02386301850119211,0.04691363873531381,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,21,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.062424899642319884,0.10766679075180258,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,21,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.022760223283711523,0.02599484318509402,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,11,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.0356714077153491,0.04816756979289959,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,11,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.07872281059519662,0.10313980165821308,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,11,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.023552921095615853,0.021226632297323415,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,20,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.03405586938854064,0.037261002632573974,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,20,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.08042624844894826,0.07556749054121968,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,20,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.014468658424038354,0.017914473540233854,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,9,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.045156265808694314,0.031979171576480135,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,9,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.02581144386324683,0.05313815121502839,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,9,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.018974355045597885,0.01458483808826891,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,8,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.004722411264010693,0.03164978845303533,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,8,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.029577860643317206,0.06173459598626901,Fixed path/rule/checkpoint; measurement affects U and response estimates
310,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,8,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0.018794037089918395,0.015235803598762759,Fixed path/rule/checkpoint; measurement affects U and response estimates
