seed,arm,anchor,method,rank_cap,alpha,n,noise,fit_budget,representation,input_mode,r,k,branch,group,pred_delta_pX,true_delta_pX,pred_delta_v,true_delta_v
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,0,0,0.0,-0.000437787650468541,-0.0,0.005155779011343017
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,0,1,0.0,-0.0004134915679912087,-0.0,0.005120688037787623
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,0,2,0.0,-0.0005436806176823602,-0.0,0.005146982918197613
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,0,3,0.0,-0.0005237761731410317,-0.0,0.00506762668685335
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,0,4,0.0,-0.00046214842259805394,-0.0,0.0052473243187328615
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,0,5,0.0,-0.00044271845590960053,-0.0,0.0051606179667040885
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,1,0,0.0,-0.000437787650468541,-0.0,0.005155779011343017
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,1,1,0.0,-0.0004134915679912087,-0.0,0.005120688037787623
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,1,2,0.0,-0.0005436806176823602,-0.0,0.005146982918197613
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,1,3,0.0,-0.0005237761731410317,-0.0,0.00506762668685335
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,1,4,0.0,-0.00046214842259805394,-0.0,0.0052473243187328615
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,1,5,0.0,-0.00044271845590960053,-0.0,0.0051606179667040885
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,2,0,0.0,-0.000437787650468541,-0.0,0.005155779011343017
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,2,1,0.0,-0.0004134915679912087,-0.0,0.005120688037787623
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,2,2,0.0,-0.0005436806176823602,-0.0,0.005146982918197613
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,2,3,0.0,-0.0005237761731410317,-0.0,0.00506762668685335
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,2,4,0.0,-0.00046214842259805394,-0.0,0.0052473243187328615
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,2,5,0.0,-0.00044271845590960053,-0.0,0.0051606179667040885
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,3,0,0.0,-0.0005478459426010192,-0.0,0.005456133246416261
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,3,1,0.0,-0.0005162175479955436,-0.0,0.005407792802894791
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,3,2,0.0,-0.0006771625562218662,-0.0,0.005561955557421447
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,3,3,0.0,-0.0006475184751968862,-0.0,0.0054747850090701424
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,3,4,0.0,-0.0005350739870668431,-0.0,0.005512473248437299
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,3,5,0.0,-0.0005107834304838594,-0.0,0.005418711487573166
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,4,0,0.0,-0.0007598501799719939,-0.0,0.006643658075661671
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,4,1,0.0,-0.000732075254276732,-0.0,0.006622758716680617
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,4,2,0.0,-0.000934973578407035,-0.0,0.006886641410609572
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,4,3,0.0,-0.0009155926625643972,-0.0,0.006886892373228012
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,4,4,0.0,-0.0007297264170061339,-0.0,0.0067157606651129355
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,4,5,0.0,-0.0007119341761266055,-0.0,0.006657229411995342
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,5,0,0.0,-0.0005478459426010192,-0.0,0.005456133246416261
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,5,1,0.0,-0.0005162175479955436,-0.0,0.005407792802894791
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,5,2,0.0,-0.0006771625562218662,-0.0,0.005561955557421447
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,5,3,0.0,-0.0006475184751968862,-0.0,0.0054747850090701424
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,5,4,0.0,-0.0005350739870668431,-0.0,0.005512473248437299
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,5,5,0.0,-0.0005107834304838594,-0.0,0.005418711487573166
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,6,0,0.0,-0.00042263376831778017,-0.0,0.005048324968780654
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,6,1,0.0,-0.00039831587810695325,-0.0,0.005010235250716246
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,6,2,0.0,-0.0005402485318131098,-0.0,0.005176237677341112
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,6,3,0.0,-0.000517707314384295,-0.0,0.0051005996372425425
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,6,4,0.0,-0.00042125871556920766,-0.0,0.005117534719094942
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,6,5,0.0,-0.00040388910877946275,-0.0,0.005036574673118364
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,7,0,0.0,-0.00042263376831778017,-0.0,0.005048324968780654
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,7,1,0.0,-0.00039831587810695325,-0.0,0.005010235250716246
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,7,2,0.0,-0.0005402485318131098,-0.0,0.005176237677341112
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,7,3,0.0,-0.000517707314384295,-0.0,0.0051005996372425425
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,7,4,0.0,-0.00042125871556920766,-0.0,0.005117534719094942
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,7,5,0.0,-0.00040388910877946275,-0.0,0.005036574673118364
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,8,0,0.0,-0.00042263376831778017,-0.0,0.005048324968780654
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,8,1,0.0,-0.00039831587810695325,-0.0,0.005010235250716246
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,8,2,0.0,-0.0005402485318131098,-0.0,0.005176237677341112
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,8,3,0.0,-0.000517707314384295,-0.0,0.0051005996372425425
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,8,4,0.0,-0.00042125871556920766,-0.0,0.005117534719094942
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,8,5,0.0,-0.00040388910877946275,-0.0,0.005036574673118364
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,9,0,0.0,-0.00046034728736480773,-0.0,0.005231220832120884
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,9,1,0.0,-0.0004154544338505102,-0.0,0.005129670795996
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,9,2,0.0,-0.0005452323414231059,-0.0,0.005281476361389995
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,9,3,0.0,-0.0004963161222388811,-0.0,0.005118720732599195
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,9,4,0.0,-0.00044686397738624706,-0.0,0.00530472188136689
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,9,5,0.0,-0.00040809530378961914,-0.0,0.005166531492304205
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,10,0,0.0,-0.0005119153986742394,-0.0,0.005534653681948318
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,10,1,0.0,-0.00047084028310666906,-0.0,0.005461432798212843
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,10,2,0.0,-0.0006108872403455534,-0.0,0.005617674096221107
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,10,3,0.0,-0.0005677024095662158,-0.0,0.005504452123581666
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,10,4,0.0,-0.0004952849946092622,-0.0,0.005601294510313136
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,10,5,0.0,-0.0004604591301365987,-0.0,0.005487863904855841
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,11,0,0.0,-0.0005119153986742394,-0.0,0.005534653681948318
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,11,1,0.0,-0.00047084028310666906,-0.0,0.005461432798212843
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,11,2,0.0,-0.0006108872403455534,-0.0,0.005617674096221107
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,11,3,0.0,-0.0005677024095662158,-0.0,0.005504452123581666
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,11,4,0.0,-0.0004952849946092622,-0.0,0.005601294510313136
303,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,17,11,5,0.0,-0.0004604591301365987,-0.0,0.005487863904855841
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,0,0,0.0,0.0003773334196907399,-0.0,0.000584187643584243
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,0,1,0.0,0.0004573557309354356,-0.0,0.0004701555677509435
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,0,2,0.0,0.0004847933281975717,-0.0,0.0003562091924459376
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,0,3,0.0,0.0005713889867558983,-0.0,0.00019981958251677145
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,0,4,0.0,0.00033640006094300237,-0.0,0.0005411372435710561
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,0,5,0.0,0.00041577468521364233,-0.0,0.00041569715906269794
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,1,0,0.0,0.000147851008243186,-0.0,0.0009672887646189865
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,1,1,0.0,0.00010867920862617578,-0.0,0.0010186881846926236
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,1,2,0.0,0.0002388564928090924,-0.0,0.0007924405156778643
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,1,3,0.0,0.00018264205713705456,-0.0,0.0008619126442074614
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,1,4,0.0,3.177965915413609e-05,-0.0,0.0010189077880279457
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,1,5,0.0,-1.6586105067200457e-05,-0.0,0.0011056488636247781
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,2,0,0.0,0.0003773334196907399,-0.0,0.000584187643584243
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,2,1,0.0,0.0004573557309354356,-0.0,0.0004701555677509435
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,2,2,0.0,0.0004847933281975717,-0.0,0.0003562091924459376
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,2,3,0.0,0.0005713889867558983,-0.0,0.00019981958251677145
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,2,4,0.0,0.00033640006094300237,-0.0,0.0005411372435710561
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,2,5,0.0,0.00041577468521364233,-0.0,0.00041569715906269794
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,3,0,0.0,0.00028516717155347565,-0.0,0.0006622065844325136
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,3,1,0.0,0.0003503948000476859,-0.0,0.0005734343263784607
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,3,2,0.0,0.0004347376528239481,-0.0,0.00041883077537209116
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,3,3,0.0,0.0005117203735084548,-0.0,0.0002825581846551694
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,3,4,0.0,0.0002932851249120387,-0.0,0.0005850104056937393
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,3,5,0.0,0.0003628023013420104,-0.0,0.0004744663590102634
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,4,0,0.0,0.00028516717155347565,-0.0,0.0006622065844325136
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,4,1,0.0,0.0003503948000476859,-0.0,0.0005734343263784607
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,4,2,0.0,0.0004347376528239481,-0.0,0.00041883077537209116
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,4,3,0.0,0.0005117203735084548,-0.0,0.0002825581846551694
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,4,4,0.0,0.0002932851249120387,-0.0,0.0005850104056937393
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,4,5,0.0,0.0003628023013420104,-0.0,0.0004744663590102634
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,5,0,0.0,0.00028516717155347565,-0.0,0.0006622065844325136
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,5,1,0.0,0.0003503948000476859,-0.0,0.0005734343263784607
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,5,2,0.0,0.0004347376528239481,-0.0,0.00041883077537209116
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,5,3,0.0,0.0005117203735084548,-0.0,0.0002825581846551694
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,5,4,0.0,0.0002932851249120387,-0.0,0.0005850104056937393
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,5,5,0.0,0.0003628023013420104,-0.0,0.0004744663590102634
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,6,0,0.0,0.00033317566908880905,-0.0,0.0005841076088968327
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,6,1,0.0,0.0004605054451137034,-0.0,0.0004196243125675952
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,6,2,0.0,0.0005944753643052902,-0.0,0.0002449606364817278
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,6,3,0.0,0.0007414145994574772,-0.0,-1.048408324663512e-05
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,6,4,0.0,0.0003495911340546578,-0.0,0.0005158062247316708
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,6,5,0.0,0.00048179532983899886,-0.0,0.0003207945067707392
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,7,0,0.0,0.00033317566908880905,-0.0,0.0005841076088968327
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,7,1,0.0,0.0004605054451137034,-0.0,0.0004196243125675952
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,7,2,0.0,0.0005944753643052902,-0.0,0.0002449606364817278
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,7,3,0.0,0.0007414145994574772,-0.0,-1.048408324663512e-05
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,7,4,0.0,0.0003495911340546578,-0.0,0.0005158062247316708
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,7,5,0.0,0.00048179532983899886,-0.0,0.0003207945067707392
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,8,0,0.0,0.00033317566908880905,-0.0,0.0005841076088968327
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,8,1,0.0,0.0004605054451137034,-0.0,0.0004196243125675952
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,8,2,0.0,0.0005944753643052902,-0.0,0.0002449606364817278
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,8,3,0.0,0.0007414145994574772,-0.0,-1.048408324663512e-05
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,8,4,0.0,0.0003495911340546578,-0.0,0.0005158062247316708
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,8,5,0.0,0.00048179532983899886,-0.0,0.0003207945067707392
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,9,0,0.0,0.00023078560594588562,-0.0,0.0006953465915815372
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,9,1,0.0,0.00030393860659621436,-0.0,0.0006038177892766671
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,9,2,0.0,0.000399411708997137,-0.0,0.0004583652508121946
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,9,3,0.0,0.0004840592817675528,-0.0,0.00031693530302274314
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,9,4,0.0,0.00024479827614331114,-0.0,0.000631749628195282
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,9,5,0.0,0.00032146571355333615,-0.0,0.0005196062584397386
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,10,0,0.0,-7.74021111946364e-05,-0.0,0.0011277528941462378
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,10,1,0.0,5.349188218865935e-05,-0.0,0.0010221597666732563
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,10,2,0.0,-9.834755401794185e-05,-0.0,0.001199732570185645
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,10,3,0.0,5.174967860596564e-05,-0.0,0.0010641572620089833
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,10,4,0.0,-2.7202066677325595e-05,-0.0,0.001074951761878654
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,10,5,0.0,0.00010798498783928974,-0.0,0.0009420456506849417
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,11,0,0.0,0.00023078560594588562,-0.0,0.0006953465915815372
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,11,1,0.0,0.00030393860659621436,-0.0,0.0006038177892766671
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,11,2,0.0,0.000399411708997137,-0.0,0.0004583652508121946
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,11,3,0.0,0.0004840592817675528,-0.0,0.00031693530302274314
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,11,4,0.0,0.00024479827614331114,-0.0,0.000631749628195282
303,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,16,11,5,0.0,0.00032146571355333615,-0.0,0.0005196062584397386
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,0,0,0.0,0.0006980597318820229,-0.0,-0.00010251686645290651
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,0,1,0.0,0.0006944562060313617,-0.0,-0.00022408506094511544
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,0,2,0.0,0.0005779686440420557,-0.0,-4.446546312987513e-05
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,0,3,0.0,0.0005937664249400527,-0.0,-0.00014494744332161423
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,0,4,0.0,0.0006241529093189476,-0.0,-2.0387559277297254e-05
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,0,5,0.0,0.0006417719168067682,-0.0,-0.00010430301287733718
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,1,0,0.0,0.0006980597318820229,-0.0,-0.00010251686645290651
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,1,1,0.0,0.0006944562060313617,-0.0,-0.00022408506094511544
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,1,2,0.0,0.0005779686440420557,-0.0,-4.446546312987513e-05
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,1,3,0.0,0.0005937664249400527,-0.0,-0.00014494744332161423
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,1,4,0.0,0.0006241529093189476,-0.0,-2.0387559277297254e-05
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,1,5,0.0,0.0006417719168067682,-0.0,-0.00010430301287733718
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,2,0,0.0,0.0006980597318820229,-0.0,-0.00010251686645290651
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,2,1,0.0,0.0006944562060313617,-0.0,-0.00022408506094511544
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,2,2,0.0,0.0005779686440420557,-0.0,-4.446546312987513e-05
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,2,3,0.0,0.0005937664249400527,-0.0,-0.00014494744332161423
303,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,10,2,4,0.0,0.0006241529093189476,-0.0,-2.0387559277297254e-05
