method,rank_cap,alpha,n,fit_budget,representation,input_mode,group,level_pX_mae,level_v_mae,projected_level_pX_mae,projected_level_v_mae,delta_pX_mae,delta_v_mae,delta_pX_q95,delta_v_q95,panel,noise_replicas,noise_indices,block_count,training_seed_count,paired_block_coverage
B2_RANDOM_Q,8,0.01,exact,8,per_prompt,actual_d,1,0.00010783646929800702,0.0003770385515353768,0.00010783646929800515,0.000377038551535376,0.00010783646929800698,0.0003770385515353768,0.00035730733465620944,0.001384048809305655,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,8,0.01,exact,8,per_prompt,actual_d,2,9.196829418638666e-05,0.00038032236373114085,9.196829418638648e-05,0.0003803223637311404,9.196829418638667e-05,0.00038032236373114085,0.00027041742106185916,0.0013872882282068648,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,8,0.01,exact,8,per_prompt,actual_d,3,9.599399499630697e-05,0.0003863266085922552,9.599399499630686e-05,0.0003863266085922558,9.599399499630697e-05,0.0003863266085922551,0.0002751726056762189,0.0013370690016093457,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,8,0.01,exact,8,per_prompt,actual_d,4,8.598501282849544e-05,0.0003647540886721727,8.598501282849486e-05,0.00036475408867217216,8.598501282849542e-05,0.0003647540886721727,0.0002722321191646044,0.0013573551781499227,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,8,0.01,exact,8,per_prompt,actual_d,5,8.765643030718056e-05,0.0003698233420197898,8.765643030718024e-05,0.00036982334201978985,8.765643030718057e-05,0.0003698233420197898,0.0002795594033123601,0.0013672459578919,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,16,0.01,exact,8,per_prompt,actual_d,0,8.608798361172122e-05,0.00028812406229377236,8.608798361172055e-05,0.0002881240622937724,8.608798361172122e-05,0.0002881240622937723,0.00027527043937059794,0.0010056863362336215,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,16,0.01,exact,8,per_prompt,actual_d,1,8.808152701682833e-05,0.0002899810478458905,8.80815270168274e-05,0.00028998104784589,8.808152701682837e-05,0.0002899810478458905,0.00028603818459801164,0.0010107818589880455,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,16,0.01,exact,8,per_prompt,actual_d,2,7.154842843249442e-05,0.00029434748862567777,7.154842843249427e-05,0.0002943474886256767,7.154842843249446e-05,0.0002943474886256777,0.00020992355171467104,0.0009659769333427963,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,16,0.01,exact,8,per_prompt,actual_d,3,7.373078012527846e-05,0.0002984416420134637,7.373078012527711e-05,0.0002984416420134638,7.37307801252784e-05,0.0002984416420134636,0.00020785378499374048,0.001004933754447995,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,16,0.01,exact,8,per_prompt,actual_d,4,6.773560921102939e-05,0.00028216094650881734,6.773560921102814e-05,0.0002821609465088163,6.773560921102948e-05,0.0002821609465088173,0.00022123045826546268,0.0009751569940081905,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,16,0.01,exact,8,per_prompt,actual_d,5,6.935987231201762e-05,0.00028529445796476773,6.935987231201717e-05,0.0002852944579647673,6.935987231201765e-05,0.00028529445796476773,0.000220533209819931,0.0009809015653862866,primary,1,[0],60,10,MATCHES_B0_EXACTLY
