method,rank_cap,n,telemetry,H,level_mae,projected_level_mae,delta_mae,projected_delta_mae,raw_invalid_fraction,near_zero_prompt_fraction,delta_error_ss,delta_truth_ss,response_nrmse,sample_count,level_rmse,projected_level_rmse,delta_rmse,projected_delta_rmse,mean_block_prompt_abs_error_q95,group_delta_pX_q95_max,group_delta_v_q95_max,projected_response_nrmse,fit_budget,representation,meets_tolerance,tolerance_status,r_mean,k_mean,failure_rate,uninformative_response_step_fraction,subspace_exit_failure_rate,subspace_U_exit_failure_rate,rare_event_failure_rate,unobserved_condition_failure_rate,curvature_failure_rate,curvature_joint_failure_rate,Q_exit_gt020_fraction,U_exit_gt020_fraction,raw_level_seed_cluster_coverage,raw_level_window_coverage,raw_level_envelope_width,raw_delta_seed_cluster_coverage,raw_delta_window_coverage,raw_delta_envelope_width,projected_level_seed_cluster_coverage,projected_level_window_coverage,projected_level_envelope_width,projected_delta_seed_cluster_coverage,projected_delta_window_coverage,projected_delta_envelope_width,largest_tested_H_meeting_tolerance
B5_WORST_GROUP_RANK,4,exact,PROJECTION_AND_NET_DISPLACEMENT,2,0.0006384942721322592,0.000638494272132259,0.0006384942721322592,0.000638494272132259,0.0,0.7519675925925926,0.04558815636290467,2.465428886064776,0.13598148341640817,120,0.0011485215481704405,0.0011485215481704405,0.0011485215481704403,0.0011485215481704403,0.002093933424258864,0.00048427283324141185,0.0012100215827790493,0.13598148341640817,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,4.0,15.016666666666667,0.058333333333333334,0.0,0.058333333333333334,0.058333333333333334,0.0,0.0,0.0,0.0,0.8083333333333333,0.925,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667775,1.0,1.0,0.05736189812667775,8
B5_WORST_GROUP_RANK,4,exact,PROJECTION_AND_PATH,4,0.0014054376891525437,0.0014054376891525437,0.0014054376891525437,0.0014054376891525437,0.0,0.5991319444444444,0.5238147826823893,14.816577127474233,0.1880247120490356,240,0.0027528782882332873,0.0027528782882332873,0.0027528782882332873,0.0027528782882332873,0.005198888557573078,0.0012206154205262503,0.0025779991040781472,0.1880247120490356,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,4.0,15.016666666666667,0.07083333333333333,0.0,0.07083333333333333,0.07083333333333333,0.0,0.0,0.0,0.0,0.8708333333333333,0.95,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667775,1.0,1.0,0.05736189812667775,8
B5_WORST_GROUP_RANK,4,exact,PROJECTION_AND_NET_DISPLACEMENT,4,0.0014054376891525437,0.0014054376891525437,0.0014054376891525437,0.0014054376891525437,0.0,0.5991319444444444,0.5238147826823893,14.816577127474233,0.1880247120490356,240,0.0027528782882332873,0.0027528782882332873,0.0027528782882332873,0.0027528782882332873,0.005198888557573078,0.0012206154205262503,0.0025779991040781472,0.1880247120490356,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,4.0,15.016666666666667,0.07083333333333333,0.0,0.07083333333333333,0.07083333333333333,0.0,0.0,0.0,0.0,0.8708333333333333,0.95,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667775,1.0,1.0,0.05736189812667775,8
B5_WORST_GROUP_RANK,4,exact,PROJECTION_AND_PATH,8,0.00355913153485582,0.00355913153485582,0.00355913153485582,0.00355913153485582,0.0,0.42890625,6.907186883090737,92.91184834570944,0.27265599640627564,480,0.007068605441862498,0.007068605441862499,0.007068605441862498,0.007068605441862498,0.013705299601665983,0.0037274353980907495,0.006924816111427034,0.27265599640627564,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,4.0,15.016666666666667,0.12708333333333333,0.0,0.12708333333333333,0.12708333333333333,0.0,0.0,0.014583333333333334,0.0020833333333333333,0.9291666666666667,0.975,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667775,1.0,1.0,0.05736189812667775,8
B5_WORST_GROUP_RANK,4,exact,PROJECTION_AND_NET_DISPLACEMENT,8,0.00355913153485582,0.00355913153485582,0.00355913153485582,0.00355913153485582,0.0,0.42890625,6.907186883090737,92.91184834570944,0.27265599640627564,480,0.007068605441862498,0.007068605441862499,0.007068605441862498,0.007068605441862498,0.013705299601665983,0.0037274353980907495,0.006924816111427034,0.27265599640627564,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,4.0,15.016666666666667,0.12708333333333333,0.0,0.12708333333333333,0.12708333333333333,0.0,0.0,0.014583333333333334,0.0020833333333333333,0.9291666666666667,0.975,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667775,1.0,1.0,0.05736189812667775,8
B5_WORST_GROUP_RANK,4,exact,PROJECTION_AND_PATH,16,0.00942458950267446,0.009417531440364831,0.00942458950267446,0.009417531440364831,0.00870949074074074,0.2827835648148148,100.64831314970576,563.2676744577017,0.4227132258472842,960,0.019079693326817537,0.019075298308982972,0.019079693326817537,0.019075298308982972,0.03676497919305756,0.009596799486590374,0.02222628027395175,0.4226158536235969,8,per_prompt_helmert,False,EXCEEDS_MODEL_TOLERANCE,4.0,15.016666666666667,0.33229166666666665,0.0,0.33229166666666665,0.33229166666666665,0.0,0.0,0.24166666666666667,0.121875,0.9645833333333333,0.9875,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667775,1.0,1.0,0.05736189812667775,8
B5_WORST_GROUP_RANK,4,exact,PROJECTION_AND_NET_DISPLACEMENT,16,0.00942458950267446,0.009417531440364831,0.00942458950267446,0.009417531440364831,0.00870949074074074,0.2827835648148148,100.64831314970576,563.2676744577017,0.4227132258472842,960,0.019079693326817537,0.019075298308982972,0.019079693326817537,0.019075298308982972,0.03676497919305756,0.009596799486590374,0.02222628027395175,0.4226158536235969,8,per_prompt_helmert,False,EXCEEDS_MODEL_TOLERANCE,4.0,15.016666666666667,0.33229166666666665,0.0,0.33229166666666665,0.33229166666666665,0.0,0.0,0.24166666666666667,0.121875,0.9645833333333333,0.9875,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667777,1.0,1.0,0.05736189812667775,1.0,1.0,0.05736189812667775,8
B5_WORST_GROUP_RANK,8,exact,PROJECTION_AND_PATH,1,0.0003884037929380923,0.0003884037929380921,0.0003884037929380921,0.0003884037929380921,0.0,0.861111111111111,0.007865377138192785,0.4918481073406968,0.12645740731894567,60,0.0006746645745034051,0.0006746645745034052,0.0006746645745034048,0.0006746645745034052,0.0010394952088318202,0.00025729774907816254,0.0007346798882545421,0.12645740731894575,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,8.0,15.016666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.7833333333333333,0.85,1.0,1.0,0.057244256105044335,1.0,1.0,0.057244256105044335,1.0,1.0,0.05724425610504435,1.0,1.0,0.05724425610504435,8
B5_WORST_GROUP_RANK,8,exact,PROJECTION_AND_NET_DISPLACEMENT,1,0.0003884037929380923,0.0003884037929380921,0.0003884037929380921,0.0003884037929380921,0.0,0.861111111111111,0.007865377138192785,0.4918481073406968,0.12645740731894567,60,0.0006746645745034051,0.0006746645745034052,0.0006746645745034048,0.0006746645745034052,0.0010394952088318202,0.00025729774907816254,0.0007346798882545421,0.12645740731894575,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,8.0,15.016666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.7833333333333333,0.85,1.0,1.0,0.057244256105044335,1.0,1.0,0.057244256105044335,1.0,1.0,0.05724425610504435,1.0,1.0,0.05724425610504435,8
B5_WORST_GROUP_RANK,8,exact,PROJECTION_AND_PATH,2,0.0006379917287085942,0.0006379917287085941,0.000637991728708594,0.0006379917287085942,0.0,0.7519675925925926,0.045769329941607886,2.465428886064776,0.13625142001297527,120,0.0011508014762165826,0.0011508014762165828,0.0011508014762165824,0.0011508014762165828,0.0020920570817801174,0.0004812207696338012,0.0011863778237435334,0.1362514200129753,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,8.0,15.016666666666667,0.058333333333333334,0.0,0.058333333333333334,0.058333333333333334,0.0,0.0,0.0,0.0,0.8083333333333333,0.8833333333333333,1.0,1.0,0.057244256105044335,1.0,1.0,0.057244256105044335,1.0,1.0,0.05724425610504435,1.0,1.0,0.05724425610504435,8
B5_WORST_GROUP_RANK,8,exact,PROJECTION_AND_NET_DISPLACEMENT,2,0.0006379917287085942,0.0006379917287085941,0.000637991728708594,0.0006379917287085942,0.0,0.7519675925925926,0.045769329941607886,2.465428886064776,0.13625142001297527,120,0.0011508014762165826,0.0011508014762165828,0.0011508014762165824,0.0011508014762165828,0.0020920570817801174,0.0004812207696338012,0.0011863778237435334,0.1362514200129753,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,8.0,15.016666666666667,0.058333333333333334,0.0,0.058333333333333334,0.058333333333333334,0.0,0.0,0.0,0.0,0.8083333333333333,0.8833333333333333,1.0,1.0,0.057244256105044335,1.0,1.0,0.057244256105044335,1.0,1.0,0.05724425610504435,1.0,1.0,0.05724425610504435,8
B5_WORST_GROUP_RANK,8,exact,PROJECTION_AND_PATH,4,0.0014054057840744638,0.0014054057840744635,0.0014054057840744638,0.0014054057840744635,0.0,0.5991319444444444,0.5246171736243079,14.816577127474233,0.18816866712511088,240,0.0027549859409938737,0.0027549859409938737,0.0027549859409938737,0.0027549859409938737,0.005214785467904192,0.0012370199250526716,0.002555012102241157,0.18816866712511088,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,8.0,15.016666666666667,0.07083333333333333,0.0,0.07083333333333333,0.07083333333333333,0.0,0.0,0.0,0.0,0.8708333333333333,0.9208333333333333,1.0,1.0,0.057244256105044335,1.0,1.0,0.057244256105044335,1.0,1.0,0.05724425610504435,1.0,1.0,0.05724425610504435,8
B5_WORST_GROUP_RANK,8,exact,PROJECTION_AND_NET_DISPLACEMENT,4,0.0014054057840744638,0.0014054057840744635,0.0014054057840744638,0.0014054057840744635,0.0,0.5991319444444444,0.5246171736243079,14.816577127474233,0.18816866712511088,240,0.0027549859409938737,0.0027549859409938737,0.0027549859409938737,0.0027549859409938737,0.005214785467904192,0.0012370199250526716,0.002555012102241157,0.18816866712511088,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,8.0,15.016666666666667,0.07083333333333333,0.0,0.07083333333333333,0.07083333333333333,0.0,0.0,0.0,0.0,0.8708333333333333,0.9208333333333333,1.0,1.0,0.057244256105044335,1.0,1.0,0.057244256105044335,1.0,1.0,0.05724425610504435,1.0,1.0,0.05724425610504435,8
B5_WORST_GROUP_RANK,8,exact,PROJECTION_AND_PATH,8,0.0035490035553940274,0.003549003555394027,0.0035490035553940274,0.003549003555394027,0.0,0.42890625,6.8565057261846265,92.91184834570944,0.2716538544937713,480,0.007042624917430198,0.007042624917430198,0.007042624917430198,0.007042624917430198,0.013626995788450101,0.003595016399035247,0.006863691399901447,0.2716538544937713,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,8.0,15.016666666666667,0.125,0.0,0.125,0.125,0.0,0.0,0.014583333333333334,0.0020833333333333333,0.9291666666666667,0.95625,1.0,1.0,0.057244256105044335,1.0,1.0,0.057244256105044335,1.0,1.0,0.05724425610504435,1.0,1.0,0.05724425610504435,8
B5_WORST_GROUP_RANK,8,exact,PROJECTION_AND_NET_DISPLACEMENT,8,0.0035490035553940274,0.003549003555394027,0.0035490035553940274,0.003549003555394027,0.0,0.42890625,6.8565057261846265,92.91184834570944,0.2716538544937713,480,0.007042624917430198,0.007042624917430198,0.007042624917430198,0.007042624917430198,0.013626995788450101,0.003595016399035247,0.006863691399901447,0.2716538544937713,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,8.0,15.016666666666667,0.125,0.0,0.125,0.125,0.0,0.0,0.014583333333333334,0.0020833333333333333,0.9291666666666667,0.95625,1.0,1.0,0.057244256105044335,1.0,1.0,0.057244256105044335,1.0,1.0,0.05724425610504435,1.0,1.0,0.05724425610504435,8
B5_WORST_GROUP_RANK,8,exact,PROJECTION_AND_PATH,16,0.009423252916595777,0.009415638790148635,0.009423252916595777,0.009415638790148635,0.00953414351851852,0.2827835648148148,100.64215139447721,563.2676744577017,0.4227002862598539,960,0.019079109282257655,0.01907439714286222,0.019079109282257655,0.01907439714286222,0.03674223879540912,0.009618236853811439,0.022166791294620746,0.4225958881644355,8,per_prompt_helmert,False,EXCEEDS_MODEL_TOLERANCE,8.0,15.016666666666667,0.334375,0.0,0.334375,0.334375,0.0,0.0,0.24166666666666667,0.12395833333333334,0.9645833333333333,0.978125,1.0,1.0,0.057244256105044335,1.0,1.0,0.057244256105044335,1.0,1.0,0.05724425610504435,1.0,1.0,0.05724425610504435,8
B5_WORST_GROUP_RANK,8,exact,PROJECTION_AND_NET_DISPLACEMENT,16,0.009423252916595777,0.009415638790148635,0.009423252916595777,0.009415638790148635,0.00953414351851852,0.2827835648148148,100.64215139447721,563.2676744577017,0.4227002862598539,960,0.019079109282257655,0.01907439714286222,0.019079109282257655,0.01907439714286222,0.03674223879540912,0.009618236853811439,0.022166791294620746,0.4225958881644355,8,per_prompt_helmert,False,EXCEEDS_MODEL_TOLERANCE,8.0,15.016666666666667,0.334375,0.0,0.334375,0.334375,0.0,0.0,0.24166666666666667,0.12395833333333334,0.9645833333333333,0.978125,1.0,1.0,0.057244256105044335,1.0,1.0,0.057244256105044335,1.0,1.0,0.05724425610504435,1.0,1.0,0.05724425610504435,8
B5_WORST_GROUP_RANK,16,exact,PROJECTION_AND_PATH,1,0.00038817147551842464,0.0003881714755184247,0.0003881714755184245,0.0003881714755184247,0.0,0.861111111111111,0.007854011314068784,0.4918481073406968,0.12636600596341294,60,0.0006741769379311637,0.000674176937931164,0.0006741769379311635,0.000674176937931164,0.0010385590162213642,0.0002651378789156505,0.0007338340518361085,0.12636600596341302,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,13.533333333333333,15.016666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.7833333333333333,0.8,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227241,1.0,1.0,0.05720479405227241,8
B5_WORST_GROUP_RANK,16,exact,PROJECTION_AND_NET_DISPLACEMENT,1,0.00038817147551842464,0.0003881714755184247,0.0003881714755184245,0.0003881714755184247,0.0,0.861111111111111,0.007854011314068784,0.4918481073406968,0.12636600596341294,60,0.0006741769379311637,0.000674176937931164,0.0006741769379311635,0.000674176937931164,0.0010385590162213642,0.0002651378789156505,0.0007338340518361085,0.12636600596341302,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,13.533333333333333,15.016666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.7833333333333333,0.8,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227241,1.0,1.0,0.05720479405227241,8
B5_WORST_GROUP_RANK,16,exact,PROJECTION_AND_PATH,2,0.0006377731159155925,0.0006377731159155923,0.0006377731159155923,0.0006377731159155923,0.0,0.7519675925925926,0.045704644253222286,2.465428886064776,0.13615510406142486,120,0.0011499879761501844,0.0011499879761501844,0.0011499879761501842,0.0011499879761501844,0.002092176853658242,0.0004820947687468834,0.0011848046153043732,0.1361551040614249,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,13.533333333333333,15.016666666666667,0.058333333333333334,0.0,0.058333333333333334,0.058333333333333334,0.0,0.0,0.0,0.0,0.8083333333333333,0.8166666666666667,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227241,1.0,1.0,0.05720479405227241,8
B5_WORST_GROUP_RANK,16,exact,PROJECTION_AND_NET_DISPLACEMENT,2,0.0006377731159155925,0.0006377731159155923,0.0006377731159155923,0.0006377731159155923,0.0,0.7519675925925926,0.045704644253222286,2.465428886064776,0.13615510406142486,120,0.0011499879761501844,0.0011499879761501844,0.0011499879761501842,0.0011499879761501844,0.002092176853658242,0.0004820947687468834,0.0011848046153043732,0.1361551040614249,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,13.533333333333333,15.016666666666667,0.058333333333333334,0.0,0.058333333333333334,0.058333333333333334,0.0,0.0,0.0,0.0,0.8083333333333333,0.8166666666666667,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227241,1.0,1.0,0.05720479405227241,8
B5_WORST_GROUP_RANK,16,exact,PROJECTION_AND_PATH,4,0.0014052735514359415,0.0014052735514359412,0.0014052735514359412,0.0014052735514359412,0.0,0.5991319444444444,0.5244082091476989,14.816577127474233,0.1881311879066257,240,0.0027544372060658777,0.0027544372060658777,0.0027544372060658772,0.0027544372060658777,0.005207264667477108,0.001243113748874843,0.0025478259477689892,0.18813118790662572,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,13.533333333333333,15.016666666666667,0.07083333333333333,0.0,0.07083333333333333,0.07083333333333333,0.0,0.0,0.0,0.0,0.8708333333333333,0.875,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227241,1.0,1.0,0.05720479405227241,8
B5_WORST_GROUP_RANK,16,exact,PROJECTION_AND_NET_DISPLACEMENT,4,0.0014052735514359415,0.0014052735514359412,0.0014052735514359412,0.0014052735514359412,0.0,0.5991319444444444,0.5244082091476989,14.816577127474233,0.1881311879066257,240,0.0027544372060658777,0.0027544372060658777,0.0027544372060658772,0.0027544372060658777,0.005207264667477108,0.001243113748874843,0.0025478259477689892,0.18813118790662572,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,13.533333333333333,15.016666666666667,0.07083333333333333,0.0,0.07083333333333333,0.07083333333333333,0.0,0.0,0.0,0.0,0.8708333333333333,0.875,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227241,1.0,1.0,0.05720479405227241,8
B5_WORST_GROUP_RANK,16,exact,PROJECTION_AND_PATH,8,0.0035485368452182133,0.0035485368452182133,0.0035485368452182133,0.0035485368452182133,0.0,0.42890625,6.856297319352969,92.91184834570944,0.2716497259367776,480,0.007042517884609291,0.007042517884609291,0.007042517884609291,0.007042517884609291,0.013634820206556783,0.003600750955287122,0.006855963684068246,0.2716497259367776,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,13.533333333333333,15.016666666666667,0.125,0.0,0.125,0.125,0.0,0.0,0.014583333333333334,0.0020833333333333333,0.9291666666666667,0.93125,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227241,1.0,1.0,0.05720479405227241,8
B5_WORST_GROUP_RANK,16,exact,PROJECTION_AND_NET_DISPLACEMENT,8,0.0035485368452182133,0.0035485368452182133,0.0035485368452182133,0.0035485368452182133,0.0,0.42890625,6.856297319352969,92.91184834570944,0.2716497259367776,480,0.007042517884609291,0.007042517884609291,0.007042517884609291,0.007042517884609291,0.013634820206556783,0.003600750955287122,0.006855963684068246,0.2716497259367776,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,13.533333333333333,15.016666666666667,0.125,0.0,0.125,0.125,0.0,0.0,0.014583333333333334,0.0020833333333333333,0.9291666666666667,0.93125,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227241,1.0,1.0,0.05720479405227241,8
B5_WORST_GROUP_RANK,16,exact,PROJECTION_AND_PATH,16,0.009423156975909282,0.009415542563158154,0.009423156975909282,0.009415542563158153,0.009505208333333333,0.2827835648148148,100.68002956106191,563.2676744577017,0.42277982353829585,960,0.019082699297397778,0.019077955459113654,0.019082699297397778,0.019077955459113654,0.03677077330842203,0.009632527854587018,0.022142541105198824,0.4226747231496454,8,per_prompt_helmert,False,EXCEEDS_MODEL_TOLERANCE,13.533333333333333,15.016666666666667,0.334375,0.0,0.334375,0.334375,0.0,0.0,0.24166666666666667,0.12395833333333334,0.9645833333333333,0.965625,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227241,1.0,1.0,0.05720479405227241,8
B5_WORST_GROUP_RANK,16,exact,PROJECTION_AND_NET_DISPLACEMENT,16,0.009423156975909282,0.009415542563158154,0.009423156975909282,0.009415542563158153,0.009505208333333333,0.2827835648148148,100.68002956106191,563.2676744577017,0.42277982353829585,960,0.019082699297397778,0.019077955459113654,0.019082699297397778,0.019077955459113654,0.03677077330842203,0.009632527854587018,0.022142541105198824,0.4226747231496454,8,per_prompt_helmert,False,EXCEEDS_MODEL_TOLERANCE,13.533333333333333,15.016666666666667,0.334375,0.0,0.334375,0.334375,0.0,0.0,0.24166666666666667,0.12395833333333334,0.9645833333333333,0.965625,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227242,1.0,1.0,0.05720479405227241,1.0,1.0,0.05720479405227241,8
B5_WORST_GROUP_RANK,FULL,exact,PROJECTION_AND_PATH,1,0.00038818885073933367,0.00038818885073933394,0.00038818885073933356,0.0003881888507393339,0.0,0.861111111111111,0.007854462647199157,0.4918481073406968,0.12636963674158663,60,0.0006741963085434799,0.0006741963085434802,0.0006741963085434798,0.0006741963085434802,0.0010386037914468804,0.00026513374124812947,0.0007338464646257176,0.12636963674158674,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,15.016666666666667,15.016666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.7833333333333333,0.7833333333333333,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,8
B5_WORST_GROUP_RANK,FULL,exact,PROJECTION_AND_NET_DISPLACEMENT,1,0.00038818885073933367,0.00038818885073933394,0.00038818885073933356,0.0003881888507393339,0.0,0.861111111111111,0.007854462647199157,0.4918481073406968,0.12636963674158663,60,0.0006741963085434799,0.0006741963085434802,0.0006741963085434798,0.0006741963085434802,0.0010386037914468804,0.00026513374124812947,0.0007338464646257176,0.12636963674158674,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,15.016666666666667,15.016666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.7833333333333333,0.7833333333333333,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,8
B5_WORST_GROUP_RANK,FULL,exact,PROJECTION_AND_PATH,2,0.0006378012586071033,0.0006378012586071034,0.0006378012586071033,0.0006378012586071033,0.0,0.7519675925925926,0.04570711222696831,2.465428886064776,0.1361587800848531,120,0.0011500190244371482,0.0011500190244371482,0.0011500190244371482,0.0011500190244371482,0.0020922328937025875,0.0004820947687468834,0.0011847873750741166,0.1361587800848531,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,15.016666666666667,15.016666666666667,0.058333333333333334,0.0,0.058333333333333334,0.058333333333333334,0.0,0.0,0.0,0.0,0.8083333333333333,0.8083333333333333,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,8
B5_WORST_GROUP_RANK,FULL,exact,PROJECTION_AND_NET_DISPLACEMENT,2,0.0006378012586071033,0.0006378012586071034,0.0006378012586071033,0.0006378012586071033,0.0,0.7519675925925926,0.04570711222696831,2.465428886064776,0.1361587800848531,120,0.0011500190244371482,0.0011500190244371482,0.0011500190244371482,0.0011500190244371482,0.0020922328937025875,0.0004820947687468834,0.0011847873750741166,0.1361587800848531,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,15.016666666666667,15.016666666666667,0.058333333333333334,0.0,0.058333333333333334,0.058333333333333334,0.0,0.0,0.0,0.0,0.8083333333333333,0.8083333333333333,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,8
B5_WORST_GROUP_RANK,FULL,exact,PROJECTION_AND_PATH,4,0.0014053223934303266,0.0014053223934303264,0.0014053223934303266,0.0014053223934303264,0.0,0.5991319444444444,0.5244296734316034,14.816577127474233,0.1881350380178926,240,0.00275449357571856,0.00275449357571856,0.00275449357571856,0.00275449357571856,0.0052075733249056545,0.0012433001529827668,0.0025479040896417273,0.1881350380178926,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,15.016666666666667,15.016666666666667,0.07083333333333333,0.0,0.07083333333333333,0.07083333333333333,0.0,0.0,0.0,0.0,0.8708333333333333,0.8708333333333333,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,8
B5_WORST_GROUP_RANK,FULL,exact,PROJECTION_AND_NET_DISPLACEMENT,4,0.0014053223934303266,0.0014053223934303264,0.0014053223934303266,0.0014053223934303264,0.0,0.5991319444444444,0.5244296734316034,14.816577127474233,0.1881350380178926,240,0.00275449357571856,0.00275449357571856,0.00275449357571856,0.00275449357571856,0.0052075733249056545,0.0012433001529827668,0.0025479040896417273,0.1881350380178926,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,15.016666666666667,15.016666666666667,0.07083333333333333,0.0,0.07083333333333333,0.07083333333333333,0.0,0.0,0.0,0.0,0.8708333333333333,0.8708333333333333,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,8
B5_WORST_GROUP_RANK,FULL,exact,PROJECTION_AND_PATH,8,0.003548627116706742,0.003548627116706742,0.0035486271167067423,0.003548627116706742,0.0,0.42890625,6.856517499780686,92.91184834570944,0.27165408772783434,480,0.0070426309640222,0.0070426309640222,0.0070426309640222,0.0070426309640222,0.013635027549146167,0.0036014729501679934,0.006855852684147331,0.27165408772783434,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,15.016666666666667,15.016666666666667,0.125,0.0,0.125,0.125,0.0,0.0,0.014583333333333334,0.0020833333333333333,0.9291666666666667,0.9291666666666667,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,8
B5_WORST_GROUP_RANK,FULL,exact,PROJECTION_AND_NET_DISPLACEMENT,8,0.003548627116706742,0.003548627116706742,0.0035486271167067423,0.003548627116706742,0.0,0.42890625,6.856517499780686,92.91184834570944,0.27165408772783434,480,0.0070426309640222,0.0070426309640222,0.0070426309640222,0.0070426309640222,0.013635027549146167,0.0036014729501679934,0.006855852684147331,0.27165408772783434,8,per_prompt_helmert,True,WITHIN_MODEL_TOLERANCE,15.016666666666667,15.016666666666667,0.125,0.0,0.125,0.125,0.0,0.0,0.014583333333333334,0.0020833333333333333,0.9291666666666667,0.9291666666666667,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,1.0,1.0,0.057187606482817295,8
