method,rank_cap,alpha,n,fit_budget,representation,input_mode,seed,level_mae,projected_level_mae,delta_mae,projected_delta_mae,raw_invalid_fraction,near_zero_prompt_fraction,delta_error_ss,delta_truth_ss,response_nrmse,sample_count,level_rmse,projected_level_rmse,delta_rmse,projected_delta_rmse,mean_block_prompt_abs_error_q95,group_delta_pX_q95_max,group_delta_v_q95_max,panel,noise_replicas
B6_FULL_Q_RIDGE,FULL,0.01,256,8,per_prompt,actual_d,301,0.006772316038208297,0.006772316038208297,0.016917622743597576,0.016917622743597576,0.0,0.871141975308642,52.04459203902848,2.6577443067790107,4.4251827016966745,360,0.009048917029334165,0.009048917029334165,0.02240476071832877,0.02240476071832877,0.018336916106641735,0.015513065339798718,0.011421360516306262,robust,5
B5_WORST_GROUP_RANK,0,0.0,256,8,per_prompt,actual_d,301,0.016162771080770046,0.016162771080770046,0.003546245201398124,0.003546245201398124,0.0,0.871141975308642,2.6577443067790107,2.6577443067790107,1.0,360,0.02148475814984028,0.02148475814984028,0.005063013716866082,0.005063013716866082,0.042882646273503855,0.002559452977113579,0.006602232756602269,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,8,per_prompt,actual_d,301,0.009049500289086304,0.009049003735193423,0.013685714089096803,0.013685582496933262,0.0017746913580246916,0.871141975308642,38.55673984333111,2.6577443067790107,3.8088472345100066,360,0.012885659491152652,0.01288522639454402,0.019284245793771606,0.019284119496454682,0.02452412788819625,0.014666176017398,0.009944807345554361,robust,5
B0_PERSISTENCE,0,0.0,exact,8,per_prompt,actual_d,302,0.0035041636446940952,0.0035041636446940944,0.0035041636446940952,0.0035041636446940944,0.0,0.8659336419753086,0.5698248934042685,0.5698248934042685,1.0,72,0.005242135190578504,0.005242135190578504,0.005242135190578504,0.005242135190578504,0.008912180317517416,0.0020850655182430254,0.007096139103531239,robust,1
B5_WORST_GROUP_RANK,0,0.0,exact,8,per_prompt,actual_d,302,0.0035041636446940952,0.0035041636446940944,0.0035041636446940952,0.0035041636446940944,0.0,0.8659336419753086,0.5698248934042685,0.5698248934042685,1.0,72,0.005242135190578504,0.005242135190578504,0.005242135190578504,0.005242135190578504,0.008912180317517416,0.0020850655182430254,0.007096139103531239,robust,1
B6_FULL_Q_RIDGE,FULL,0.01,exact,8,per_prompt,actual_d,302,0.0003856587162653428,0.0003856587162653425,0.00038565871626534303,0.0003856587162653425,0.0,0.8659336419753086,0.011028341349776255,0.5698248934042685,0.13911834131589282,72,0.0007292771526669528,0.0007292771526669532,0.0007292771526669532,0.0007292771526669532,0.0013725570961494044,0.0002479901546735115,0.0010083397738254003,robust,1
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,8,per_prompt,actual_d,302,0.0006830641357017095,0.0006830641357017092,0.0006830641357017095,0.0006830641357017091,0.0,0.8659336419753086,0.02912479704659676,0.5698248934042685,0.22607927140394943,72,0.0011851381044869918,0.0011851381044869918,0.0011851381044869916,0.0011851381044869918,0.00196543011264556,0.0008605105858285547,0.0030638012171866308,robust,1
B0_PERSISTENCE,0,0.0,64,8,per_prompt,actual_d,302,0.03270435722556126,0.03270435722556126,0.0035041636446940952,0.0035041636446940952,0.0,0.8659336419753085,2.8491244670213423,2.8491244670213423,1.0,360,0.043121230523552045,0.043121230523552045,0.005242135190578504,0.005242135190578504,0.0859923375560776,0.0021787870180515457,0.0074688775445691845,robust,5
B5_WORST_GROUP_RANK,0,0.0,64,8,per_prompt,actual_d,302,0.03270435722556126,0.03270435722556126,0.0035041636446940952,0.0035041636446940952,0.0,0.8659336419753085,2.8491244670213423,2.8491244670213423,1.0,360,0.043121230523552045,0.043121230523552045,0.005242135190578504,0.005242135190578504,0.0859923375560776,0.0021787870180515457,0.0074688775445691845,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,64,8,per_prompt,actual_d,302,0.01371545910106813,0.013707079399368584,0.034688530833692326,0.03468149067664172,0.006597222222222222,0.8659336419753085,215.89932769825933,2.8491244670213423,8.705023218861134,360,0.018831874345630314,0.018815202113109983,0.04563290855039491,0.045628668099408236,0.03745613739240142,0.020693986567230885,0.019142945163333296,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,8,per_prompt,actual_d,302,0.022778694749015466,0.022750063400080053,0.02042789992915515,0.02040424601501984,0.018209876543209876,0.8659336419753085,99.50160730844443,2.8491244670213423,5.909617022312178,360,0.03261557622543339,0.032567290792764964,0.03097901135550442,0.030933960331584215,0.06272483692242159,0.014481393046314055,0.015501681186064646,robust,5
B0_PERSISTENCE,0,0.0,16,8,per_prompt,actual_d,302,0.06502996722892715,0.06502996722892715,0.0035041636446940952,0.0035041636446940952,0.0,0.8659336419753085,2.8491244670213423,2.8491244670213423,1.0,360,0.08631496055991289,0.08631496055991289,0.005242135190578504,0.005242135190578504,0.17425888801756922,0.0021787870180515457,0.0074688775445691845,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,16,8,per_prompt,actual_d,302,0.02737974392209052,0.02725322060261463,0.06956414513840124,0.0694534597275817,0.040817901234567903,0.8659336419753085,875.1054655500423,2.8491244670213423,17.52566423445118,360,0.03729471308575877,0.03705359504661529,0.09187190122167961,0.09180143853657573,0.07377425188499165,0.04641568141112284,0.0487647374170927,robust,5
B5_WORST_GROUP_RANK,0,0.0,16,8,per_prompt,actual_d,302,0.06502996722892715,0.06502996722892715,0.0035041636446940952,0.0035041636446940952,0.0,0.8659336419753085,2.8491244670213423,2.8491244670213423,1.0,360,0.08631496055991289,0.08631496055991289,0.005242135190578504,0.005242135190578504,0.17425888801756922,0.0021787870180515457,0.0074688775445691845,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,8,per_prompt,actual_d,302,0.04112047405549781,0.04071456930547471,0.042392016860508724,0.0420245181909543,0.11400462962962962,0.8659336419753085,430.9128833984452,2.8491244670213423,12.298128547948393,360,0.05903474538470072,0.058212364295617054,0.06446845243945838,0.06386930991970398,0.11356636593839055,0.04390597980282626,0.03168744404526165,robust,5
B0_PERSISTENCE,0,0.0,256,8,per_prompt,actual_d,302,0.016693962354097196,0.016693962354097196,0.0035041636446940952,0.0035041636446940952,0.0,0.8659336419753085,2.8491244670213423,2.8491244670213423,1.0,360,0.021997525936769815,0.021997525936769815,0.005242135190578504,0.005242135190578504,0.044406189546341034,0.0021787870180515457,0.0074688775445691845,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,256,8,per_prompt,actual_d,302,0.006887462631267386,0.00688733588969022,0.017636526190294797,0.01763638990576566,0.00023148148148148146,0.8659336419753085,55.2024766602129,2.8491244670213423,4.401731729542123,360,0.009415333228923283,0.00941499299983165,0.023074472798918746,0.023074379527730084,0.018703022769582564,0.012850784601019022,0.013405895220493624,robust,5
B5_WORST_GROUP_RANK,0,0.0,256,8,per_prompt,actual_d,302,0.016693962354097196,0.016693962354097196,0.0035041636446940952,0.0035041636446940952,0.0,0.8659336419753085,2.8491244670213423,2.8491244670213423,1.0,360,0.021997525936769815,0.021997525936769815,0.005242135190578504,0.005242135190578504,0.044406189546341034,0.0021787870180515457,0.0074688775445691845,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,8,per_prompt,actual_d,302,0.01136412246945152,0.011362090407406784,0.01041235456494212,0.010410250814405584,0.0015432098765432096,0.8659336419753085,24.65083151663585,2.8491244670213423,2.9414405524029577,360,0.01628009961473542,0.01627598050866999,0.015419429030746218,0.015415077870632033,0.031099155863309472,0.008631185501789453,0.007878008883310332,robust,5
B0_PERSISTENCE,0,0.0,exact,8,per_prompt,actual_d,303,0.003620023631442452,0.003620023631442453,0.003620023631442452,0.003620023631442453,0.0,0.8337191358024691,0.7004438823024066,0.7004438823024066,1.0,72,0.005811980936859393,0.0058119809368593935,0.005811980936859393,0.0058119809368593935,0.009235757933060718,0.0025362936042160025,0.005617674096221107,robust,1
B5_WORST_GROUP_RANK,0,0.0,exact,8,per_prompt,actual_d,303,0.003620023631442452,0.003620023631442453,0.003620023631442452,0.003620023631442453,0.0,0.8337191358024691,0.7004438823024066,0.7004438823024066,1.0,72,0.005811980936859393,0.0058119809368593935,0.005811980936859393,0.0058119809368593935,0.009235757933060718,0.0025362936042160025,0.005617674096221107,robust,1
B6_FULL_Q_RIDGE,FULL,0.01,exact,8,per_prompt,actual_d,303,0.00027075598381272575,0.00027075598381272537,0.00027075598381272597,0.0002707559838127254,0.0,0.8337191358024691,0.004209650953186372,0.7004438823024066,0.0775240352700126,72,0.0004505682151377282,0.00045056821513772853,0.0004505682151377285,0.00045056821513772864,0.0008410304427375565,0.0003052879891305948,0.0007108195499344162,robust,1
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,8,per_prompt,actual_d,303,0.0005458243860056443,0.0005458243860056447,0.0005458243860056449,0.0005458243860056447,0.0,0.8337191358024691,0.017442586921447636,0.7004438823024066,0.15780427877522396,72,0.000917155459996447,0.000917155459996447,0.000917155459996447,0.000917155459996447,0.0014633448198439305,0.0007741978338404229,0.002699158128516711,robust,1
B0_PERSISTENCE,0,0.0,64,8,per_prompt,actual_d,303,0.03128972520336373,0.03128972520336373,0.003620023631442452,0.003620023631442452,0.0,0.8337191358024693,3.502219411512033,3.502219411512033,1.0,360,0.04143045702388834,0.04143045702388834,0.005811980936859393,0.005811980936859393,0.08343945505814887,0.0025402638870556603,0.005617674096221107,robust,5
B5_WORST_GROUP_RANK,0,0.0,64,8,per_prompt,actual_d,303,0.03128972520336373,0.03128972520336373,0.003620023631442452,0.003620023631442452,0.0,0.8337191358024693,3.502219411512033,3.502219411512033,1.0,360,0.04143045702388834,0.04143045702388834,0.005811980936859393,0.005811980936859393,0.08343945505814887,0.0025402638870556603,0.005617674096221107,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,64,8,per_prompt,actual_d,303,0.012165598371769238,0.012162758015424527,0.032651238254634715,0.03264917056244335,0.002700617283950617,0.8337191358024693,194.679224008801,3.502219411512033,7.455694903385618,360,0.016546254821372616,0.016541750749178883,0.04333235664951694,0.043330842996006196,0.03358886683586293,0.03030469042633488,0.021986724944888503,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,8,per_prompt,actual_d,303,0.02000216326353409,0.01998155716454019,0.018608083583471293,0.018591815128175936,0.03765432098765432,0.8337191358024693,84.48870319428295,3.502219411512033,4.911652656824487,360,0.028919580290057686,0.028892113988417015,0.02854643160993871,0.02854223432353275,0.055268851918878426,0.017561942845732932,0.01551547380324639,robust,5
B0_PERSISTENCE,0,0.0,16,8,per_prompt,actual_d,303,0.06164559861005543,0.06164559861005543,0.003620023631442452,0.003620023631442452,0.0,0.8337191358024693,3.502219411512033,3.502219411512033,1.0,360,0.08205396988761002,0.08205396988761002,0.005811980936859393,0.005811980936859393,0.16645603805160156,0.0025402638870556603,0.005617674096221107,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,16,8,per_prompt,actual_d,303,0.024344824366473734,0.02430360292580702,0.06516055103020822,0.06512983561267388,0.02183641975308642,0.8337191358024693,782.330921567856,3.502219411512033,14.945951636872172,360,0.03338457614433341,0.03332423498550571,0.0868655859967235,0.08684401482725035,0.0674972270223284,0.04094115893354312,0.04062244271835269,robust,5
B5_WORST_GROUP_RANK,0,0.0,16,8,per_prompt,actual_d,303,0.06164559861005543,0.06164559861005543,0.003620023631442452,0.003620023631442452,0.0,0.8337191358024693,3.502219411512033,3.502219411512033,1.0,360,0.08205396988761002,0.08205396988761002,0.005811980936859393,0.005811980936859393,0.16645603805160156,0.0025402638870556603,0.005617674096221107,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,8,per_prompt,actual_d,303,0.04721395200324766,0.046652920045489044,0.028318970247589018,0.02791369609648293,0.1773533950617284,0.8337191358024693,229.05714378855828,3.502219411512033,8.08723838922799,360,0.06743334211990164,0.06653955076889578,0.04700287535003053,0.04675484977878109,0.13113251698895673,0.03075817508541096,0.030213532253831443,robust,5
B0_PERSISTENCE,0,0.0,256,8,per_prompt,actual_d,303,0.016032563295881503,0.016032563295881503,0.003620023631442452,0.003620023631442452,0.0,0.8337191358024693,3.502219411512033,3.502219411512033,1.0,360,0.02148002632066766,0.02148002632066766,0.005811980936859393,0.005811980936859393,0.04360733876125559,0.0025402638870556603,0.005617674096221107,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,256,8,per_prompt,actual_d,303,0.006111276421331399,0.006111276421331399,0.01637050053500609,0.01637050053500609,0.0,0.8337191358024693,48.998131393657985,3.502219411512033,3.7404003035320157,360,0.00832993087365665,0.00832993087365665,0.021739135260351164,0.021739135260351164,0.016765154836668093,0.013217497312743349,0.010953504778296609,robust,5
B5_WORST_GROUP_RANK,0,0.0,256,8,per_prompt,actual_d,303,0.016032563295881503,0.016032563295881503,0.003620023631442452,0.003620023631442452,0.0,0.8337191358024693,3.502219411512033,3.502219411512033,1.0,360,0.02148002632066766,0.02148002632066766,0.005811980936859393,0.005811980936859393,0.04360733876125559,0.0025402638870556603,0.005617674096221107,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,8,per_prompt,actual_d,303,0.010767532900977546,0.010763973523090196,0.00993411462494601,0.009930822441731978,0.008680555555555556,0.8337191358024693,24.15037693401797,3.502219411512033,2.625973150793008,360,0.015502214504632274,0.015498310803194514,0.015262105893113559,0.015261177961425303,0.03018874805252133,0.011097838050473038,0.009719393888728677,robust,5
