seed,arm,anchor,method,rank_cap,alpha,n,noise,fit_budget,representation,input_mode,r,k,threshold,eligible_prompt_branches,eligible_branches,correct,accuracy
304,X_BASE,24,B4_RESPONSE_SVD,8,0.01,64,0,8,per_prompt,actual_d,8,15,0.005,7,4,5,0.7142857142857143
304,X_BASE,24,B4_RESPONSE_SVD,8,0.01,64,0,8,per_prompt,actual_d,8,15,0.01,0,0,0,
304,X_BASE,24,B4_RESPONSE_SVD,16,0.01,64,0,8,per_prompt,actual_d,15,15,0.002,388,12,221,0.5695876288659794
304,X_BASE,24,B4_RESPONSE_SVD,16,0.01,64,0,8,per_prompt,actual_d,15,15,0.005,7,4,5,0.7142857142857143
304,X_BASE,24,B4_RESPONSE_SVD,16,0.01,64,0,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B4_RESPONSE_SVD,FULL,0.01,64,0,8,per_prompt,actual_d,15,15,0.002,388,12,221,0.5695876288659794
304,X_BASE,24,B4_RESPONSE_SVD,FULL,0.01,64,0,8,per_prompt,actual_d,15,15,0.005,7,4,5,0.7142857142857143
304,X_BASE,24,B4_RESPONSE_SVD,FULL,0.01,64,0,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,15,0.002,388,12,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,15,0.005,7,4,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,actual_d,0,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,1,0.01,64,0,8,per_prompt,actual_d,1,15,0.002,388,12,247,0.6365979381443299
304,X_BASE,24,B5_WORST_GROUP_RANK,1,0.01,64,0,8,per_prompt,actual_d,1,15,0.005,7,4,6,0.8571428571428571
304,X_BASE,24,B5_WORST_GROUP_RANK,1,0.01,64,0,8,per_prompt,actual_d,1,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,2,0.01,64,0,8,per_prompt,actual_d,2,15,0.002,388,12,217,0.5592783505154639
304,X_BASE,24,B5_WORST_GROUP_RANK,2,0.01,64,0,8,per_prompt,actual_d,2,15,0.005,7,4,2,0.2857142857142857
304,X_BASE,24,B5_WORST_GROUP_RANK,2,0.01,64,0,8,per_prompt,actual_d,2,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,4,0.01,64,0,8,per_prompt,actual_d,4,15,0.002,388,12,208,0.5360824742268041
304,X_BASE,24,B5_WORST_GROUP_RANK,4,0.01,64,0,8,per_prompt,actual_d,4,15,0.005,7,4,5,0.7142857142857143
304,X_BASE,24,B5_WORST_GROUP_RANK,4,0.01,64,0,8,per_prompt,actual_d,4,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,8,0.01,64,0,8,per_prompt,actual_d,8,15,0.002,388,12,225,0.5798969072164949
304,X_BASE,24,B5_WORST_GROUP_RANK,8,0.01,64,0,8,per_prompt,actual_d,8,15,0.005,7,4,5,0.7142857142857143
304,X_BASE,24,B5_WORST_GROUP_RANK,8,0.01,64,0,8,per_prompt,actual_d,8,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,16,0.01,64,0,8,per_prompt,actual_d,15,15,0.002,388,12,221,0.5695876288659794
304,X_BASE,24,B5_WORST_GROUP_RANK,16,0.01,64,0,8,per_prompt,actual_d,15,15,0.005,7,4,5,0.7142857142857143
304,X_BASE,24,B5_WORST_GROUP_RANK,16,0.01,64,0,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,FULL,0.01,64,0,8,per_prompt,actual_d,15,15,0.002,388,12,221,0.5695876288659794
304,X_BASE,24,B5_WORST_GROUP_RANK,FULL,0.01,64,0,8,per_prompt,actual_d,15,15,0.005,7,4,5,0.7142857142857143
304,X_BASE,24,B5_WORST_GROUP_RANK,FULL,0.01,64,0,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B6_FULL_Q_RIDGE,FULL,0.01,64,0,8,per_prompt,actual_d,15,15,0.002,388,12,221,0.5695876288659794
304,X_BASE,24,B6_FULL_Q_RIDGE,FULL,0.01,64,0,8,per_prompt,actual_d,15,15,0.005,7,4,5,0.7142857142857143
304,X_BASE,24,B6_FULL_Q_RIDGE,FULL,0.01,64,0,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,O0_FULL_J_ORACLE,FULL,0.0,64,0,8,per_prompt,actual_d,737,15,0.002,388,12,388,1.0
304,X_BASE,24,O0_FULL_J_ORACLE,FULL,0.0,64,0,8,per_prompt,actual_d,737,15,0.005,7,4,7,1.0
304,X_BASE,24,O0_FULL_J_ORACLE,FULL,0.0,64,0,8,per_prompt,actual_d,737,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,0,0.0,64,0,8,per_prompt,actual_d,0,15,0.002,388,12,0,0.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,0,0.0,64,0,8,per_prompt,actual_d,0,15,0.005,7,4,0,0.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,0,0.0,64,0,8,per_prompt,actual_d,0,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,1,0.0,64,0,8,per_prompt,actual_d,1,15,0.002,388,12,388,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,1,0.0,64,0,8,per_prompt,actual_d,1,15,0.005,7,4,7,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,1,0.0,64,0,8,per_prompt,actual_d,1,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,2,0.0,64,0,8,per_prompt,actual_d,2,15,0.002,388,12,388,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,2,0.0,64,0,8,per_prompt,actual_d,2,15,0.005,7,4,7,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,2,0.0,64,0,8,per_prompt,actual_d,2,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,4,0.0,64,0,8,per_prompt,actual_d,4,15,0.002,388,12,388,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,4,0.0,64,0,8,per_prompt,actual_d,4,15,0.005,7,4,7,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,4,0.0,64,0,8,per_prompt,actual_d,4,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,8,0.0,64,0,8,per_prompt,actual_d,8,15,0.002,388,12,388,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,8,0.0,64,0,8,per_prompt,actual_d,8,15,0.005,7,4,7,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,8,0.0,64,0,8,per_prompt,actual_d,8,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,16,0.0,64,0,8,per_prompt,actual_d,15,15,0.002,388,12,388,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,16,0.0,64,0,8,per_prompt,actual_d,15,15,0.005,7,4,7,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,16,0.0,64,0,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,FULL,0.0,64,0,8,per_prompt,actual_d,15,15,0.002,388,12,388,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,FULL,0.0,64,0,8,per_prompt,actual_d,15,15,0.005,7,4,7,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,FULL,0.0,64,0,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B4_ENERGY95,FULL,0.01,64,0,8,per_prompt,actual_d,12,15,0.002,388,12,214,0.5515463917525774
304,X_BASE,24,B4_ENERGY95,FULL,0.01,64,0,8,per_prompt,actual_d,12,15,0.005,7,4,5,0.7142857142857143
304,X_BASE,24,B4_ENERGY95,FULL,0.01,64,0,8,per_prompt,actual_d,12,15,0.01,0,0,0,
304,X_BASE,24,B2_FULL_PARAMETER_SKETCH,4,0.01,64,0,8,per_prompt,actual_d,4,15,0.002,388,12,194,0.5
304,X_BASE,24,B2_FULL_PARAMETER_SKETCH,4,0.01,64,0,8,per_prompt,actual_d,4,15,0.005,7,4,3,0.42857142857142855
304,X_BASE,24,B2_FULL_PARAMETER_SKETCH,4,0.01,64,0,8,per_prompt,actual_d,4,15,0.01,0,0,0,
304,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,8,per_prompt,actual_d,1,15,0.002,388,12,247,0.6365979381443299
304,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,8,per_prompt,actual_d,1,15,0.005,7,4,6,0.8571428571428571
304,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,8,per_prompt,actual_d,1,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,1,per_prompt,actual_d,0,2,0.002,388,12,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,1,per_prompt,actual_d,0,2,0.005,7,4,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,1,per_prompt,actual_d,0,2,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,2,per_prompt,actual_d,0,4,0.002,388,12,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,2,per_prompt,actual_d,0,4,0.005,7,4,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,2,per_prompt,actual_d,0,4,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,4,per_prompt,actual_d,0,9,0.002,388,12,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,4,per_prompt,actual_d,0,9,0.005,7,4,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,4,per_prompt,actual_d,0,9,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,pooled,actual_d,0,15,0.002,388,12,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,pooled,actual_d,0,15,0.005,7,4,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,pooled,actual_d,0,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,six_group,actual_d,0,15,0.002,388,12,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,six_group,actual_d,0,15,0.005,7,4,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,six_group,actual_d,0,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,norm_only,0,1,0.002,388,12,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,norm_only,0,1,0.005,7,4,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,norm_only,0,1,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,sgd_proxy,0,15,0.002,388,12,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,sgd_proxy,0,15,0.005,7,4,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,0,8,per_prompt,sgd_proxy,0,15,0.01,0,0,0,
304,X_BASE,24,B0_PERSISTENCE,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.002,388,12,0,0.0
304,X_BASE,24,B0_PERSISTENCE,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.005,7,4,0,0.0
304,X_BASE,24,B0_PERSISTENCE,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.01,0,0,0,
304,X_BASE,24,B1_LOG_RIDGE,0,0.01,64,1,8,per_prompt,actual_d,0,15,0.002,388,12,218,0.5618556701030928
304,X_BASE,24,B1_LOG_RIDGE,0,0.01,64,1,8,per_prompt,actual_d,0,15,0.005,7,4,2,0.2857142857142857
304,X_BASE,24,B1_LOG_RIDGE,0,0.01,64,1,8,per_prompt,actual_d,0,15,0.01,0,0,0,
304,X_BASE,24,B2_RANDOM_Q,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.002,388,12,0,0.0
304,X_BASE,24,B2_RANDOM_Q,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.005,7,4,0,0.0
304,X_BASE,24,B2_RANDOM_Q,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.01,0,0,0,
304,X_BASE,24,B2_RANDOM_Q,1,0.01,64,1,8,per_prompt,actual_d,1,15,0.002,388,12,199,0.5128865979381443
304,X_BASE,24,B2_RANDOM_Q,1,0.01,64,1,8,per_prompt,actual_d,1,15,0.005,7,4,3,0.42857142857142855
304,X_BASE,24,B2_RANDOM_Q,1,0.01,64,1,8,per_prompt,actual_d,1,15,0.01,0,0,0,
304,X_BASE,24,B2_RANDOM_Q,2,0.01,64,1,8,per_prompt,actual_d,2,15,0.002,388,12,216,0.5567010309278351
304,X_BASE,24,B2_RANDOM_Q,2,0.01,64,1,8,per_prompt,actual_d,2,15,0.005,7,4,1,0.14285714285714285
304,X_BASE,24,B2_RANDOM_Q,2,0.01,64,1,8,per_prompt,actual_d,2,15,0.01,0,0,0,
304,X_BASE,24,B2_RANDOM_Q,4,0.01,64,1,8,per_prompt,actual_d,4,15,0.002,388,12,206,0.5309278350515464
304,X_BASE,24,B2_RANDOM_Q,4,0.01,64,1,8,per_prompt,actual_d,4,15,0.005,7,4,1,0.14285714285714285
304,X_BASE,24,B2_RANDOM_Q,4,0.01,64,1,8,per_prompt,actual_d,4,15,0.01,0,0,0,
304,X_BASE,24,B2_RANDOM_Q,8,0.01,64,1,8,per_prompt,actual_d,8,15,0.002,388,12,209,0.538659793814433
304,X_BASE,24,B2_RANDOM_Q,8,0.01,64,1,8,per_prompt,actual_d,8,15,0.005,7,4,1,0.14285714285714285
304,X_BASE,24,B2_RANDOM_Q,8,0.01,64,1,8,per_prompt,actual_d,8,15,0.01,0,0,0,
304,X_BASE,24,B2_RANDOM_Q,16,0.01,64,1,8,per_prompt,actual_d,15,15,0.002,388,12,206,0.5309278350515464
304,X_BASE,24,B2_RANDOM_Q,16,0.01,64,1,8,per_prompt,actual_d,15,15,0.005,7,4,2,0.2857142857142857
304,X_BASE,24,B2_RANDOM_Q,16,0.01,64,1,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B2_RANDOM_Q,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.002,388,12,206,0.5309278350515464
304,X_BASE,24,B2_RANDOM_Q,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.005,7,4,2,0.2857142857142857
304,X_BASE,24,B2_RANDOM_Q,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B3_UPDATE_PCA,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.002,388,12,0,0.0
304,X_BASE,24,B3_UPDATE_PCA,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.005,7,4,0,0.0
304,X_BASE,24,B3_UPDATE_PCA,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.01,0,0,0,
304,X_BASE,24,B3_UPDATE_PCA,1,0.01,64,1,8,per_prompt,actual_d,1,15,0.002,388,12,227,0.5850515463917526
304,X_BASE,24,B3_UPDATE_PCA,1,0.01,64,1,8,per_prompt,actual_d,1,15,0.005,7,4,1,0.14285714285714285
304,X_BASE,24,B3_UPDATE_PCA,1,0.01,64,1,8,per_prompt,actual_d,1,15,0.01,0,0,0,
304,X_BASE,24,B3_UPDATE_PCA,2,0.01,64,1,8,per_prompt,actual_d,2,15,0.002,388,12,212,0.5463917525773195
304,X_BASE,24,B3_UPDATE_PCA,2,0.01,64,1,8,per_prompt,actual_d,2,15,0.005,7,4,1,0.14285714285714285
304,X_BASE,24,B3_UPDATE_PCA,2,0.01,64,1,8,per_prompt,actual_d,2,15,0.01,0,0,0,
304,X_BASE,24,B3_UPDATE_PCA,4,1e-05,64,1,8,per_prompt,actual_d,4,15,0.002,388,12,210,0.5412371134020618
304,X_BASE,24,B3_UPDATE_PCA,4,1e-05,64,1,8,per_prompt,actual_d,4,15,0.005,7,4,1,0.14285714285714285
304,X_BASE,24,B3_UPDATE_PCA,4,1e-05,64,1,8,per_prompt,actual_d,4,15,0.01,0,0,0,
304,X_BASE,24,B3_UPDATE_PCA,8,0.01,64,1,8,per_prompt,actual_d,8,15,0.002,388,12,209,0.538659793814433
304,X_BASE,24,B3_UPDATE_PCA,8,0.01,64,1,8,per_prompt,actual_d,8,15,0.005,7,4,2,0.2857142857142857
304,X_BASE,24,B3_UPDATE_PCA,8,0.01,64,1,8,per_prompt,actual_d,8,15,0.01,0,0,0,
304,X_BASE,24,B3_UPDATE_PCA,16,0.01,64,1,8,per_prompt,actual_d,15,15,0.002,388,12,206,0.5309278350515464
304,X_BASE,24,B3_UPDATE_PCA,16,0.01,64,1,8,per_prompt,actual_d,15,15,0.005,7,4,2,0.2857142857142857
304,X_BASE,24,B3_UPDATE_PCA,16,0.01,64,1,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B3_UPDATE_PCA,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.002,388,12,206,0.5309278350515464
304,X_BASE,24,B3_UPDATE_PCA,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.005,7,4,2,0.2857142857142857
304,X_BASE,24,B3_UPDATE_PCA,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B4_RESPONSE_SVD,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.002,388,12,0,0.0
304,X_BASE,24,B4_RESPONSE_SVD,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.005,7,4,0,0.0
304,X_BASE,24,B4_RESPONSE_SVD,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.01,0,0,0,
304,X_BASE,24,B4_RESPONSE_SVD,1,0.01,64,1,8,per_prompt,actual_d,1,15,0.002,388,12,193,0.49742268041237114
304,X_BASE,24,B4_RESPONSE_SVD,1,0.01,64,1,8,per_prompt,actual_d,1,15,0.005,7,4,3,0.42857142857142855
304,X_BASE,24,B4_RESPONSE_SVD,1,0.01,64,1,8,per_prompt,actual_d,1,15,0.01,0,0,0,
304,X_BASE,24,B4_RESPONSE_SVD,2,0.01,64,1,8,per_prompt,actual_d,2,15,0.002,388,12,184,0.4742268041237113
304,X_BASE,24,B4_RESPONSE_SVD,2,0.01,64,1,8,per_prompt,actual_d,2,15,0.005,7,4,5,0.7142857142857143
304,X_BASE,24,B4_RESPONSE_SVD,2,0.01,64,1,8,per_prompt,actual_d,2,15,0.01,0,0,0,
304,X_BASE,24,B4_RESPONSE_SVD,4,0.01,64,1,8,per_prompt,actual_d,4,15,0.002,388,12,212,0.5463917525773195
304,X_BASE,24,B4_RESPONSE_SVD,4,0.01,64,1,8,per_prompt,actual_d,4,15,0.005,7,4,1,0.14285714285714285
304,X_BASE,24,B4_RESPONSE_SVD,4,0.01,64,1,8,per_prompt,actual_d,4,15,0.01,0,0,0,
304,X_BASE,24,B4_RESPONSE_SVD,8,0.01,64,1,8,per_prompt,actual_d,8,15,0.002,388,12,206,0.5309278350515464
304,X_BASE,24,B4_RESPONSE_SVD,8,0.01,64,1,8,per_prompt,actual_d,8,15,0.005,7,4,1,0.14285714285714285
304,X_BASE,24,B4_RESPONSE_SVD,8,0.01,64,1,8,per_prompt,actual_d,8,15,0.01,0,0,0,
304,X_BASE,24,B4_RESPONSE_SVD,16,0.01,64,1,8,per_prompt,actual_d,15,15,0.002,388,12,206,0.5309278350515464
304,X_BASE,24,B4_RESPONSE_SVD,16,0.01,64,1,8,per_prompt,actual_d,15,15,0.005,7,4,2,0.2857142857142857
304,X_BASE,24,B4_RESPONSE_SVD,16,0.01,64,1,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B4_RESPONSE_SVD,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.002,388,12,206,0.5309278350515464
304,X_BASE,24,B4_RESPONSE_SVD,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.005,7,4,2,0.2857142857142857
304,X_BASE,24,B4_RESPONSE_SVD,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.002,388,12,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.005,7,4,0,0.0
304,X_BASE,24,B5_WORST_GROUP_RANK,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,1,0.01,64,1,8,per_prompt,actual_d,1,15,0.002,388,12,193,0.49742268041237114
304,X_BASE,24,B5_WORST_GROUP_RANK,1,0.01,64,1,8,per_prompt,actual_d,1,15,0.005,7,4,3,0.42857142857142855
304,X_BASE,24,B5_WORST_GROUP_RANK,1,0.01,64,1,8,per_prompt,actual_d,1,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,2,0.01,64,1,8,per_prompt,actual_d,2,15,0.002,388,12,184,0.4742268041237113
304,X_BASE,24,B5_WORST_GROUP_RANK,2,0.01,64,1,8,per_prompt,actual_d,2,15,0.005,7,4,5,0.7142857142857143
304,X_BASE,24,B5_WORST_GROUP_RANK,2,0.01,64,1,8,per_prompt,actual_d,2,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,4,0.01,64,1,8,per_prompt,actual_d,4,15,0.002,388,12,212,0.5463917525773195
304,X_BASE,24,B5_WORST_GROUP_RANK,4,0.01,64,1,8,per_prompt,actual_d,4,15,0.005,7,4,1,0.14285714285714285
304,X_BASE,24,B5_WORST_GROUP_RANK,4,0.01,64,1,8,per_prompt,actual_d,4,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,8,0.01,64,1,8,per_prompt,actual_d,8,15,0.002,388,12,206,0.5309278350515464
304,X_BASE,24,B5_WORST_GROUP_RANK,8,0.01,64,1,8,per_prompt,actual_d,8,15,0.005,7,4,1,0.14285714285714285
304,X_BASE,24,B5_WORST_GROUP_RANK,8,0.01,64,1,8,per_prompt,actual_d,8,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,16,0.01,64,1,8,per_prompt,actual_d,15,15,0.002,388,12,206,0.5309278350515464
304,X_BASE,24,B5_WORST_GROUP_RANK,16,0.01,64,1,8,per_prompt,actual_d,15,15,0.005,7,4,2,0.2857142857142857
304,X_BASE,24,B5_WORST_GROUP_RANK,16,0.01,64,1,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B5_WORST_GROUP_RANK,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.002,388,12,206,0.5309278350515464
304,X_BASE,24,B5_WORST_GROUP_RANK,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.005,7,4,2,0.2857142857142857
304,X_BASE,24,B5_WORST_GROUP_RANK,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B6_FULL_Q_RIDGE,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.002,388,12,206,0.5309278350515464
304,X_BASE,24,B6_FULL_Q_RIDGE,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.005,7,4,2,0.2857142857142857
304,X_BASE,24,B6_FULL_Q_RIDGE,FULL,0.01,64,1,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,O0_FULL_J_ORACLE,FULL,0.0,64,1,8,per_prompt,actual_d,737,15,0.002,388,12,388,1.0
304,X_BASE,24,O0_FULL_J_ORACLE,FULL,0.0,64,1,8,per_prompt,actual_d,737,15,0.005,7,4,7,1.0
304,X_BASE,24,O0_FULL_J_ORACLE,FULL,0.0,64,1,8,per_prompt,actual_d,737,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.002,388,12,0,0.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.005,7,4,0,0.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,0,0.0,64,1,8,per_prompt,actual_d,0,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,1,0.0,64,1,8,per_prompt,actual_d,1,15,0.002,388,12,388,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,1,0.0,64,1,8,per_prompt,actual_d,1,15,0.005,7,4,7,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,1,0.0,64,1,8,per_prompt,actual_d,1,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,2,0.0,64,1,8,per_prompt,actual_d,2,15,0.002,388,12,388,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,2,0.0,64,1,8,per_prompt,actual_d,2,15,0.005,7,4,7,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,2,0.0,64,1,8,per_prompt,actual_d,2,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,4,0.0,64,1,8,per_prompt,actual_d,4,15,0.002,388,12,388,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,4,0.0,64,1,8,per_prompt,actual_d,4,15,0.005,7,4,7,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,4,0.0,64,1,8,per_prompt,actual_d,4,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,8,0.0,64,1,8,per_prompt,actual_d,8,15,0.002,388,12,388,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,8,0.0,64,1,8,per_prompt,actual_d,8,15,0.005,7,4,7,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,8,0.0,64,1,8,per_prompt,actual_d,8,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,16,0.0,64,1,8,per_prompt,actual_d,15,15,0.002,388,12,388,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,16,0.0,64,1,8,per_prompt,actual_d,15,15,0.005,7,4,7,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,16,0.0,64,1,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,O1_JQ_SVD_ORACLE,FULL,0.0,64,1,8,per_prompt,actual_d,15,15,0.002,388,12,388,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,FULL,0.0,64,1,8,per_prompt,actual_d,15,15,0.005,7,4,7,1.0
304,X_BASE,24,O1_JQ_SVD_ORACLE,FULL,0.0,64,1,8,per_prompt,actual_d,15,15,0.01,0,0,0,
304,X_BASE,24,B4_ENERGY95,FULL,0.01,64,1,8,per_prompt,actual_d,12,15,0.002,388,12,210,0.5412371134020618
304,X_BASE,24,B4_ENERGY95,FULL,0.01,64,1,8,per_prompt,actual_d,12,15,0.005,7,4,2,0.2857142857142857
304,X_BASE,24,B4_ENERGY95,FULL,0.01,64,1,8,per_prompt,actual_d,12,15,0.01,0,0,0,
