seed,arm,anchor,n,noise,r,k,full_J_rmse,direction_omission_rmse,fit_sampling_rmse,total_rmse,triangle_bound_mean,total_norm_mean,max_triangle_violation
307,X_VALID,24,64,0,0,8,6.764601312336943e-05,0.0012879538005866151,0.0,0.001241569282364413,0.018561587443607797,0.01694594623989391,-0.001125150674872651
307,X_VALID,24,256,0,0,8,6.764601312336943e-05,0.0012879538005866151,0.0,0.001241569282364413,0.018561587443607797,0.01694594623989391,-0.001125150674872651
307,X_VALID,40,exact,0,0,12,8.650239970486561e-05,0.0036662103873689785,0.0,0.0036299935878882786,0.05489851370400186,0.0531234739589884,-0.0015487566993681312
307,X_VALID,40,16,0,0,12,8.650239970486561e-05,0.0036662103873689785,0.0,0.0036299935878882786,0.05489851370400186,0.0531234739589884,-0.0015487566993681312
307,X_VALID,40,64,0,0,12,8.650239970486561e-05,0.0036662103873689785,0.0,0.0036299935878882786,0.05489851370400186,0.0531234739589884,-0.0015487566993681312
307,X_VALID,40,256,0,0,12,8.650239970486561e-05,0.0036662103873689785,0.0,0.0036299935878882786,0.05489851370400186,0.0531234739589884,-0.0015487566993681312
308,X_BASE,8,exact,0,0,15,2.8991825847875546e-05,0.003218149124153791,0.0,0.00322908806451588,0.047082522954594634,0.04688338799908803,-0.000106851497485419
308,X_BASE,8,16,0,0,15,2.8991825847875546e-05,0.003218149124153791,0.0,0.00322908806451588,0.047082522954594634,0.04688338799908803,-0.000106851497485419
308,X_BASE,8,64,0,0,15,2.8991825847875546e-05,0.003218149124153791,0.0,0.00322908806451588,0.047082522954594634,0.04688338799908803,-0.000106851497485419
308,X_BASE,8,256,0,0,15,2.8991825847875546e-05,0.003218149124153791,0.0,0.00322908806451588,0.047082522954594634,0.04688338799908803,-0.000106851497485419
308,X_BASE,24,exact,0,0,20,0.0002144421088450127,0.008612771693468881,0.0,0.008813999966270768,0.1279757337793732,0.12779952152394902,-0.00010271199012304444
308,X_BASE,24,16,0,0,20,0.0002144421088450127,0.008612771693468881,0.0,0.008813999966270768,0.1279757337793732,0.12779952152394902,-0.00010271199012304444
308,X_BASE,24,64,0,0,20,0.0002144421088450127,0.008612771693468881,0.0,0.008813999966270768,0.1279757337793732,0.12779952152394902,-0.00010271199012304444
308,X_BASE,24,256,0,0,20,0.0002144421088450127,0.008612771693468881,0.0,0.008813999966270768,0.1279757337793732,0.12779952152394902,-0.00010271199012304444
308,X_BASE,40,exact,0,0,15,0.00031328505363344416,0.004936464848542264,0.0,0.0048309704337078955,0.07457536736841842,0.06899927721869047,-0.0036766978691321756
308,X_BASE,40,16,0,0,15,0.00031328505363344416,0.004936464848542264,0.0,0.0048309704337078955,0.07457536736841842,0.06899927721869047,-0.0036766978691321756
308,X_BASE,40,64,0,0,15,0.00031328505363344416,0.004936464848542264,0.0,0.0048309704337078955,0.07457536736841842,0.06899927721869047,-0.0036766978691321756
308,X_BASE,40,256,0,0,15,0.00031328505363344416,0.004936464848542264,0.0,0.0048309704337078955,0.07457536736841842,0.06899927721869047,-0.0036766978691321756
308,X_VALID,8,exact,0,0,18,9.49969324264369e-05,0.006462572914801893,0.0,0.00640412659706767,0.0958534972104005,0.09359244611014787,-0.0021083060546332466
308,X_VALID,8,16,0,0,18,9.49969324264369e-05,0.006462572914801893,0.0,0.00640412659706767,0.0958534972104005,0.09359244611014787,-0.0021083060546332466
308,X_VALID,8,64,0,0,18,9.49969324264369e-05,0.006462572914801893,0.0,0.00640412659706767,0.0958534972104005,0.09359244611014787,-0.0021083060546332466
308,X_VALID,8,256,0,0,18,9.49969324264369e-05,0.006462572914801893,0.0,0.00640412659706767,0.0958534972104005,0.09359244611014787,-0.0021083060546332466
308,X_VALID,24,exact,0,0,11,3.8343585636082125e-05,0.001345878844695709,0.0,0.0013102168538360564,0.01988541732166642,0.018797255520639312,-0.0010186002353888071
308,X_VALID,24,16,0,0,11,3.8343585636082125e-05,0.001345878844695709,0.0,0.0013102168538360564,0.01988541732166642,0.018797255520639312,-0.0010186002353888071
308,X_VALID,24,64,0,0,11,3.8343585636082125e-05,0.001345878844695709,0.0,0.0013102168538360564,0.01988541732166642,0.018797255520639312,-0.0010186002353888071
308,X_VALID,24,256,0,0,11,3.8343585636082125e-05,0.001345878844695709,0.0,0.0013102168538360564,0.01988541732166642,0.018797255520639312,-0.0010186002353888071
308,X_VALID,40,exact,0,0,13,1.3881721617620848e-05,0.0017785111785879673,0.0,0.0017886332217797833,0.026166758513582748,0.02611251619543781,-4.503400600061255e-05
308,X_VALID,40,16,0,0,13,1.3881721617620848e-05,0.0017785111785879673,0.0,0.0017886332217797833,0.026166758513582748,0.02611251619543781,-4.503400600061255e-05
308,X_VALID,40,64,0,0,13,1.3881721617620848e-05,0.0017785111785879673,0.0,0.0017886332217797833,0.026166758513582748,0.02611251619543781,-4.503400600061255e-05
308,X_VALID,40,256,0,0,13,1.3881721617620848e-05,0.0017785111785879673,0.0,0.0017886332217797833,0.026166758513582748,0.02611251619543781,-4.503400600061255e-05
309,X_BASE,8,exact,0,0,20,7.083318172880531e-05,0.002634377305610419,0.0,0.0026969179261494697,0.03900830012424343,0.03895819818244837,-7.558595969098247e-06
309,X_BASE,8,16,0,0,20,7.083318172880531e-05,0.002634377305610419,0.0,0.0026969179261494697,0.03900830012424343,0.03895819818244837,-7.558595969098247e-06
309,X_BASE,8,64,0,0,20,7.083318172880531e-05,0.002634377305610419,0.0,0.0026969179261494697,0.03900830012424343,0.03895819818244837,-7.558595969098247e-06
309,X_BASE,8,256,0,0,20,7.083318172880531e-05,0.002634377305610419,0.0,0.0026969179261494697,0.03900830012424343,0.03895819818244837,-7.558595969098247e-06
309,X_BASE,24,exact,0,0,18,0.00024333120690711685,0.011014058406227056,0.0,0.011238909768056915,0.16407257523721275,0.16384223448230603,-0.00020211635224193225
309,X_BASE,24,16,0,0,18,0.00024333120690711685,0.011014058406227056,0.0,0.011238909768056915,0.16407257523721275,0.16384223448230603,-0.00020211635224193225
309,X_BASE,24,64,0,0,18,0.00024333120690711685,0.011014058406227056,0.0,0.011238909768056915,0.16407257523721275,0.16384223448230603,-0.00020211635224193225
309,X_BASE,24,256,0,0,18,0.00024333120690711685,0.011014058406227056,0.0,0.011238909768056915,0.16407257523721275,0.16384223448230603,-0.00020211635224193225
309,X_BASE,40,exact,0,0,13,0.0005924243834946351,0.00863917133814856,0.0,0.00910964727914545,0.12953357408070146,0.12773334480681992,-0.0015014974126047465
309,X_BASE,40,16,0,0,13,0.0005924243834946351,0.00863917133814856,0.0,0.00910964727914545,0.12953357408070146,0.12773334480681992,-0.0015014974126047465
309,X_BASE,40,64,0,0,13,0.0005924243834946351,0.00863917133814856,0.0,0.00910964727914545,0.12953357408070146,0.12773334480681992,-0.0015014974126047465
309,X_BASE,40,256,0,0,13,0.0005924243834946351,0.00863917133814856,0.0,0.00910964727914545,0.12953357408070146,0.12773334480681992,-0.0015014974126047465
309,X_VALID,8,exact,0,0,19,0.00010011622385516456,0.006126369308543492,0.0,0.0060490185910926425,0.09101273333616611,0.08838937419352044,-0.0024088436205930014
309,X_VALID,8,16,0,0,19,0.00010011622385516456,0.006126369308543492,0.0,0.0060490185910926425,0.09101273333616611,0.08838937419352044,-0.0024088436205930014
309,X_VALID,8,64,0,0,19,0.00010011622385516456,0.006126369308543492,0.0,0.0060490185910926425,0.09101273333616611,0.08838937419352044,-0.0024088436205930014
309,X_VALID,8,256,0,0,19,0.00010011622385516456,0.006126369308543492,0.0,0.0060490185910926425,0.09101273333616611,0.08838937419352044,-0.0024088436205930014
309,X_VALID,24,exact,0,0,12,4.621599486745799e-05,0.001951830801475825,0.0,0.0019859135816420533,0.028301146509480152,0.028099278606600456,-0.00011093036103641471
309,X_VALID,24,16,0,0,12,4.621599486745799e-05,0.001951830801475825,0.0,0.0019859135816420533,0.028301146509480152,0.028099278606600456,-0.00011093036103641471
309,X_VALID,24,64,0,0,12,4.621599486745799e-05,0.001951830801475825,0.0,0.0019859135816420533,0.028301146509480152,0.028099278606600456,-0.00011093036103641471
309,X_VALID,24,256,0,0,12,4.621599486745799e-05,0.001951830801475825,0.0,0.0019859135816420533,0.028301146509480152,0.028099278606600456,-0.00011093036103641471
309,X_VALID,40,exact,0,0,10,1.720458141422418e-05,0.0014269407292217691,0.0,0.0014299511107092179,0.0206616586991278,0.02048647500353261,-6.547745931986121e-05
309,X_VALID,40,16,0,0,10,1.720458141422418e-05,0.0014269407292217691,0.0,0.0014299511107092179,0.0206616586991278,0.02048647500353261,-6.547745931986121e-05
309,X_VALID,40,64,0,0,10,1.720458141422418e-05,0.0014269407292217691,0.0,0.0014299511107092179,0.0206616586991278,0.02048647500353261,-6.547745931986121e-05
309,X_VALID,40,256,0,0,10,1.720458141422418e-05,0.0014269407292217691,0.0,0.0014299511107092179,0.0206616586991278,0.02048647500353261,-6.547745931986121e-05
310,X_BASE,8,exact,0,0,20,3.1846564289328026e-05,0.002221701251974494,0.0,0.002240012870613159,0.03254954210194964,0.032433885011910996,-9.096597885019375e-06
310,X_BASE,8,16,0,0,20,3.1846564289328026e-05,0.002221701251974494,0.0,0.002240012870613159,0.03254954210194964,0.032433885011910996,-9.096597885019375e-06
310,X_BASE,8,64,0,0,20,3.1846564289328026e-05,0.002221701251974494,0.0,0.002240012870613159,0.03254954210194964,0.032433885011910996,-9.096597885019375e-06
310,X_BASE,8,256,0,0,20,3.1846564289328026e-05,0.002221701251974494,0.0,0.002240012870613159,0.03254954210194964,0.032433885011910996,-9.096597885019375e-06
310,X_BASE,24,exact,0,0,21,0.00016628427396958286,0.00698823037707109,0.0,0.007144698732048118,0.1036229883835469,0.10350914760458207,-8.172907020348452e-05
310,X_BASE,24,16,0,0,21,0.00016628427396958286,0.00698823037707109,0.0,0.007144698732048118,0.1036229883835469,0.10350914760458207,-8.172907020348452e-05
310,X_BASE,24,64,0,0,21,0.00016628427396958286,0.00698823037707109,0.0,0.007144698732048118,0.1036229883835469,0.10350914760458207,-8.172907020348452e-05
310,X_BASE,24,256,0,0,21,0.00016628427396958286,0.00698823037707109,0.0,0.007144698732048118,0.1036229883835469,0.10350914760458207,-8.172907020348452e-05
310,X_BASE,40,exact,0,0,11,0.00022870407777448744,0.006978820257243845,0.0,0.006884740621644208,0.10313159442247104,0.09846013917877024,-0.001881752013473681
310,X_BASE,40,16,0,0,11,0.00022870407777448744,0.006978820257243845,0.0,0.006884740621644208,0.10313159442247104,0.09846013917877024,-0.001881752013473681
310,X_BASE,40,64,0,0,11,0.00022870407777448744,0.006978820257243845,0.0,0.006884740621644208,0.10313159442247104,0.09846013917877024,-0.001881752013473681
310,X_BASE,40,256,0,0,11,0.00022870407777448744,0.006978820257243845,0.0,0.006884740621644208,0.10313159442247104,0.09846013917877024,-0.001881752013473681
310,X_VALID,8,exact,0,0,20,8.049823999099249e-05,0.005908867740165482,0.0,0.005856323474983551,0.08764168662126959,0.08567747003885838,-0.0018342489274715407
310,X_VALID,8,16,0,0,20,8.049823999099249e-05,0.005908867740165482,0.0,0.005856323474983551,0.08764168662126959,0.08567747003885838,-0.0018342489274715407
310,X_VALID,8,64,0,0,20,8.049823999099249e-05,0.005908867740165482,0.0,0.005856323474983551,0.08764168662126959,0.08567747003885838,-0.0018342489274715407
310,X_VALID,8,256,0,0,20,8.049823999099249e-05,0.005908867740165482,0.0,0.005856323474983551,0.08764168662126959,0.08567747003885838,-0.0018342489274715407
310,X_VALID,24,exact,0,0,9,5.0583980258887964e-05,0.0019742819237979423,0.0,0.001933324313486193,0.026726963740012263,0.025395530446466644,-0.0012301945352758917
310,X_VALID,24,16,0,0,9,5.0583980258887964e-05,0.0019742819237979423,0.0,0.001933324313486193,0.026726963740012263,0.025395530446466644,-0.0012301945352758917
310,X_VALID,24,64,0,0,9,5.0583980258887964e-05,0.0019742819237979423,0.0,0.001933324313486193,0.026726963740012263,0.025395530446466644,-0.0012301945352758917
310,X_VALID,24,256,0,0,9,5.0583980258887964e-05,0.0019742819237979423,0.0,0.001933324313486193,0.026726963740012263,0.025395530446466644,-0.0012301945352758917
310,X_VALID,40,exact,0,0,8,1.723763147062163e-05,0.0019512029885863915,0.0,0.001959083512864644,0.02873429772884069,0.02859968988245759,-9.996883383511443e-05
310,X_VALID,40,16,0,0,8,1.723763147062163e-05,0.0019512029885863915,0.0,0.001959083512864644,0.02873429772884069,0.02859968988245759,-9.996883383511443e-05
310,X_VALID,40,64,0,0,8,1.723763147062163e-05,0.0019512029885863915,0.0,0.001959083512864644,0.02873429772884069,0.02859968988245759,-9.996883383511443e-05
310,X_VALID,40,256,0,0,8,1.723763147062163e-05,0.0019512029885863915,0.0,0.001959083512864644,0.02873429772884069,0.02859968988245759,-9.996883383511443e-05
