seed,arm,anchor,n,noise,r,k,full_J_rmse,direction_omission_rmse,fit_sampling_rmse,total_rmse,triangle_bound_mean,total_norm_mean,max_triangle_violation
301,X_VALID,24,16,0,0,9,5.130199828229941e-05,0.00191021337304951,0.0,0.0018640621358880375,0.028531787175918782,0.027092100704508525,-0.0012746841539627955
301,X_VALID,24,64,0,0,9,5.130199828229941e-05,0.00191021337304951,0.0,0.0018640621358880375,0.028531787175918782,0.027092100704508525,-0.0012746841539627955
301,X_VALID,24,256,0,0,9,5.130199828229941e-05,0.00191021337304951,0.0,0.0018640621358880375,0.028531787175918782,0.027092100704508525,-0.0012746841539627955
301,X_VALID,40,exact,0,0,9,6.1035136964837286e-05,0.0036391352664716043,0.0,0.003640018798138069,0.05425684768422396,0.05338072774720462,-0.0006727317453843404
301,X_VALID,40,16,0,0,9,6.1035136964837286e-05,0.0036391352664716043,0.0,0.003640018798138069,0.05425684768422396,0.05338072774720462,-0.0006727317453843404
301,X_VALID,40,64,0,0,9,6.1035136964837286e-05,0.0036391352664716043,0.0,0.003640018798138069,0.05425684768422396,0.05338072774720462,-0.0006727317453843404
301,X_VALID,40,256,0,0,9,6.1035136964837286e-05,0.0036391352664716043,0.0,0.003640018798138069,0.05425684768422396,0.05338072774720462,-0.0006727317453843404
302,X_BASE,8,exact,0,0,18,4.90902956278168e-05,0.0025842256281262852,0.0,0.0026209532103766615,0.0384115954925457,0.038341685565328194,-1.0479952861804087e-05
302,X_BASE,8,16,0,0,18,4.90902956278168e-05,0.0025842256281262852,0.0,0.0026209532103766615,0.0384115954925457,0.038341685565328194,-1.0479952861804087e-05
302,X_BASE,8,64,0,0,18,4.90902956278168e-05,0.0025842256281262852,0.0,0.0026209532103766615,0.0384115954925457,0.038341685565328194,-1.0479952861804087e-05
302,X_BASE,8,256,0,0,18,4.90902956278168e-05,0.0025842256281262852,0.0,0.0026209532103766615,0.0384115954925457,0.038341685565328194,-1.0479952861804087e-05
302,X_BASE,24,exact,0,0,21,8.571651728368009e-05,0.006943695632991402,0.0,0.006974124130890259,0.10223985700180555,0.10138059135432483,-0.00023138787632788482
302,X_BASE,24,16,0,0,21,8.571651728368009e-05,0.006943695632991402,0.0,0.006974124130890259,0.10223985700180555,0.10138059135432483,-0.00023138787632788482
302,X_BASE,24,64,0,0,21,8.571651728368009e-05,0.006943695632991402,0.0,0.006974124130890259,0.10223985700180555,0.10138059135432483,-0.00023138787632788482
302,X_BASE,24,256,0,0,21,8.571651728368009e-05,0.006943695632991402,0.0,0.006974124130890259,0.10223985700180555,0.10138059135432483,-0.00023138787632788482
302,X_BASE,40,exact,0,0,15,0.00013084135005507068,0.010055073653370664,0.0,0.010014749373580618,0.14748761801597943,0.144900176338541,-0.0018472669942388442
302,X_BASE,40,16,0,0,15,0.00013084135005507068,0.010055073653370664,0.0,0.010014749373580618,0.14748761801597943,0.144900176338541,-0.0018472669942388442
302,X_BASE,40,64,0,0,15,0.00013084135005507068,0.010055073653370664,0.0,0.010014749373580618,0.14748761801597943,0.144900176338541,-0.0018472669942388442
302,X_BASE,40,256,0,0,15,0.00013084135005507068,0.010055073653370664,0.0,0.010014749373580618,0.14748761801597943,0.144900176338541,-0.0018472669942388442
302,X_VALID,8,exact,0,0,18,0.00013252629000378742,0.007467743632440979,0.0,0.007380583703312033,0.11131948395915292,0.1080828218853047,-0.002996408415287505
302,X_VALID,8,16,0,0,18,0.00013252629000378742,0.007467743632440979,0.0,0.007380583703312033,0.11131948395915292,0.1080828218853047,-0.002996408415287505
302,X_VALID,8,64,0,0,18,0.00013252629000378742,0.007467743632440979,0.0,0.007380583703312033,0.11131948395915292,0.1080828218853047,-0.002996408415287505
