seed,arm,anchor,method,rank_cap,alpha,n,noise,r,k,selection_source,metric_space,full_J_rmse,low_J_rmse,direction_omission_rmse,fit_sampling_rmse,total_rmse,triangle_bound_mean,total_residual_norm_mean,frozen_model_reproduction_max_abs,source_frozen_record,vector_file
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,3.824293598234279e-05,0.0010527388053560734,0.0010336302381354185,0.02511835661741315,0.02516578955217113,0.3268279230201634,0.3142711929016513,0.0,3984,exact_rule_vectors/003984.npz
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,3.824293598234279e-05,0.0010552647937962555,0.0010358591719973206,0.003745644463477187,0.0039048709409851743,0.05948204161984231,0.048383554008455724,0.0,4012,exact_rule_vectors/004012.npz
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,1.0339786468462251e-05,0.0004600875885658076,0.0004652330477451301,0.000413645607724748,0.00021850397799528753,0.01291720412726025,0.0030040757115019287,0.0,4070,exact_rule_vectors/004070.npz
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,1.0339786468462251e-05,0.0021894242103008745,0.002187556631103657,0.036183481316960045,0.03605624820100728,0.5388043688872335,0.504960039075793,0.0,4112,exact_rule_vectors/004112.npz
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,1.0339786468462251e-05,0.002174377503830034,0.0021725006726237,0.07500279817404118,0.07488664901597515,1.0314898901809917,0.9979099270165012,0.0,4221,exact_rule_vectors/004221.npz
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,1.0339786468462251e-05,0.0021446549361954603,0.0021428489389966024,0.006297593664576613,0.006648681925346416,0.10168481132986733,0.08347901760369243,0.0,4249,exact_rule_vectors/004249.npz
304,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,22,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.175297509822791e-05,0.002375153708269632,0.0023346584759016977,0.0008199384644870289,0.0025204591809154485,0.04500854667349254,0.03438352928707323,0.0,4307,exact_rule_vectors/004307.npz
304,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,22,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.175297509822791e-05,0.002854397266694941,0.0028092637206012356,0.015643429977185753,0.015889500463058162,0.22935300263165415,0.19697928125783767,0.0,4349,exact_rule_vectors/004349.npz
304,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,22,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.175297509822791e-05,0.00283150983947535,0.0027840259482143173,0.04503270916197685,0.04514427370966518,0.599307103032715,0.5618423799640968,0.0,4458,exact_rule_vectors/004458.npz
304,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,22,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.175297509822791e-05,0.002739872695497943,0.002701094630164451,0.02879084001479625,0.02885348989087766,0.4598300905940753,0.42190065570631513,0.0,4486,exact_rule_vectors/004486.npz
304,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,15,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00012844562947933095,0.003933238606962192,0.0039319258724556504,0.003719246125860644,0.001337982365742308,0.1129885134653074,0.01675795192687576,0.0,4544,exact_rule_vectors/004544.npz
304,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,15,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00012844562947933095,0.0067219156532415175,0.006625434571590216,0.04337356066971834,0.04444019277363084,0.6982870762331115,0.6168464873582171,0.0,4586,exact_rule_vectors/004586.npz
304,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,15,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00012844562947933095,0.0072968354393695015,0.007200357966027591,0.07239857915482853,0.0722129099796261,1.0502036462410487,0.9428866199433665,0.0,4695,exact_rule_vectors/004695.npz
304,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,15,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00012844562947933095,0.007313840280918041,0.007216978658976381,0.004474578877448545,0.008560574741268364,0.16287730604571696,0.12494431032787096,0.0,4723,exact_rule_vectors/004723.npz
304,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00018648912409392662,0.0031355471484525196,0.003061530203290853,0.003526748460860849,0.002912867247917257,0.09723767217460522,0.03489613419659136,0.0,4781,exact_rule_vectors/004781.npz
304,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00018648912409392662,0.008278831415084453,0.008348214836376974,0.047231307802984866,0.04652387854579274,0.7975478042741689,0.6747560011719217,0.0,4823,exact_rule_vectors/004823.npz
304,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00018648912409392662,0.010492090914604046,0.010575785948638844,0.04175325381078623,0.041841473616953215,0.6845277713543925,0.5421650125336869,0.0,4932,exact_rule_vectors/004932.npz
304,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00018648912409392662,0.008013686477215334,0.008089290861370736,0.026065002890211117,0.025662460556715574,0.47273886381638225,0.35522472099050556,0.0,4960,exact_rule_vectors/004960.npz
304,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00012547186189311554,0.00037181309320719275,0.0003225716398341322,0.0005497158823269659,0.0003435612890197079,0.014419527258765844,0.004311577339163877,0.0,5018,exact_rule_vectors/005018.npz
304,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00012547186189311554,0.00684371864171298,0.006933107341992906,0.02440486344174302,0.02549219109346524,0.4203662412468466,0.33696968041557,0.0,5060,exact_rule_vectors/005060.npz
304,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00012547186189311554,0.006728102215170006,0.006815587525839021,0.07772324704642886,0.076678439246551,1.2310078011440992,1.1141431491106297,0.0,5169,exact_rule_vectors/005169.npz
304,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00012547186189311554,0.006957079844346045,0.007046056243883355,0.012137897439569226,0.01178830298429601,0.2715430004178869,0.16878642567295296,0.0,5197,exact_rule_vectors/005197.npz
304,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.905083722785196e-05,0.0009431167726127465,0.000985993580651594,0.0011768669541133126,0.0003608037124106268,0.03267551621854355,0.004749890376923593,0.0,5255,exact_rule_vectors/005255.npz
304,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.905083722785196e-05,0.002374407658574696,0.0023127052257267784,0.023981769487884348,0.023796808747258324,0.33558387618191743,0.3059833255319634,0.0,5297,exact_rule_vectors/005297.npz
304,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.905083722785196e-05,0.0023915323952344936,0.0023299501050235353,0.04125012789140218,0.041476525146102845,0.5487139045898045,0.5173317270878023,0.0,5406,exact_rule_vectors/005406.npz
304,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.905083722785196e-05,0.0023408930341687205,0.0022794255152201485,0.008297849671949267,0.008619324345323696,0.13488315446110036,0.1086609807656822,0.0,5434,exact_rule_vectors/005434.npz
304,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,11,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,2.5340732698267426e-05,0.0005820839846653774,0.0005920102961835213,0.00082250935663968,0.0004989666871542811,0.020662657328030316,0.006778251818555668,0.0,5492,exact_rule_vectors/005492.npz
304,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,11,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,2.5340732698267426e-05,0.0026641010205197134,0.00265862374655463,0.04066232028391205,0.0407709589561382,0.592961965311016,0.5559631844101683,0.0,5534,exact_rule_vectors/005534.npz
304,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,11,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,2.5340732698267426e-05,0.002733128047541591,0.0027274946257694493,0.044683812421911176,0.045116157518173175,0.5281672757407347,0.49817373826494366,0.0,5643,exact_rule_vectors/005643.npz
304,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,11,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,2.5340732698267426e-05,0.002623414209511637,0.0026178512592211762,0.01986745281945789,0.020200713517434785,0.3204337994392727,0.287129626174522,0.0,5671,exact_rule_vectors/005671.npz
305,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,21,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,4.162866173871192e-05,0.0019668045964659725,0.0019530690812579572,0.0006737936547272506,0.0019536146567725675,0.036428698002197855,0.027347393306533557,0.0,5729,exact_rule_vectors/005729.npz
305,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,21,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,4.162866173871192e-05,0.002703097580976374,0.002697381193748338,0.012038193986487705,0.012312276048044572,0.18162855009567605,0.15137884649524033,0.0,5771,exact_rule_vectors/005771.npz
305,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,21,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,4.162866173871192e-05,0.002635925112160883,0.002629860793355974,0.03539230121887844,0.03545356377145705,0.4772739581625929,0.44501420786742263,0.0,5880,exact_rule_vectors/005880.npz
305,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,21,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,4.162866173871192e-05,0.0026244647508865825,0.0026184935165066876,0.016124188666366453,0.01605848032158652,0.25675852197166177,0.21906408888786513,0.0,5908,exact_rule_vectors/005908.npz
305,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,22,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00027050561466907864,0.002312519782845084,0.002374825196310662,0.0022621935650545557,0.0010963534430467746,0.07005642891648282,0.013822494197248347,0.0,5966,exact_rule_vectors/005966.npz
305,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,22,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00027050561466907864,0.008780425145574939,0.008522838850409343,0.05452057560724976,0.05349050355208882,0.917859578150669,0.77479438764111,0.0,6008,exact_rule_vectors/006008.npz
305,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,22,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00027050561466907864,0.00903943040723513,0.0087839659809965,0.052703689847522384,0.05227059670386812,0.7250931864169258,0.609348377975484,0.0,6117,exact_rule_vectors/006117.npz
305,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,22,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00027050561466907864,0.009341057017676136,0.009085220808587395,0.02673795272503614,0.026210512942496256,0.5224864036246745,0.3793671245497308,0.0,6145,exact_rule_vectors/006145.npz
305,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,12,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.0004170344263801855,0.0038835851874719036,0.0036582652614468346,0.003266506168948937,0.002683170494767068,0.10210188430535255,0.03248942148647869,0.0,6203,exact_rule_vectors/006203.npz
305,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,12,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.0004170344263801855,0.005575321329539415,0.005687744990595807,0.03633955687133844,0.036611522235280365,0.5946639906837891,0.5124295254511028,0.0,6245,exact_rule_vectors/006245.npz
305,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,12,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.0004170344263801855,0.006316117359167059,0.006460980897993673,0.024149945863402474,0.02494760317838638,0.39825032391031095,0.3191365393487922,0.0,6354,exact_rule_vectors/006354.npz
305,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,12,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.0004170344263801855,0.006219723764486677,0.0063714046837237874,0.01341550426238542,0.014936376569860885,0.26593458123922226,0.20314421145906705,0.0,6382,exact_rule_vectors/006382.npz
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00013336019498691297,0.0003118493101227346,0.0002904741889058399,0.0004014218041884843,0.00035459352953444385,0.011854138633731965,0.0040704075827039206,0.0,6440,exact_rule_vectors/006440.npz
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00013336019498691297,0.007752505050138739,0.007821973232667877,0.036218710496533364,0.03590624287563249,0.625908606543989,0.5060510559554584,0.0,6482,exact_rule_vectors/006482.npz
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00013336019498691297,0.007747245558663994,0.007817958959703577,0.020305905392945255,0.021859700509573133,0.3461835678295164,0.2696504032063582,0.0,6591,exact_rule_vectors/006591.npz
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.00013336019498691297,0.007655972713263923,0.007725042277056352,0.018351046806986893,0.019283087381854597,0.3713342037418173,0.27275682646764715,0.0,6619,exact_rule_vectors/006619.npz
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,4.389557956842606e-05,0.000847638393809916,0.0008136682042114112,0.0007798695497141469,0.00045736329452931784,0.023542357404561263,0.005631086556699995,0.0,6677,exact_rule_vectors/006677.npz
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,4.389557956842606e-05,0.0009478200120360668,0.0009768681695872588,0.021754211965762695,0.02180238506047238,0.3221303562736932,0.3091667479459583,0.0,6719,exact_rule_vectors/006719.npz
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,4.389557956842606e-05,0.0009512504400194504,0.0009802985997918632,0.04757228507645655,0.04756512832945885,0.6743036618836346,0.6606940042846143,0.0,6828,exact_rule_vectors/006828.npz
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,4.389557956842606e-05,0.0007821354604676153,0.000811207655458416,0.008966239120080476,0.008989396012626981,0.09701858207556487,0.08724805649712813,0.0,6856,exact_rule_vectors/006856.npz
305,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,9,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,1.0905175747924719e-05,0.000653199005821568,0.0006602656062396692,0.0005606254272833203,0.00037847014295526194,0.017857982988351628,0.0036328076611349355,0.0,6914,exact_rule_vectors/006914.npz
305,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,9,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,1.0905175747924719e-05,0.0010065613747192957,0.0010080324412974511,0.043519426126247804,0.04344886828666761,0.6372561057574693,0.621276487402259,0.0,6956,exact_rule_vectors/006956.npz
305,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,9,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,1.0905175747924719e-05,0.0008908488362034384,0.0008948204490132543,0.048718793431847256,0.048731528073267,0.7113556734317811,0.6987016290867386,0.0,7065,exact_rule_vectors/007065.npz
305,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,9,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,1.0905175747924719e-05,0.0011305207285842742,0.0011306834947950651,0.023151712736037135,0.023143245916273637,0.3496320688125871,0.33307258428894465,0.0,7093,exact_rule_vectors/007093.npz
306,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,22,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,7.200421118058352e-05,0.002587235909303702,0.002544738063609616,0.001528005300589357,0.002382744431792742,0.059342921518830465,0.030558922261644247,0.0,7151,exact_rule_vectors/007151.npz
306,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,22,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,7.200421118058352e-05,0.003170336219426256,0.0031190861729559656,0.03429832836187076,0.03440676878893465,0.5316091630354075,0.4867934324472345,0.0,7193,exact_rule_vectors/007193.npz
306,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,22,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,7.200421118058352e-05,0.003071138529023402,0.0030165398050315223,0.06855600156364697,0.06870168945208104,1.0112079863074752,0.9685434882912768,0.0,7302,exact_rule_vectors/007302.npz
306,X_BASE,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,22,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,7.200421118058352e-05,0.003130177806163714,0.0030787325627949216,0.013407760775244887,0.013217485287039197,0.22815087269640735,0.18344292086471845,0.0,7330,exact_rule_vectors/007330.npz
306,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.0002049312754073205,0.0018021516349147949,0.0018461399816841776,0.0009053532588161826,0.0013146602659460636,0.038353120563002004,0.016042857320642336,0.0,7388,exact_rule_vectors/007388.npz
306,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.0002049312754073205,0.011896110932093893,0.011722911435603873,0.043422740029684354,0.04272289252770539,0.8025389508098715,0.6190254050721408,0.0,7430,exact_rule_vectors/007430.npz
306,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.0002049312754073205,0.010707321158010145,0.010537536937305358,0.10245169267901644,0.10223933461299763,1.55562388313794,1.3984532878005147,0.0,7539,exact_rule_vectors/007539.npz
306,X_BASE,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.0002049312754073205,0.01216340177051465,0.011990657616356367,0.022886554513850035,0.02211040730943575,0.5058713191105486,0.31907806804942757,0.0,7567,exact_rule_vectors/007567.npz
306,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,14,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.0001435667312344289,0.0037714997489764666,0.003781870139087043,0.004398988482694942,0.002971112745756418,0.12099715602681667,0.03832316392692826,0.0,7625,exact_rule_vectors/007625.npz
306,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,14,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.0001435667312344289,0.0084704445498044,0.008556465846097676,0.05186748856031751,0.052350474859073265,0.8505895815074617,0.7332151257311254,0.0,7667,exact_rule_vectors/007667.npz
306,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,14,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.0001435667312344289,0.00894163918251894,0.00902924042884808,0.030831852699197734,0.031486756401175334,0.5309660693282325,0.43470165476348654,0.0,7776,exact_rule_vectors/007776.npz
306,X_BASE,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,14,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,0.0001435667312344289,0.0077350269953705775,0.007824045059847013,0.024120070428227308,0.023725791318295605,0.44240732825044665,0.3235606340951685,0.0,7804,exact_rule_vectors/007804.npz
306,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,19,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.724991775923178e-05,0.0007180377250953187,0.0006978633525306807,0.0007138071448090338,0.00036211021972182457,0.021305529414099657,0.004637049219550875,0.0,7862,exact_rule_vectors/007862.npz
306,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,19,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.724991775923178e-05,0.004840161526494556,0.004889341602141741,0.025050280888416827,0.025496686606193652,0.43035613061965255,0.3652489280280789,0.0,7904,exact_rule_vectors/007904.npz
306,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,0,1,19,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.724991775923178e-05,0.004897835035752074,0.004946733842544582,0.03888299354452932,0.039052364308639086,0.5638359543266908,0.4960967618619736,0.0,8013,exact_rule_vectors/008013.npz
306,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,0,1,19,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.724991775923178e-05,0.005192478464641855,0.00524078690846465,0.024327358959102683,0.024110229372364993,0.41572370933944064,0.336005082086601,0.0,8041,exact_rule_vectors/008041.npz
306,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,0,1,8,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.953872307998706e-05,0.0005701419125712873,0.0005466850066084114,0.00041546558997761625,0.0002987526319516222,0.014866240280843095,0.004185267099313201,0.0,8099,exact_rule_vectors/008099.npz
306,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,8,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,concatenated_per_prompt_helmert,6.953872307998706e-05,0.0019164591840517386,0.0019782084225688098,0.028901909025015795,0.029059671737477304,0.38966978287127496,0.36340523422513793,0.0,8141,exact_rule_vectors/008141.npz
