seed,arm,anchor,method,rank_cap,alpha,n,noise,r,k,fit_budget,representation,elapsed_step,direction_omission_norm,fit_residual_norm,finite_step_nonlinearity_norm,total_residual_norm,triangle_upper_bound,triangle_bound_holds,vectors_file,jacobian_fixed_at_anchor
301,X_BASE,8,B5_WORST_GROUP_RANK,8,0.01,exact,0,8,23,8,per_prompt_helmert,16,0.3286322765885595,0.08999111609270008,0.6811754290354892,0.8908372360360713,1.0997988217167487,True,oracle_decomposition/005528.npz,True
301,X_BASE,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,16,23,8,per_prompt_helmert,1,0.002369875912200179,0.0029321680899935783,0.0019520482115566995,0.0024430540401428735,0.007254092213750457,True,oracle_decomposition/005529.npz,True
301,X_BASE,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,16,23,8,per_prompt_helmert,2,0.007981569361851506,0.004945399481321186,0.007303098437521393,0.009178405798780011,0.020230067280694083,True,oracle_decomposition/005529.npz,True
301,X_BASE,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,16,23,8,per_prompt_helmert,3,0.010943510667351436,0.008716022460643182,0.01662847395461585,0.02087037538142802,0.03628800708261047,True,oracle_decomposition/005529.npz,True
301,X_BASE,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,16,23,8,per_prompt_helmert,4,0.012218964442808915,0.013007657176764525,0.03044359387155756,0.041824494492572514,0.055670215491131,True,oracle_decomposition/005529.npz,True
301,X_BASE,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,16,23,8,per_prompt_helmert,5,0.019833007942670858,0.01786477003245441,0.049370031022606314,0.06995857220353442,0.08706780899773159,True,oracle_decomposition/005529.npz,True
301,X_BASE,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,16,23,8,per_prompt_helmert,6,0.030396664094923826,0.023260467934697694,0.07413694354559586,0.10528032297776956,0.12779407557521738,True,oracle_decomposition/005529.npz,True
301,X_BASE,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,16,23,8,per_prompt_helmert,7,0.043135899578949394,0.02773727136993037,0.10267350843462246,0.1433870867578564,0.1735466793835022,True,oracle_decomposition/005529.npz,True
301,X_BASE,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,16,23,8,per_prompt_helmert,8,0.054826342521657995,0.03180207343153604,0.13253712029520898,0.18215106215342325,0.21916553624840301,True,oracle_decomposition/005529.npz,True
301,X_BASE,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,16,23,8,per_prompt_helmert,9,0.07307734495019182,0.03693894349547445,0.16781051403962474,0.22653403613175985,0.277826802485291,True,oracle_decomposition/005529.npz,True
301,X_BASE,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,16,23,8,per_prompt_helmert,10,0.1007848759361604,0.04377970999323975,0.21522908317784573,0.2883335905728772,0.35979366910724586,True,oracle_decomposition/005529.npz,True
301,X_BASE,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,16,23,8,per_prompt_helmert,11,0.13284192810053774,0.05432451862531081,0.2781485808769918,0.37217539193912313,0.4653150276028403,True,oracle_decomposition/005529.npz,True
301,X_BASE,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,16,23,8,per_prompt_helmert,12,0.1685266813092834,0.062212481515983575,0.3402898332635029,0.456204695879722,0.5710289960887699,True,oracle_decomposition/005529.npz,True
301,X_BASE,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,16,23,8,per_prompt_helmert,13,0.2115519476098938,0.07098086705411613,0.410238782289815,0.5477034423299394,0.6927715969538248,True,oracle_decomposition/005529.npz,True
