method,rank_cap,n,H,fit_budget_required,calibration_panels_required,cost_label,calibration_exact_compute_seconds,calibration_branch_seconds,calibration_counts_seconds,calibration_M2_output_io_seconds,frozen_fit_replay_seconds,refresh_full_panel_seconds,tracking_read_predict_output_seconds,dense_read_output_seconds,model_full_accounted_cpu_seconds,dense_full_accounted_cpu_seconds,model_minus_dense_seconds,all_included_cost_components,largest_tested_qualified_H,cpu_cost_evidence_status,real_Qwen_seconds
B5_WORST_GROUP_RANK,0,64,2,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006444860094537338,0.001068184995741254,0.0177103382787512,0.00011689933792998393,0.052201830957594425,0.002253269329412492,0.04994856162818193,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_WORST_GROUP_RANK,0,64,4,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006444860094537338,0.001068184995741254,0.017763662869886804,0.00023379867585996786,0.05225515554873003,0.004506538658824984,0.047748616889905046,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_WORST_GROUP_RANK,0,64,8,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006444860094537338,0.001068184995741254,0.017870312052158017,0.0004675973517199357,0.052361804731001244,0.009013077317649968,0.04334872741335127,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_WORST_GROUP_RANK,0,64,16,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006444860094537338,0.001068184995741254,0.01808361041670044,0.0009351947034398714,0.05257510309554367,0.018026154635299937,0.03454894846024373,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_EXACT_SELECTED_DIAGNOSTIC,1,64,1,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.000676277675665915,0.001068184995741254,0.01700651594728697,5.8449668964991965e-05,0.05152980029234238,0.001126634664706246,0.05040316562763614,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_EXACT_SELECTED_DIAGNOSTIC,1,64,2,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.000676277675665915,0.001068184995741254,0.017059989884728566,0.00011689933792998393,0.051583274229783975,0.002253269329412492,0.04933000490037148,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_EXACT_SELECTED_DIAGNOSTIC,1,64,4,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.000676277675665915,0.001068184995741254,0.017166937759611756,0.00023379867585996786,0.051690222104667165,0.004506538658824984,0.04718368344584218,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_EXACT_SELECTED_DIAGNOSTIC,1,64,8,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.000676277675665915,0.001068184995741254,0.017380833509378135,0.0004675973517199357,0.051904117854433544,0.009013077317649968,0.042891040536783574,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_EXACT_SELECTED_DIAGNOSTIC,1,64,16,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.000676277675665915,0.001068184995741254,0.017808625008910894,0.0009351947034398714,0.052331909353966304,0.018026154635299937,0.03430575471866637,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B0_PERSISTENCE,0,256,1,0,0,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0,0.0,0.0,0.0,0.0,0.001068184995741254,0.0003524653705729482,7.528214822135246e-05,0.0014206503663142021,0.0011434671439626064,0.00027718322235159576,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B0_PERSISTENCE,0,256,2,0,0,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0,0.0,0.0,0.0,0.0,0.001068184995741254,0.0003689584506597991,0.00015056429644270491,0.0014371434464010532,0.0022869342879252128,-0.0008497908415241596,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B0_PERSISTENCE,0,256,4,0,0,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0,0.0,0.0,0.0,0.0,0.001068184995741254,0.0004019446108335008,0.00030112859288540983,0.0014701296065747548,0.0045738685758504255,-0.003103738969275671,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B0_PERSISTENCE,0,256,8,0,0,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0,0.0,0.0,0.0,0.0,0.001068184995741254,0.00046791693118090427,0.0006022571857708197,0.0015361019269221582,0.009147737151700851,-0.0076116352247786925,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B0_PERSISTENCE,0,256,16,0,0,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0,0.0,0.0,0.0,0.0,0.001068184995741254,0.0005998615718757112,0.0012045143715416393,0.0016680465676169652,0.018295474303401702,-0.016627427735784735,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B6_FULL_Q_RIDGE,FULL,256,1,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0005952780290196339,0.001068184995741254,0.017922273773971636,7.528214822135246e-05,0.052364558472380765,0.0011434671439626064,0.05122109132841816,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B6_FULL_Q_RIDGE,FULL,256,2,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0005952780290196339,0.001068184995741254,0.01797888054473636,0.00015056429644270491,0.05242116524314548,0.0022869342879252128,0.050134230955220266,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B6_FULL_Q_RIDGE,FULL,256,4,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0005952780290196339,0.001068184995741254,0.018092094086265813,0.00030112859288540983,0.05253437878467494,0.0045738685758504255,0.04796051020882452,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B6_FULL_Q_RIDGE,FULL,256,8,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0005952780290196339,0.001068184995741254,0.018318521169324715,0.0006022571857708197,0.05276080586773384,0.009147737151700851,0.04361306871603299,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B6_FULL_Q_RIDGE,FULL,256,16,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0005952780290196339,0.001068184995741254,0.018771375335442524,0.0012045143715416393,0.053213660033851654,0.018295474303401702,0.034918185730449955,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_WORST_GROUP_RANK,0,256,1,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006539583361397187,0.001068184995741254,0.01818845302962776,7.528214822135246e-05,0.05268941803515697,0.0011434671439626064,0.05154595089119436,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_WORST_GROUP_RANK,0,256,2,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006539583361397187,0.001068184995741254,0.01821504502731841,0.00015056429644270491,0.05271601003284762,0.0022869342879252128,0.050429075744922405,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_WORST_GROUP_RANK,0,256,4,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006539583361397187,0.001068184995741254,0.01826822902269972,0.00030112859288540983,0.05276919402822893,0.0045738685758504255,0.04819532545237851,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_WORST_GROUP_RANK,0,256,8,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006539583361397187,0.001068184995741254,0.018374597013462335,0.0006022571857708197,0.052875562018991545,0.009147737151700851,0.043727824867290696,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_WORST_GROUP_RANK,0,256,16,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006539583361397187,0.001068184995741254,0.01858733299498757,0.0012045143715416393,0.05308829800051678,0.018295474303401702,0.034792823697115074,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_EXACT_SELECTED_DIAGNOSTIC,1,256,1,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006738609711950024,0.001068184995741254,0.01751972574129468,7.528214822135246e-05,0.05204059338187918,0.0011434671439626064,0.05089712623791657,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_EXACT_SELECTED_DIAGNOSTIC,1,256,2,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006738609711950024,0.001068184995741254,0.017577270865634397,0.00015056429644270491,0.052098138506218895,0.0022869342879252128,0.04981120421829368,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_EXACT_SELECTED_DIAGNOSTIC,1,256,4,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006738609711950024,0.001068184995741254,0.017692361114313826,0.00030112859288540983,0.052213228754898325,0.0045738685758504255,0.0476393601790479,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_EXACT_SELECTED_DIAGNOSTIC,1,256,8,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006738609711950024,0.001068184995741254,0.017922541611672692,0.0006022571857708197,0.05244340925225719,0.009147737151700851,0.04329567210055634,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
B5_EXACT_SELECTED_DIAGNOSTIC,1,256,16,8,24,ALLOCATED_ESTIMATE_WITH_MEASURED_REPLAY,0.0032439431196117554,0.007142381775858147,0.0018578476574392924,0.02053464912073905,0.0006738609711950024,0.001068184995741254,0.018382902606390417,0.0012045143715416393,0.052903770246974915,0.018295474303401702,0.03460829594357322,exact panel + branch + counts + M2 write allocation + read + fit + predict + output serialization/fsync,,ACCOUNTED_ALLOCATION_ESTIMATE_NOT_PER_CONFIGURATION_MEASUREMENT,
