seed,arm,anchor,method,rank_cap,alpha,n,noise,r,k,selection_source,branch,group,pred_delta_pX,true_delta_pX,pred_delta_v,true_delta_v,source_frozen_record
303,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,3,-0.010996232519290196,-0.0005677024095662158,-0.001623177547473726,0.005504452123581666,3638
303,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,4,8.142331959489629e-05,-0.0004952849946092622,-0.001734551158314607,0.005601294510313136,3638
303,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,5,-0.01606297693166822,-0.0004604591301365987,-0.009104568721239709,0.005487863904855841,3638
303,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,0,0.004290813045023892,-0.0005119153986742394,0.012555869813545456,0.005534653681948318,3638
303,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,1,0.008327847439199806,-0.00047084028310666906,0.007536868562078893,0.005461432798212843,3638
303,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,2,0.01076794310793963,-0.0006108872403455534,0.010782912748766716,0.005617674096221107,3638
303,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,3,-0.010996232519290196,-0.0005677024095662158,-0.001623177547473726,0.005504452123581666,3638
303,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,4,8.142331959489629e-05,-0.0004952849946092622,-0.001734551158314607,0.005601294510313136,3638
303,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,17,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,5,-0.01606297693166822,-0.0004604591301365987,-0.009104568721239709,0.005487863904855841,3638
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,0,-0.0121697202142313,0.0003773334196907399,0.002887225824105879,0.000584187643584243,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,1,0.008864813251593976,0.0004573557309354356,0.0024518649436456874,0.0004701555677509435,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,2,0.008063438659532088,0.0004847933281975717,0.006415211282473988,0.0003562091924459376,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,3,0.005451146498734044,0.0005713889867558983,-0.0014866632417800073,0.00019981958251677145,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,4,0.009048282032526259,0.00033640006094300237,0.0019623950932990595,0.0005411372435710561,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,5,0.0005847014595901171,0.00041577468521364233,-0.0024763074377407287,0.00041569715906269794,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,0,-0.01403017216481567,0.000147851008243186,0.003328611889001096,0.0009672887646189865,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,1,0.01022002592823446,0.00010867920862617578,0.0028266950002677565,0.0010186881846926236,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,2,0.009296140802100733,0.0002388564928090924,0.007395939855833672,0.0007924405156778643,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,3,0.006284493195121634,0.00018264205713705456,-0.001713937614513514,0.0008619126442074614,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,4,0.010431542589097257,3.177965915413609e-05,0.002262397206320196,0.0010189077880279457,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,5,0.0006740879821933148,-1.6586105067200457e-05,-0.002854874152643823,0.0011056488636247781,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,0,-0.0121697202142313,0.0003773334196907399,0.002887225824105879,0.000584187643584243,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,1,0.008864813251593976,0.0004573557309354356,0.0024518649436456874,0.0004701555677509435,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,2,0.008063438659532088,0.0004847933281975717,0.006415211282473988,0.0003562091924459376,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,3,0.005451146498734044,0.0005713889867558983,-0.0014866632417800073,0.00019981958251677145,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,4,0.009048282032526259,0.00033640006094300237,0.0019623950932990595,0.0005411372435710561,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,5,0.0005847014595901171,0.00041577468521364233,-0.0024763074377407287,0.00041569715906269794,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,0,-0.010806438307261265,0.00028516717155347565,0.002563791705814703,0.0006622065844325136,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,1,0.007871755128496477,0.0003503948000476859,0.002177201018989685,0.0005734343263784607,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,2,0.007160152483762175,0.0004347376528239481,0.005696563580075742,0.00041883077537209116,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,3,0.004840495697964047,0.0005117203735084548,-0.0013201235791092069,0.0002825581846551694,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,4,0.008034671286596363,0.0002932851249120387,0.0017425627817975289,0.0005850104056937393,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,5,0.0005192017679944115,0.0003628023013420104,-0.002198905404946295,0.0004744663590102634,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,0,-0.010806438307261265,0.00028516717155347565,0.002563791705814703,0.0006622065844325136,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,1,0.007871755128496477,0.0003503948000476859,0.002177201018989685,0.0005734343263784607,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,2,0.007160152483762175,0.0004347376528239481,0.005696563580075742,0.00041883077537209116,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,3,0.004840495697964047,0.0005117203735084548,-0.0013201235791092069,0.0002825581846551694,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,4,0.008034671286596363,0.0002932851249120387,0.0017425627817975289,0.0005850104056937393,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,5,0.0005192017679944115,0.0003628023013420104,-0.002198905404946295,0.0004744663590102634,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,0,-0.010806438307261265,0.00028516717155347565,0.002563791705814703,0.0006622065844325136,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,1,0.007871755128496477,0.0003503948000476859,0.002177201018989685,0.0005734343263784607,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,2,0.007160152483762175,0.0004347376528239481,0.005696563580075742,0.00041883077537209116,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,3,0.004840495697964047,0.0005117203735084548,-0.0013201235791092069,0.0002825581846551694,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,4,0.008034671286596363,0.0002932851249120387,0.0017425627817975289,0.0005850104056937393,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,5,0.0005192017679944115,0.0003628023013420104,-0.002198905404946295,0.0004744663590102634,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,0,-0.011895248407656238,0.00033317566908880905,0.002822108296834725,0.0005841076088968327,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,1,0.008664879213236198,0.0004605054451137034,0.0023965664003173445,0.0004196243125675952,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,2,0.007881578556166616,0.0005944753643052902,0.006270524749072646,0.0002449606364817278,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,3,0.005328203160590311,0.0007414145994574772,-0.001453133535381094,-1.048408324663512e-05,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,4,0.00884421010053854,0.0003495911340546578,0.0019181358895548391,0.0005158062247316708,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,5,0.0005715142980863447,0.00048179532983899886,-0.0024204576265612447,0.0003207945067707392,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,0,-0.011895248407656238,0.00033317566908880905,0.002822108296834725,0.0005841076088968327,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,1,0.008664879213236198,0.0004605054451137034,0.0023965664003173445,0.0004196243125675952,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,2,0.007881578556166616,0.0005944753643052902,0.006270524749072646,0.0002449606364817278,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,3,0.005328203160590311,0.0007414145994574772,-0.001453133535381094,-1.048408324663512e-05,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,4,0.00884421010053854,0.0003495911340546578,0.0019181358895548391,0.0005158062247316708,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,5,0.0005715142980863447,0.00048179532983899886,-0.0024204576265612447,0.0003207945067707392,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,8,0,-0.011895248407656238,0.00033317566908880905,0.002822108296834725,0.0005841076088968327,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,8,1,0.008664879213236198,0.0004605054451137034,0.0023965664003173445,0.0004196243125675952,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,8,2,0.007881578556166616,0.0005944753643052902,0.006270524749072646,0.0002449606364817278,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,8,3,0.005328203160590311,0.0007414145994574772,-0.001453133535381094,-1.048408324663512e-05,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,8,4,0.00884421010053854,0.0003495911340546578,0.0019181358895548391,0.0005158062247316708,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,8,5,0.0005715142980863447,0.00048179532983899886,-0.0024204576265612447,0.0003207945067707392,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,9,0,-0.011000948285301895,0.00023078560594588562,0.00260993855403792,0.0006953465915815372,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,9,1,0.008013442414691057,0.00030393860659621436,0.002216389446328334,0.0006038177892766671,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,9,2,0.00728903131162244,0.000399411708997137,0.005799098608302665,0.0004583652508121946,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,9,3,0.004927621972611272,0.0004840592817675528,-0.0013438850813805806,0.00031693530302274314,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,9,4,0.008179290974516052,0.00024479827614331114,0.0017739279586286485,0.000631749628195282,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,9,5,0.0005285471157972481,0.00032146571355333615,-0.002238484499359126,0.0005196062584397386,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,0,-0.007107079535283734,-7.74021111946364e-05,0.0016861310865840414,0.0011277528941462378,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,1,0.005177023936083576,5.349188218865935e-05,0.001431881658535283,0.0010221597666732563,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,2,0.004709023615363043,-9.834755401794185e-05,0.003746463847778121,0.001199732570185645,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,3,0.0031834529506834194,5.174967860596564e-05,-0.0008682068047182836,0.0010641572620089833,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,4,0.005284169145289161,-2.7202066677325595e-05,0.001146032756892588,0.001074951761878654,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,5,0.0003414638713586839,0.00010798498783928974,-0.0014461560006332232,0.0009420456506849417,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,0,-0.011000948285301895,0.00023078560594588562,0.00260993855403792,0.0006953465915815372,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,1,0.008013442414691057,0.00030393860659621436,0.002216389446328334,0.0006038177892766671,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,2,0.00728903131162244,0.000399411708997137,0.005799098608302665,0.0004583652508121946,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,3,0.004927621972611272,0.0004840592817675528,-0.0013438850813805806,0.00031693530302274314,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,4,0.008179290974516052,0.00024479827614331114,0.0017739279586286485,0.000631749628195282,3875
303,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,16,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,5,0.0005285471157972481,0.00032146571355333615,-0.002238484499359126,0.0005196062584397386,3875
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,0,-0.005320947933212183,0.0006980597318820229,0.007448228648941125,-0.00010251686645290651,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,1,0.0008577920373060953,0.0006944562060313617,-0.004825177392370965,-0.00022408506094511544,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,2,-0.014548193315679329,0.0005779686440420557,-0.0026908270922047736,-4.446546312987513e-05,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,3,0.011323579063288397,0.0005937664249400527,-0.0015331350705386623,-0.00014494744332161423,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,4,0.006731493247517974,0.0006241529093189476,-4.189943348068383e-05,-2.0387559277297254e-05,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,5,-0.014027896539638781,0.0006417719168067682,-0.004323803439330172,-0.00010430301287733718,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,0,-0.005320947933212183,0.0006980597318820229,0.007448228648941125,-0.00010251686645290651,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,1,0.0008577920373060953,0.0006944562060313617,-0.004825177392370965,-0.00022408506094511544,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,2,-0.014548193315679329,0.0005779686440420557,-0.0026908270922047736,-4.446546312987513e-05,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,3,0.011323579063288397,0.0005937664249400527,-0.0015331350705386623,-0.00014494744332161423,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,4,0.006731493247517974,0.0006241529093189476,-4.189943348068383e-05,-2.0387559277297254e-05,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,5,-0.014027896539638781,0.0006417719168067682,-0.004323803439330172,-0.00010430301287733718,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,0,-0.005320947933212183,0.0006980597318820229,0.007448228648941125,-0.00010251686645290651,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,1,0.0008577920373060953,0.0006944562060313617,-0.004825177392370965,-0.00022408506094511544,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,2,-0.014548193315679329,0.0005779686440420557,-0.0026908270922047736,-4.446546312987513e-05,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,3,0.011323579063288397,0.0005937664249400527,-0.0015331350705386623,-0.00014494744332161423,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,4,0.006731493247517974,0.0006241529093189476,-4.189943348068383e-05,-2.0387559277297254e-05,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,5,-0.014027896539638781,0.0006417719168067682,-0.004323803439330172,-0.00010430301287733718,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,0,-0.003068317969465521,0.0005369888516053497,0.004295011733076214,-1.9917131228930872e-05,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,1,0.0004946447052605979,0.0005621647096352654,-0.0027824325072718648,-0.00014367950413400154,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,2,-0.008389197476474732,0.00046315085387831946,-0.0015516620766391042,5.153264255930919e-05,4112
303,X_VALID,40,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,3,0.006529727701653467,0.0005036448207760528,-0.0008840804205561435,-6.23932114706091e-05,4112
