method,rank_cap,alpha,n,fit_budget,representation,input_mode,panel,noise_replicas,noise_indices,block_count,training_seed_count,paired_block_coverage,frozen_record_ids
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,8,per_prompt,actual_d,robust,1,[0],60,10,MATCHES_B0_EXACTLY,"[41, 278, 515, 752, 989, 1226, 1463, 1700, 1937, 2174, 2411, 2648, 2885, 3122, 3359, 3596, 3833, 4070, 4307, 4544, 4781, 5018, 5255, 5492, 5729, 5966, 6203, 6440, 6677, 6914, 7151, 7388, 7625, 7862, 8099, 8336, 8573, 8810, 9047, 9284, 9521, 9758, 9995, 10232, 10469, 10706, 10943, 11180, 11417, 11654, 11891, 12128, 12365, 12602, 12839, 13076, 13313, 13550, 13787, 14024]"
B0_PERSISTENCE,0,0.0,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[42, 91, 140, 279, 328, 377, 516, 565, 614, 753, 802, 851, 990, 1039, 1088, 1227, 1276, 1325, 1464, 1513, 1562, 1701, 1750, 1799, 1938, 1987, 2036, 2175, 2224, 2273, 2412, 2461, 2510, 2649, 2698, 2747, 2886, 2935, 2984, 3123, 3172, 3221, 3360, 3409, 3458, 3597, 3646, 3695, 3834, 3883, 3932, 4071, 4120, 4169, 4308, 4357, 4406, 4545, 4594, 4643, 4782, 4831, 4880, 5019, 5068, 5117, 5256, 5305, 5354, 5493, 5542, 5591, 5730, 5779, 5828, 5967, 6016, 6065, 6204, 6253, 6302, 6441, 6490, 6539, 6678, 6727, 6776, 6915, 6964, 7013, 7152, 7201, 7250, 7389, 7438, 7487, 7626, 7675, 7724, 7863, 7912, 7961, 8100, 8149, 8198, 8337, 8386, 8435, 8574, 8623, 8672, 8811, 8860, 8909, 9048, 9097, 9146, 9285, 9334, 9383, 9522, 9571, 9620, 9759, 9808, 9857, 9996, 10045, 10094, 10233, 10282, 10331, 10470, 10519, 10568, 10707, 10756, 10805, 10944, 10993, 11042, 11181, 11230, 11279, 11418, 11467, 11516, 11655, 11704, 11753, 11892, 11941, 11990, 12129, 12178, 12227, 12366, 12415, 12464, 12603, 12652, 12701, 12840, 12889, 12938, 13077, 13126, 13175, 13314, 13363, 13412, 13551, 13600, 13649, 13788, 13837, 13886, 14025, 14074, 14123]"
B0_PERSISTENCE,0,0.0,64,8,per_prompt,actual_d,robust,5,"[0, 1, 2, 3, 4]",300,10,MATCHES_B0_EXACTLY,"[42, 91, 140, 209, 213, 279, 328, 377, 446, 450, 516, 565, 614, 683, 687, 753, 802, 851, 920, 924, 990, 1039, 1088, 1157, 1161, 1227, 1276, 1325, 1394, 1398, 1464, 1513, 1562, 1631, 1635, 1701, 1750, 1799, 1868, 1872, 1938, 1987, 2036, 2105, 2109, 2175, 2224, 2273, 2342, 2346, 2412, 2461, 2510, 2579, 2583, 2649, 2698, 2747, 2816, 2820, 2886, 2935, 2984, 3053, 3057, 3123, 3172, 3221, 3290, 3294, 3360, 3409, 3458, 3527, 3531, 3597, 3646, 3695, 3764, 3768, 3834, 3883, 3932, 4001, 4005, 4071, 4120, 4169, 4238, 4242, 4308, 4357, 4406, 4475, 4479, 4545, 4594, 4643, 4712, 4716, 4782, 4831, 4880, 4949, 4953, 5019, 5068, 5117, 5186, 5190, 5256, 5305, 5354, 5423, 5427, 5493, 5542, 5591, 5660, 5664, 5730, 5779, 5828, 5897, 5901, 5967, 6016, 6065, 6134, 6138, 6204, 6253, 6302, 6371, 6375, 6441, 6490, 6539, 6608, 6612, 6678, 6727, 6776, 6845, 6849, 6915, 6964, 7013, 7082, 7086, 7152, 7201, 7250, 7319, 7323, 7389, 7438, 7487, 7556, 7560, 7626, 7675, 7724, 7793, 7797, 7863, 7912, 7961, 8030, 8034, 8100, 8149, 8198, 8267, 8271, 8337, 8386, 8435, 8504, 8508, 8574, 8623, 8672, 8741, 8745, 8811, 8860, 8909, 8978, 8982, 9048, 9097, 9146, 9215, 9219, 9285, 9334, 9383, 9452, 9456, 9522, 9571, 9620, 9689, 9693, 9759, 9808, 9857, 9926, 9930, 9996, 10045, 10094, 10163, 10167, 10233, 10282, 10331, 10400, 10404, 10470, 10519, 10568, 10637, 10641, 10707, 10756, 10805, 10874, 10878, 10944, 10993, 11042, 11111, 11115, 11181, 11230, 11279, 11348, 11352, 11418, 11467, 11516, 11585, 11589, 11655, 11704, 11753, 11822, 11826, 11892, 11941, 11990, 12059, 12063, 12129, 12178, 12227, 12296, 12300, 12366, 12415, 12464, 12533, 12537, 12603, 12652, 12701, 12770, 12774, 12840, 12889, 12938, 13007, 13011, 13077, 13126, 13175, 13244, 13248, 13314, 13363, 13412, 13481, 13485, 13551, 13600, 13649, 13718, 13722, 13788, 13837, 13886, 13955, 13959, 14025, 14074, 14123, 14192, 14196]"
B1_LOG_RIDGE,0,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[43, 92, 141, 280, 329, 378, 517, 566, 615, 754, 803, 852, 991, 1040, 1089, 1228, 1277, 1326, 1465, 1514, 1563, 1702, 1751, 1800, 1939, 1988, 2037, 2176, 2225, 2274, 2413, 2462, 2511, 2650, 2699, 2748, 2887, 2936, 2985, 3124, 3173, 3222, 3361, 3410, 3459, 3598, 3647, 3696, 3835, 3884, 3933, 4072, 4121, 4170, 4309, 4358, 4407, 4546, 4595, 4644, 4783, 4832, 4881, 5020, 5069, 5118, 5257, 5306, 5355, 5494, 5543, 5592, 5731, 5780, 5829, 5968, 6017, 6066, 6205, 6254, 6303, 6442, 6491, 6540, 6679, 6728, 6777, 6916, 6965, 7014, 7153, 7202, 7251, 7390, 7439, 7488, 7627, 7676, 7725, 7864, 7913, 7962, 8101, 8150, 8199, 8338, 8387, 8436, 8575, 8624, 8673, 8812, 8861, 8910, 9049, 9098, 9147, 9286, 9335, 9384, 9523, 9572, 9621, 9760, 9809, 9858, 9997, 10046, 10095, 10234, 10283, 10332, 10471, 10520, 10569, 10708, 10757, 10806, 10945, 10994, 11043, 11182, 11231, 11280, 11419, 11468, 11517, 11656, 11705, 11754, 11893, 11942, 11991, 12130, 12179, 12228, 12367, 12416, 12465, 12604, 12653, 12702, 12841, 12890, 12939, 13078, 13127, 13176, 13315, 13364, 13413, 13552, 13601, 13650, 13789, 13838, 13887, 14026, 14075, 14124]"
B2_RANDOM_Q,0,0.0,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[44, 93, 142, 281, 330, 379, 518, 567, 616, 755, 804, 853, 992, 1041, 1090, 1229, 1278, 1327, 1466, 1515, 1564, 1703, 1752, 1801, 1940, 1989, 2038, 2177, 2226, 2275, 2414, 2463, 2512, 2651, 2700, 2749, 2888, 2937, 2986, 3125, 3174, 3223, 3362, 3411, 3460, 3599, 3648, 3697, 3836, 3885, 3934, 4073, 4122, 4171, 4310, 4359, 4408, 4547, 4596, 4645, 4784, 4833, 4882, 5021, 5070, 5119, 5258, 5307, 5356, 5495, 5544, 5593, 5732, 5781, 5830, 5969, 6018, 6067, 6206, 6255, 6304, 6443, 6492, 6541, 6680, 6729, 6778, 6917, 6966, 7015, 7154, 7203, 7252, 7391, 7440, 7489, 7628, 7677, 7726, 7865, 7914, 7963, 8102, 8151, 8200, 8339, 8388, 8437, 8576, 8625, 8674, 8813, 8862, 8911, 9050, 9099, 9148, 9287, 9336, 9385, 9524, 9573, 9622, 9761, 9810, 9859, 9998, 10047, 10096, 10235, 10284, 10333, 10472, 10521, 10570, 10709, 10758, 10807, 10946, 10995, 11044, 11183, 11232, 11281, 11420, 11469, 11518, 11657, 11706, 11755, 11894, 11943, 11992, 12131, 12180, 12229, 12368, 12417, 12466, 12605, 12654, 12703, 12842, 12891, 12940, 13079, 13128, 13177, 13316, 13365, 13414, 13553, 13602, 13651, 13790, 13839, 13888, 14027, 14076, 14125]"
B2_RANDOM_Q,1,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[45, 94, 143, 282, 331, 380, 519, 568, 617, 756, 805, 854, 993, 1042, 1091, 1230, 1279, 1328, 1467, 1516, 1565, 1704, 1753, 1802, 1941, 1990, 2039, 2178, 2227, 2276, 2415, 2464, 2513, 2652, 2701, 2750, 2889, 2938, 2987, 3126, 3175, 3224, 3363, 3412, 3461, 3600, 3649, 3698, 3837, 3886, 3935, 4074, 4123, 4172, 4311, 4360, 4409, 4548, 4597, 4646, 4785, 4834, 4883, 5022, 5071, 5120, 5259, 5308, 5357, 5496, 5545, 5594, 5733, 5782, 5831, 5970, 6019, 6068, 6207, 6256, 6305, 6444, 6493, 6542, 6681, 6730, 6779, 6918, 6967, 7016, 7155, 7204, 7253, 7392, 7441, 7490, 7629, 7678, 7727, 7866, 7915, 7964, 8103, 8152, 8201, 8340, 8389, 8438, 8577, 8626, 8675, 8814, 8863, 8912, 9051, 9100, 9149, 9288, 9337, 9386, 9525, 9574, 9623, 9762, 9811, 9860, 9999, 10048, 10097, 10236, 10285, 10334, 10473, 10522, 10571, 10710, 10759, 10808, 10947, 10996, 11045, 11184, 11233, 11282, 11421, 11470, 11519, 11658, 11707, 11756, 11895, 11944, 11993, 12132, 12181, 12230, 12369, 12418, 12467, 12606, 12655, 12704, 12843, 12892, 12941, 13080, 13129, 13178, 13317, 13366, 13415, 13554, 13603, 13652, 13791, 13840, 13889, 14028, 14077, 14126]"
B2_RANDOM_Q,2,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[46, 95, 144, 283, 332, 381, 520, 569, 618, 757, 806, 855, 994, 1043, 1092, 1231, 1280, 1329, 1468, 1517, 1566, 1705, 1754, 1803, 1942, 1991, 2040, 2179, 2228, 2277, 2416, 2465, 2514, 2653, 2702, 2751, 2890, 2939, 2988, 3127, 3176, 3225, 3364, 3413, 3462, 3601, 3650, 3699, 3838, 3887, 3936, 4075, 4124, 4173, 4312, 4361, 4410, 4549, 4598, 4647, 4786, 4835, 4884, 5023, 5072, 5121, 5260, 5309, 5358, 5497, 5546, 5595, 5734, 5783, 5832, 5971, 6020, 6069, 6208, 6257, 6306, 6445, 6494, 6543, 6682, 6731, 6780, 6919, 6968, 7017, 7156, 7205, 7254, 7393, 7442, 7491, 7630, 7679, 7728, 7867, 7916, 7965, 8104, 8153, 8202, 8341, 8390, 8439, 8578, 8627, 8676, 8815, 8864, 8913, 9052, 9101, 9150, 9289, 9338, 9387, 9526, 9575, 9624, 9763, 9812, 9861, 10000, 10049, 10098, 10237, 10286, 10335, 10474, 10523, 10572, 10711, 10760, 10809, 10948, 10997, 11046, 11185, 11234, 11283, 11422, 11471, 11520, 11659, 11708, 11757, 11896, 11945, 11994, 12133, 12182, 12231, 12370, 12419, 12468, 12607, 12656, 12705, 12844, 12893, 12942, 13081, 13130, 13179, 13318, 13367, 13416, 13555, 13604, 13653, 13792, 13841, 13890, 14029, 14078, 14127]"
B2_RANDOM_Q,4,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[47, 96, 145, 284, 333, 382, 521, 570, 619, 758, 807, 856, 995, 1044, 1093, 1232, 1281, 1330, 1469, 1518, 1567, 1706, 1755, 1804, 1943, 1992, 2041, 2180, 2229, 2278, 2417, 2466, 2515, 2654, 2703, 2752, 2891, 2940, 2989, 3128, 3177, 3226, 3365, 3414, 3463, 3602, 3651, 3700, 3839, 3888, 3937, 4076, 4125, 4174, 4313, 4362, 4411, 4550, 4599, 4648, 4787, 4836, 4885, 5024, 5073, 5122, 5261, 5310, 5359, 5498, 5547, 5596, 5735, 5784, 5833, 5972, 6021, 6070, 6209, 6258, 6307, 6446, 6495, 6544, 6683, 6732, 6781, 6920, 6969, 7018, 7157, 7206, 7255, 7394, 7443, 7492, 7631, 7680, 7729, 7868, 7917, 7966, 8105, 8154, 8203, 8342, 8391, 8440, 8579, 8628, 8677, 8816, 8865, 8914, 9053, 9102, 9151, 9290, 9339, 9388, 9527, 9576, 9625, 9764, 9813, 9862, 10001, 10050, 10099, 10238, 10287, 10336, 10475, 10524, 10573, 10712, 10761, 10810, 10949, 10998, 11047, 11186, 11235, 11284, 11423, 11472, 11521, 11660, 11709, 11758, 11897, 11946, 11995, 12134, 12183, 12232, 12371, 12420, 12469, 12608, 12657, 12706, 12845, 12894, 12943, 13082, 13131, 13180, 13319, 13368, 13417, 13556, 13605, 13654, 13793, 13842, 13891, 14030, 14079, 14128]"
B2_RANDOM_Q,8,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[48, 97, 146, 285, 334, 383, 522, 571, 620, 759, 808, 857, 996, 1045, 1094, 1233, 1282, 1331, 1470, 1519, 1568, 1707, 1756, 1805, 1944, 1993, 2042, 2181, 2230, 2279, 2418, 2467, 2516, 2655, 2704, 2753, 2892, 2941, 2990, 3129, 3178, 3227, 3366, 3415, 3464, 3603, 3652, 3701, 3840, 3889, 3938, 4077, 4126, 4175, 4314, 4363, 4412, 4551, 4600, 4649, 4788, 4837, 4886, 5025, 5074, 5123, 5262, 5311, 5360, 5499, 5548, 5597, 5736, 5785, 5834, 5973, 6022, 6071, 6210, 6259, 6308, 6447, 6496, 6545, 6684, 6733, 6782, 6921, 6970, 7019, 7158, 7207, 7256, 7395, 7444, 7493, 7632, 7681, 7730, 7869, 7918, 7967, 8106, 8155, 8204, 8343, 8392, 8441, 8580, 8629, 8678, 8817, 8866, 8915, 9054, 9103, 9152, 9291, 9340, 9389, 9528, 9577, 9626, 9765, 9814, 9863, 10002, 10051, 10100, 10239, 10288, 10337, 10476, 10525, 10574, 10713, 10762, 10811, 10950, 10999, 11048, 11187, 11236, 11285, 11424, 11473, 11522, 11661, 11710, 11759, 11898, 11947, 11996, 12135, 12184, 12233, 12372, 12421, 12470, 12609, 12658, 12707, 12846, 12895, 12944, 13083, 13132, 13181, 13320, 13369, 13418, 13557, 13606, 13655, 13794, 13843, 13892, 14031, 14080, 14129]"
B2_RANDOM_Q,16,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[49, 98, 147, 286, 335, 384, 523, 572, 621, 760, 809, 858, 997, 1046, 1095, 1234, 1283, 1332, 1471, 1520, 1569, 1708, 1757, 1806, 1945, 1994, 2043, 2182, 2231, 2280, 2419, 2468, 2517, 2656, 2705, 2754, 2893, 2942, 2991, 3130, 3179, 3228, 3367, 3416, 3465, 3604, 3653, 3702, 3841, 3890, 3939, 4078, 4127, 4176, 4315, 4364, 4413, 4552, 4601, 4650, 4789, 4838, 4887, 5026, 5075, 5124, 5263, 5312, 5361, 5500, 5549, 5598, 5737, 5786, 5835, 5974, 6023, 6072, 6211, 6260, 6309, 6448, 6497, 6546, 6685, 6734, 6783, 6922, 6971, 7020, 7159, 7208, 7257, 7396, 7445, 7494, 7633, 7682, 7731, 7870, 7919, 7968, 8107, 8156, 8205, 8344, 8393, 8442, 8581, 8630, 8679, 8818, 8867, 8916, 9055, 9104, 9153, 9292, 9341, 9390, 9529, 9578, 9627, 9766, 9815, 9864, 10003, 10052, 10101, 10240, 10289, 10338, 10477, 10526, 10575, 10714, 10763, 10812, 10951, 11000, 11049, 11188, 11237, 11286, 11425, 11474, 11523, 11662, 11711, 11760, 11899, 11948, 11997, 12136, 12185, 12234, 12373, 12422, 12471, 12610, 12659, 12708, 12847, 12896, 12945, 13084, 13133, 13182, 13321, 13370, 13419, 13558, 13607, 13656, 13795, 13844, 13893, 14032, 14081, 14130]"
B2_RANDOM_Q,FULL,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[50, 99, 148, 287, 336, 385, 524, 573, 622, 761, 810, 859, 998, 1047, 1096, 1235, 1284, 1333, 1472, 1521, 1570, 1709, 1758, 1807, 1946, 1995, 2044, 2183, 2232, 2281, 2420, 2469, 2518, 2657, 2706, 2755, 2894, 2943, 2992, 3131, 3180, 3229, 3368, 3417, 3466, 3605, 3654, 3703, 3842, 3891, 3940, 4079, 4128, 4177, 4316, 4365, 4414, 4553, 4602, 4651, 4790, 4839, 4888, 5027, 5076, 5125, 5264, 5313, 5362, 5501, 5550, 5599, 5738, 5787, 5836, 5975, 6024, 6073, 6212, 6261, 6310, 6449, 6498, 6547, 6686, 6735, 6784, 6923, 6972, 7021, 7160, 7209, 7258, 7397, 7446, 7495, 7634, 7683, 7732, 7871, 7920, 7969, 8108, 8157, 8206, 8345, 8394, 8443, 8582, 8631, 8680, 8819, 8868, 8917, 9056, 9105, 9154, 9293, 9342, 9391, 9530, 9579, 9628, 9767, 9816, 9865, 10004, 10053, 10102, 10241, 10290, 10339, 10478, 10527, 10576, 10715, 10764, 10813, 10952, 11001, 11050, 11189, 11238, 11287, 11426, 11475, 11524, 11663, 11712, 11761, 11900, 11949, 11998, 12137, 12186, 12235, 12374, 12423, 12472, 12611, 12660, 12709, 12848, 12897, 12946, 13085, 13134, 13183, 13322, 13371, 13420, 13559, 13608, 13657, 13796, 13845, 13894, 14033, 14082, 14131]"
B3_UPDATE_PCA,0,0.0,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[51, 100, 149, 288, 337, 386, 525, 574, 623, 762, 811, 860, 999, 1048, 1097, 1236, 1285, 1334, 1473, 1522, 1571, 1710, 1759, 1808, 1947, 1996, 2045, 2184, 2233, 2282, 2421, 2470, 2519, 2658, 2707, 2756, 2895, 2944, 2993, 3132, 3181, 3230, 3369, 3418, 3467, 3606, 3655, 3704, 3843, 3892, 3941, 4080, 4129, 4178, 4317, 4366, 4415, 4554, 4603, 4652, 4791, 4840, 4889, 5028, 5077, 5126, 5265, 5314, 5363, 5502, 5551, 5600, 5739, 5788, 5837, 5976, 6025, 6074, 6213, 6262, 6311, 6450, 6499, 6548, 6687, 6736, 6785, 6924, 6973, 7022, 7161, 7210, 7259, 7398, 7447, 7496, 7635, 7684, 7733, 7872, 7921, 7970, 8109, 8158, 8207, 8346, 8395, 8444, 8583, 8632, 8681, 8820, 8869, 8918, 9057, 9106, 9155, 9294, 9343, 9392, 9531, 9580, 9629, 9768, 9817, 9866, 10005, 10054, 10103, 10242, 10291, 10340, 10479, 10528, 10577, 10716, 10765, 10814, 10953, 11002, 11051, 11190, 11239, 11288, 11427, 11476, 11525, 11664, 11713, 11762, 11901, 11950, 11999, 12138, 12187, 12236, 12375, 12424, 12473, 12612, 12661, 12710, 12849, 12898, 12947, 13086, 13135, 13184, 13323, 13372, 13421, 13560, 13609, 13658, 13797, 13846, 13895, 14034, 14083, 14132]"
B3_UPDATE_PCA,1,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[52, 101, 150, 289, 338, 387, 526, 575, 624, 763, 812, 861, 1000, 1049, 1098, 1237, 1286, 1335, 1474, 1523, 1572, 1711, 1760, 1809, 1948, 1997, 2046, 2185, 2234, 2283, 2422, 2471, 2520, 2659, 2708, 2757, 2896, 2945, 2994, 3133, 3182, 3231, 3370, 3419, 3468, 3607, 3656, 3705, 3844, 3893, 3942, 4081, 4130, 4179, 4318, 4367, 4416, 4555, 4604, 4653, 4792, 4841, 4890, 5029, 5078, 5127, 5266, 5315, 5364, 5503, 5552, 5601, 5740, 5789, 5838, 5977, 6026, 6075, 6214, 6263, 6312, 6451, 6500, 6549, 6688, 6737, 6786, 6925, 6974, 7023, 7162, 7211, 7260, 7399, 7448, 7497, 7636, 7685, 7734, 7873, 7922, 7971, 8110, 8159, 8208, 8347, 8396, 8445, 8584, 8633, 8682, 8821, 8870, 8919, 9058, 9107, 9156, 9295, 9344, 9393, 9532, 9581, 9630, 9769, 9818, 9867, 10006, 10055, 10104, 10243, 10292, 10341, 10480, 10529, 10578, 10717, 10766, 10815, 10954, 11003, 11052, 11191, 11240, 11289, 11428, 11477, 11526, 11665, 11714, 11763, 11902, 11951, 12000, 12139, 12188, 12237, 12376, 12425, 12474, 12613, 12662, 12711, 12850, 12899, 12948, 13087, 13136, 13185, 13324, 13373, 13422, 13561, 13610, 13659, 13798, 13847, 13896, 14035, 14084, 14133]"
B3_UPDATE_PCA,2,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[53, 102, 151, 290, 339, 388, 527, 576, 625, 764, 813, 862, 1001, 1050, 1099, 1238, 1287, 1336, 1475, 1524, 1573, 1712, 1761, 1810, 1949, 1998, 2047, 2186, 2235, 2284, 2423, 2472, 2521, 2660, 2709, 2758, 2897, 2946, 2995, 3134, 3183, 3232, 3371, 3420, 3469, 3608, 3657, 3706, 3845, 3894, 3943, 4082, 4131, 4180, 4319, 4368, 4417, 4556, 4605, 4654, 4793, 4842, 4891, 5030, 5079, 5128, 5267, 5316, 5365, 5504, 5553, 5602, 5741, 5790, 5839, 5978, 6027, 6076, 6215, 6264, 6313, 6452, 6501, 6550, 6689, 6738, 6787, 6926, 6975, 7024, 7163, 7212, 7261, 7400, 7449, 7498, 7637, 7686, 7735, 7874, 7923, 7972, 8111, 8160, 8209, 8348, 8397, 8446, 8585, 8634, 8683, 8822, 8871, 8920, 9059, 9108, 9157, 9296, 9345, 9394, 9533, 9582, 9631, 9770, 9819, 9868, 10007, 10056, 10105, 10244, 10293, 10342, 10481, 10530, 10579, 10718, 10767, 10816, 10955, 11004, 11053, 11192, 11241, 11290, 11429, 11478, 11527, 11666, 11715, 11764, 11903, 11952, 12001, 12140, 12189, 12238, 12377, 12426, 12475, 12614, 12663, 12712, 12851, 12900, 12949, 13088, 13137, 13186, 13325, 13374, 13423, 13562, 13611, 13660, 13799, 13848, 13897, 14036, 14085, 14134]"
B3_UPDATE_PCA,4,1e-05,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[54, 103, 152, 291, 340, 389, 528, 577, 626, 765, 814, 863, 1002, 1051, 1100, 1239, 1288, 1337, 1476, 1525, 1574, 1713, 1762, 1811, 1950, 1999, 2048, 2187, 2236, 2285, 2424, 2473, 2522, 2661, 2710, 2759, 2898, 2947, 2996, 3135, 3184, 3233, 3372, 3421, 3470, 3609, 3658, 3707, 3846, 3895, 3944, 4083, 4132, 4181, 4320, 4369, 4418, 4557, 4606, 4655, 4794, 4843, 4892, 5031, 5080, 5129, 5268, 5317, 5366, 5505, 5554, 5603, 5742, 5791, 5840, 5979, 6028, 6077, 6216, 6265, 6314, 6453, 6502, 6551, 6690, 6739, 6788, 6927, 6976, 7025, 7164, 7213, 7262, 7401, 7450, 7499, 7638, 7687, 7736, 7875, 7924, 7973, 8112, 8161, 8210, 8349, 8398, 8447, 8586, 8635, 8684, 8823, 8872, 8921, 9060, 9109, 9158, 9297, 9346, 9395, 9534, 9583, 9632, 9771, 9820, 9869, 10008, 10057, 10106, 10245, 10294, 10343, 10482, 10531, 10580, 10719, 10768, 10817, 10956, 11005, 11054, 11193, 11242, 11291, 11430, 11479, 11528, 11667, 11716, 11765, 11904, 11953, 12002, 12141, 12190, 12239, 12378, 12427, 12476, 12615, 12664, 12713, 12852, 12901, 12950, 13089, 13138, 13187, 13326, 13375, 13424, 13563, 13612, 13661, 13800, 13849, 13898, 14037, 14086, 14135]"
B3_UPDATE_PCA,8,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[55, 104, 153, 292, 341, 390, 529, 578, 627, 766, 815, 864, 1003, 1052, 1101, 1240, 1289, 1338, 1477, 1526, 1575, 1714, 1763, 1812, 1951, 2000, 2049, 2188, 2237, 2286, 2425, 2474, 2523, 2662, 2711, 2760, 2899, 2948, 2997, 3136, 3185, 3234, 3373, 3422, 3471, 3610, 3659, 3708, 3847, 3896, 3945, 4084, 4133, 4182, 4321, 4370, 4419, 4558, 4607, 4656, 4795, 4844, 4893, 5032, 5081, 5130, 5269, 5318, 5367, 5506, 5555, 5604, 5743, 5792, 5841, 5980, 6029, 6078, 6217, 6266, 6315, 6454, 6503, 6552, 6691, 6740, 6789, 6928, 6977, 7026, 7165, 7214, 7263, 7402, 7451, 7500, 7639, 7688, 7737, 7876, 7925, 7974, 8113, 8162, 8211, 8350, 8399, 8448, 8587, 8636, 8685, 8824, 8873, 8922, 9061, 9110, 9159, 9298, 9347, 9396, 9535, 9584, 9633, 9772, 9821, 9870, 10009, 10058, 10107, 10246, 10295, 10344, 10483, 10532, 10581, 10720, 10769, 10818, 10957, 11006, 11055, 11194, 11243, 11292, 11431, 11480, 11529, 11668, 11717, 11766, 11905, 11954, 12003, 12142, 12191, 12240, 12379, 12428, 12477, 12616, 12665, 12714, 12853, 12902, 12951, 13090, 13139, 13188, 13327, 13376, 13425, 13564, 13613, 13662, 13801, 13850, 13899, 14038, 14087, 14136]"
B3_UPDATE_PCA,16,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[56, 105, 154, 293, 342, 391, 530, 579, 628, 767, 816, 865, 1004, 1053, 1102, 1241, 1290, 1339, 1478, 1527, 1576, 1715, 1764, 1813, 1952, 2001, 2050, 2189, 2238, 2287, 2426, 2475, 2524, 2663, 2712, 2761, 2900, 2949, 2998, 3137, 3186, 3235, 3374, 3423, 3472, 3611, 3660, 3709, 3848, 3897, 3946, 4085, 4134, 4183, 4322, 4371, 4420, 4559, 4608, 4657, 4796, 4845, 4894, 5033, 5082, 5131, 5270, 5319, 5368, 5507, 5556, 5605, 5744, 5793, 5842, 5981, 6030, 6079, 6218, 6267, 6316, 6455, 6504, 6553, 6692, 6741, 6790, 6929, 6978, 7027, 7166, 7215, 7264, 7403, 7452, 7501, 7640, 7689, 7738, 7877, 7926, 7975, 8114, 8163, 8212, 8351, 8400, 8449, 8588, 8637, 8686, 8825, 8874, 8923, 9062, 9111, 9160, 9299, 9348, 9397, 9536, 9585, 9634, 9773, 9822, 9871, 10010, 10059, 10108, 10247, 10296, 10345, 10484, 10533, 10582, 10721, 10770, 10819, 10958, 11007, 11056, 11195, 11244, 11293, 11432, 11481, 11530, 11669, 11718, 11767, 11906, 11955, 12004, 12143, 12192, 12241, 12380, 12429, 12478, 12617, 12666, 12715, 12854, 12903, 12952, 13091, 13140, 13189, 13328, 13377, 13426, 13565, 13614, 13663, 13802, 13851, 13900, 14039, 14088, 14137]"
