seed,arm,anchor,method,rank_cap,alpha,n,noise,fit_budget,representation,input_mode,r,k,delta_rmse,delta_truth_ss,decomposition_level
310,X_BASE,40,O1_JQ_SVD_ORACLE,0,0.0,exact,0,8,per_prompt,actual_d,0,11,0.005962360276810552,0.12285990168360791,LOW_RANK_J_VS_FINITE_STEP
310,X_BASE,40,O1_JQ_SVD_ORACLE,1,0.0,exact,0,8,per_prompt,actual_d,1,11,0.0030556238939435723,0.12285990168360791,LOW_RANK_J_VS_FINITE_STEP
310,X_BASE,40,O1_JQ_SVD_ORACLE,2,0.0,exact,0,8,per_prompt,actual_d,2,11,0.002165812063591131,0.12285990168360791,LOW_RANK_J_VS_FINITE_STEP
310,X_BASE,40,O1_JQ_SVD_ORACLE,4,0.0,exact,0,8,per_prompt,actual_d,4,11,0.001844932163593056,0.12285990168360791,LOW_RANK_J_VS_FINITE_STEP
310,X_BASE,40,O1_JQ_SVD_ORACLE,8,0.0,exact,0,8,per_prompt,actual_d,8,11,0.0012256273556457305,0.12285990168360791,LOW_RANK_J_VS_FINITE_STEP
310,X_BASE,40,O1_JQ_SVD_ORACLE,16,0.0,exact,0,8,per_prompt,actual_d,11,11,0.0012208663446554855,0.12285990168360791,LOW_RANK_J_VS_FINITE_STEP
310,X_BASE,40,O1_JQ_SVD_ORACLE,FULL,0.0,exact,0,8,per_prompt,actual_d,11,11,0.0012208663446554855,0.12285990168360791,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,8,B5_WORST_GROUP_RANK,0,0.0,exact,0,8,per_prompt,actual_d,0,20,0.005071724902114914,0.08889659187632361,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,8,B5_WORST_GROUP_RANK,1,0.01,exact,0,8,per_prompt,actual_d,1,20,0.00024327137304256652,0.08889659187632361,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,8,B5_WORST_GROUP_RANK,2,0.01,exact,0,8,per_prompt,actual_d,2,20,0.00023185369271746446,0.08889659187632361,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,8,B5_WORST_GROUP_RANK,4,0.01,exact,0,8,per_prompt,actual_d,4,20,0.00023156246275512677,0.08889659187632361,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,8,B5_WORST_GROUP_RANK,8,0.01,exact,0,8,per_prompt,actual_d,8,20,0.00023157721307736707,0.08889659187632361,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,8,B5_WORST_GROUP_RANK,16,0.01,exact,0,8,per_prompt,actual_d,16,20,0.00023181181345630067,0.08889659187632361,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,8,B5_WORST_GROUP_RANK,FULL,0.01,exact,0,8,per_prompt,actual_d,20,20,0.0002318535722706328,0.08889659187632361,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,8,B6_FULL_Q_RIDGE,FULL,0.01,exact,0,8,per_prompt,actual_d,20,20,0.00023185357227063205,0.08889659187632361,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,8,O0_FULL_J_ORACLE,FULL,0.0,exact,0,8,per_prompt,actual_d,737,20,6.971352079213789e-05,0.08889659187632361,FULL_J_VS_FINITE_STEP
310,X_VALID,8,O1_JQ_SVD_ORACLE,0,0.0,exact,0,8,per_prompt,actual_d,0,20,0.005071724902114914,0.08889659187632361,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,8,O1_JQ_SVD_ORACLE,1,0.0,exact,0,8,per_prompt,actual_d,1,20,0.00030301643131772934,0.08889659187632361,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,8,O1_JQ_SVD_ORACLE,2,0.0,exact,0,8,per_prompt,actual_d,2,20,0.00016513898325721364,0.08889659187632361,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,8,O1_JQ_SVD_ORACLE,4,0.0,exact,0,8,per_prompt,actual_d,4,20,0.000149892462108783,0.08889659187632361,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,8,O1_JQ_SVD_ORACLE,8,0.0,exact,0,8,per_prompt,actual_d,8,20,0.00014495334592451502,0.08889659187632361,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,8,O1_JQ_SVD_ORACLE,16,0.0,exact,0,8,per_prompt,actual_d,16,20,0.00013376163232592717,0.08889659187632361,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,8,O1_JQ_SVD_ORACLE,FULL,0.0,exact,0,8,per_prompt,actual_d,20,20,0.000133448689294733,0.08889659187632361,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,24,B5_WORST_GROUP_RANK,0,0.0,exact,0,8,per_prompt,actual_d,0,9,0.0016743079692331524,0.009688229599694894,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,24,B5_WORST_GROUP_RANK,1,0.01,exact,0,8,per_prompt,actual_d,1,9,0.0003047038989138531,0.009688229599694894,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,24,B5_WORST_GROUP_RANK,2,0.01,exact,0,8,per_prompt,actual_d,2,9,0.00023771957237861662,0.009688229599694894,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,24,B5_WORST_GROUP_RANK,4,0.01,exact,0,8,per_prompt,actual_d,4,9,0.00024366789915671987,0.009688229599694894,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,24,B5_WORST_GROUP_RANK,8,0.01,exact,0,8,per_prompt,actual_d,8,9,0.00024337737330455938,0.009688229599694894,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,24,B5_WORST_GROUP_RANK,16,0.01,exact,0,8,per_prompt,actual_d,9,9,0.00024337677626840024,0.009688229599694894,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,24,B5_WORST_GROUP_RANK,FULL,0.01,exact,0,8,per_prompt,actual_d,9,9,0.00024337677626840024,0.009688229599694894,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,24,B6_FULL_Q_RIDGE,FULL,0.01,exact,0,8,per_prompt,actual_d,9,9,0.0002433767762684002,0.009688229599694894,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,24,O0_FULL_J_ORACLE,FULL,0.0,exact,0,8,per_prompt,actual_d,737,9,4.380701192872752e-05,0.009688229599694894,FULL_J_VS_FINITE_STEP
310,X_VALID,24,O1_JQ_SVD_ORACLE,0,0.0,exact,0,8,per_prompt,actual_d,0,9,0.0016743079692331524,0.009688229599694894,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,24,O1_JQ_SVD_ORACLE,1,0.0,exact,0,8,per_prompt,actual_d,1,9,0.00034050864789900837,0.009688229599694894,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,24,O1_JQ_SVD_ORACLE,2,0.0,exact,0,8,per_prompt,actual_d,2,9,0.00031944204688004734,0.009688229599694894,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,24,O1_JQ_SVD_ORACLE,4,0.0,exact,0,8,per_prompt,actual_d,4,9,0.0001588703736562361,0.009688229599694894,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,24,O1_JQ_SVD_ORACLE,8,0.0,exact,0,8,per_prompt,actual_d,8,9,0.0001553651167666881,0.009688229599694894,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,24,O1_JQ_SVD_ORACLE,16,0.0,exact,0,8,per_prompt,actual_d,9,9,0.00015438801450251452,0.009688229599694894,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,24,O1_JQ_SVD_ORACLE,FULL,0.0,exact,0,8,per_prompt,actual_d,9,9,0.00015438801450251452,0.009688229599694894,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,40,B5_WORST_GROUP_RANK,0,0.0,exact,0,8,per_prompt,actual_d,0,8,0.0016966160902760412,0.009948117281299983,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,40,B5_WORST_GROUP_RANK,1,0.01,exact,0,8,per_prompt,actual_d,1,8,0.00016318686966910445,0.009948117281299983,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,40,B5_WORST_GROUP_RANK,2,0.01,exact,0,8,per_prompt,actual_d,2,8,0.0001700859059483529,0.009948117281299983,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,40,B5_WORST_GROUP_RANK,4,0.01,exact,0,8,per_prompt,actual_d,4,8,0.000164036782325748,0.009948117281299983,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,40,B5_WORST_GROUP_RANK,8,0.01,exact,0,8,per_prompt,actual_d,8,8,0.00015734845078716348,0.009948117281299983,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,40,B5_WORST_GROUP_RANK,16,0.01,exact,0,8,per_prompt,actual_d,8,8,0.00015734845078716348,0.009948117281299983,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,40,B5_WORST_GROUP_RANK,FULL,0.01,exact,0,8,per_prompt,actual_d,8,8,0.00015734845078716348,0.009948117281299983,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,40,B6_FULL_Q_RIDGE,FULL,0.01,exact,0,8,per_prompt,actual_d,8,8,0.00015734845078716473,0.009948117281299983,FITTED_RESPONSE_VS_FINITE_STEP
310,X_VALID,40,O0_FULL_J_ORACLE,FULL,0.0,exact,0,8,per_prompt,actual_d,737,8,1.4928226754633808e-05,0.009948117281299983,FULL_J_VS_FINITE_STEP
310,X_VALID,40,O1_JQ_SVD_ORACLE,0,0.0,exact,0,8,per_prompt,actual_d,0,8,0.0016966160902760412,0.009948117281299983,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,40,O1_JQ_SVD_ORACLE,1,0.0,exact,0,8,per_prompt,actual_d,1,8,0.0003437021079821431,0.009948117281299983,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,40,O1_JQ_SVD_ORACLE,2,0.0,exact,0,8,per_prompt,actual_d,2,8,0.0003103801423886046,0.009948117281299983,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,40,O1_JQ_SVD_ORACLE,4,0.0,exact,0,8,per_prompt,actual_d,4,8,0.00027466328960594895,0.009948117281299983,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,40,O1_JQ_SVD_ORACLE,8,0.0,exact,0,8,per_prompt,actual_d,8,8,0.00013312588547629997,0.009948117281299983,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,40,O1_JQ_SVD_ORACLE,16,0.0,exact,0,8,per_prompt,actual_d,8,8,0.00013312588547629997,0.009948117281299983,LOW_RANK_J_VS_FINITE_STEP
310,X_VALID,40,O1_JQ_SVD_ORACLE,FULL,0.0,exact,0,8,per_prompt,actual_d,8,8,0.00013312588547629997,0.009948117281299983,LOW_RANK_J_VS_FINITE_STEP
