method,rank_cap,alpha,n,fit_budget,representation,input_mode,level_mae,projected_level_mae,delta_mae,projected_delta_mae,raw_invalid_fraction,near_zero_prompt_fraction,delta_error_ss,delta_truth_ss,response_nrmse,sample_count,level_rmse,projected_level_rmse,delta_rmse,projected_delta_rmse,mean_block_prompt_abs_error_q95,group_delta_pX_q95_max,group_delta_v_q95_max,panel,noise_replicas,noise_indices,block_count,training_seed_count,paired_block_coverage
B3_UPDATE_PCA,8,0.01,64,8,per_prompt,actual_d,0.012358465617232656,0.012347308088028282,0.03298322604688631,0.03297311692666141,0.006918724279835391,0.8600887345679012,1194.8288721104032,16.644749931526384,8.47255149000882,2160,0.016939643792855504,0.016913068475191338,0.043825788120644006,0.04381709419737427,0.033876783293455025,0.021005012753996983,0.018418467899343708,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B3_UPDATE_PCA,16,0.01,64,8,per_prompt,actual_d,0.012883792364063614,0.012872203737157454,0.03318809658813416,0.033177504773644464,0.007163065843621399,0.8600887345679012,1210.6290633513147,16.644749931526384,8.528387215985392,2160,0.017652446743335482,0.01762587810137608,0.044114608400945304,0.044105494572467346,0.03533835042927161,0.021202550184431426,0.018604063763337543,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B3_UPDATE_PCA,FULL,0.01,64,8,per_prompt,actual_d,0.012938875330492362,0.01292728615791571,0.03321133914216826,0.03320074436497443,0.007163065843621399,0.8600887345679012,1212.3881142987696,16.644749931526384,8.534580864631426,2160,0.01772245134830717,0.017695986282599992,0.0441466461564638,0.04413753791968995,0.03550613531764489,0.021325053078386155,0.01837892462035565,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B4_RESPONSE_SVD,0,0.0,64,8,per_prompt,actual_d,0.031563853866331607,0.031563853866331607,0.00337903322729464,0.00337903322729464,0.0,0.8600887345679012,16.644749931526384,16.644749931526384,1.0,2160,0.04185700765005834,0.04185700765005834,0.00517267887628953,0.00517267887628953,0.08439180098742009,0.0024270577129933196,0.006394995810945838,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B4_RESPONSE_SVD,1,0.01,64,8,per_prompt,actual_d,0.02059835478608302,0.020546388438469565,0.020162916957537236,0.020117804852179767,0.034908693415637855,0.8600887345679012,599.1711784748569,16.644749931526384,5.9998006392316015,2160,0.02990500255175318,0.02980492000343428,0.03103504202850172,0.03094780457973549,0.057258855713873104,0.0159548450564699,0.013380134127098443,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B4_RESPONSE_SVD,2,0.01,64,8,per_prompt,actual_d,0.01655782022389479,0.016495613627261554,0.027008393110427537,0.026951420181655406,0.026652520576131686,0.8600887345679012,902.3999286067269,16.644749931526384,7.363103221077089,2160,0.024324344968327666,0.02416750306822469,0.03808696849560485,0.03797914196730719,0.04680856423256718,0.018221331483535438,0.016394985394632734,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B4_RESPONSE_SVD,4,0.01,64,8,per_prompt,actual_d,0.014366852803329503,0.014324463130355505,0.03233382379448361,0.032294380897339874,0.01871141975308642,0.8600887345679012,1176.8491368997722,16.644749931526384,8.408562550444884,2160,0.02061717089992407,0.020494996171996672,0.043494793884645465,0.04343608905640971,0.04037303731471721,0.02112795418779365,0.018074332466700652,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B4_RESPONSE_SVD,8,0.01,64,8,per_prompt,actual_d,0.013000510921266232,0.012987994698360697,0.033228823337902225,0.033217481061608184,0.007793209876543209,0.8600887345679012,1213.7475091172796,16.644749931526384,8.539364239910272,2160,0.01789725424446919,0.017868022044081347,0.04417138902072606,0.04416074047849407,0.03594644375958905,0.02104266688153546,0.018947276954020112,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B4_RESPONSE_SVD,16,0.01,64,8,per_prompt,actual_d,0.012929755108610313,0.012918166998514993,0.03321879178478912,0.033208202631449586,0.007156635802469136,0.8600887345679012,1212.6206814708257,16.644749931526384,8.535399401259735,2160,0.0177150076160783,0.017688535269791084,0.04415088018359053,0.04414177462224091,0.03548255686269052,0.021335218067486332,0.018486629475872558,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B4_RESPONSE_SVD,FULL,0.01,64,8,per_prompt,actual_d,0.012938875330492351,0.012927286157915703,0.033211339142168256,0.03320074436497442,0.007163065843621399,0.8600887345679012,1212.388114298769,16.644749931526384,8.534580864631424,2160,0.017722451348307158,0.01769598628259998,0.04414664615646379,0.04413753791968994,0.03550613531764485,0.02132505307838614,0.018378924620355647,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B5_WORST_GROUP_RANK,0,0.0,64,8,per_prompt,actual_d,0.031563853866331607,0.031563853866331607,0.00337903322729464,0.00337903322729464,0.0,0.8600887345679012,16.644749931526384,16.644749931526384,1.0,2160,0.04185700765005834,0.04185700765005834,0.00517267887628953,0.00517267887628953,0.08439180098742009,0.0024270577129933196,0.006394995810945838,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B5_WORST_GROUP_RANK,1,0.01,64,8,per_prompt,actual_d,0.02059835478608302,0.020546388438469565,0.020162916957537236,0.020117804852179767,0.034908693415637855,0.8600887345679012,599.1711784748569,16.644749931526384,5.9998006392316015,2160,0.02990500255175318,0.02980492000343428,0.03103504202850172,0.03094780457973549,0.057258855713873104,0.0159548450564699,0.013380134127098443,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B5_WORST_GROUP_RANK,2,0.01,64,8,per_prompt,actual_d,0.01655782022389479,0.016495613627261554,0.027008393110427537,0.026951420181655406,0.026652520576131686,0.8600887345679012,902.3999286067269,16.644749931526384,7.363103221077089,2160,0.024324344968327666,0.02416750306822469,0.03808696849560485,0.03797914196730719,0.04680856423256718,0.018221331483535438,0.016394985394632734,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B5_WORST_GROUP_RANK,4,0.01,64,8,per_prompt,actual_d,0.014366852803329503,0.014324463130355505,0.03233382379448361,0.032294380897339874,0.01871141975308642,0.8600887345679012,1176.8491368997722,16.644749931526384,8.408562550444884,2160,0.02061717089992407,0.020494996171996672,0.043494793884645465,0.04343608905640971,0.04037303731471721,0.02112795418779365,0.018074332466700652,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B5_WORST_GROUP_RANK,8,0.01,64,8,per_prompt,actual_d,0.013000510921266232,0.012987994698360697,0.033228823337902225,0.033217481061608184,0.007793209876543209,0.8600887345679012,1213.7475091172796,16.644749931526384,8.539364239910272,2160,0.01789725424446919,0.017868022044081347,0.04417138902072606,0.04416074047849407,0.03594644375958905,0.02104266688153546,0.018947276954020112,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B5_WORST_GROUP_RANK,16,0.01,64,8,per_prompt,actual_d,0.012929755108610313,0.012918166998514993,0.03321879178478912,0.033208202631449586,0.007156635802469136,0.8600887345679012,1212.6206814708257,16.644749931526384,8.535399401259735,2160,0.0177150076160783,0.017688535269791084,0.04415088018359053,0.04414177462224091,0.03548255686269052,0.021335218067486332,0.018486629475872558,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B5_WORST_GROUP_RANK,FULL,0.01,64,8,per_prompt,actual_d,0.012938875330492351,0.012927286157915703,0.033211339142168256,0.03320074436497442,0.007163065843621399,0.8600887345679012,1212.388114298769,16.644749931526384,8.534580864631424,2160,0.017722451348307158,0.01769598628259998,0.04414664615646379,0.04413753791968994,0.03550613531764485,0.02132505307838614,0.018378924620355647,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B6_FULL_Q_RIDGE,FULL,0.01,64,8,per_prompt,actual_d,0.012938875330492362,0.01292728615791571,0.03321133914216826,0.03320074436497443,0.007163065843621399,0.8600887345679012,1212.3881142987696,16.644749931526384,8.534580864631426,2160,0.01772245134830717,0.017695986282599992,0.0441466461564638,0.04413753791968995,0.03550613531764489,0.021325053078386155,0.01837892462035565,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
O0_FULL_J_ORACLE,FULL,0.0,64,8,per_prompt,actual_d,0.03141326337364965,0.031374675816254555,7.233454718970602e-05,0.000132278013166034,0.1193801440329218,0.8600887345679012,0.01162522927974015,16.644749931526384,0.026427867829134876,2160,0.041599212477502735,0.041568718884043045,0.0001367028736651376,0.0003459250289390304,0.08390531529681818,7.851744495525039e-05,0.000197519169966439,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
O1_JQ_SVD_ORACLE,0,0.0,64,8,per_prompt,actual_d,0.031563853866331607,0.031563853866331607,0.00337903322729464,0.00337903322729464,0.0,0.8600887345679012,16.644749931526384,16.644749931526384,1.0,2160,0.04185700765005834,0.04185700765005834,0.00517267887628953,0.00517267887628953,0.08439180098742009,0.0024270577129933196,0.006394995810945838,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
O1_JQ_SVD_ORACLE,1,0.0,64,8,per_prompt,actual_d,0.03144506654328978,0.03143224041373836,0.0014471160097041067,0.001464891270979773,0.0662744341563786,0.8600887345679012,3.523086641395885,16.644749931526384,0.46006905666908793,2160,0.04165745653709129,0.0416452433691498,0.0023797894910666416,0.0023888920384447236,0.08405347389517319,0.0016860058478450162,0.007393667009357701,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
O1_JQ_SVD_ORACLE,2,0.0,64,8,per_prompt,actual_d,0.03142264033741192,0.03139943497795675,0.000538229632679761,0.0005688932527489636,0.07890946502057612,0.8600887345679012,0.6863360891644672,16.644749931526384,0.20306252421475957,2160,0.0416139165407124,0.04159232384532521,0.0010503772295717179,0.0010880240340701791,0.08398999449406444,0.0010143097379291994,0.002039267745812389,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
O1_JQ_SVD_ORACLE,4,0.0,64,8,per_prompt,actual_d,0.031417403837805835,0.03138278343796058,0.0003796854157925269,0.0004244840612609575,0.10475180041152263,0.8600887345679012,0.3935746571298582,16.644749931526384,0.15377117237645493,2160,0.04160665792204703,0.04157808812833971,0.0007954088951339644,0.0008554989073388271,0.08393706409018221,0.0007916233682584146,0.0006116331713469979,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
O1_JQ_SVD_ORACLE,8,0.0,64,8,per_prompt,actual_d,0.03141605357088622,0.031378751964106215,0.0002817543893394948,0.00033220537210560443,0.11965020576131688,0.8600887345679012,0.2210198456461134,16.644749931526384,0.11523303441718286,2160,0.041603383193659214,0.04157403285486595,0.000596063482980506,0.0006751881862839351,0.08396994365863462,0.00031408561126527063,0.0005469763696437468,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
O1_JQ_SVD_ORACLE,16,0.0,64,8,per_prompt,actual_d,0.03141598836721825,0.03137854360811205,0.00026920866855448673,0.00032011845470024527,0.12104552469135801,0.8600887345679012,0.2077558098710464,16.644749931526384,0.11172180700644123,2160,0.04160257293845015,0.04157306286919703,0.0005779010311231141,0.0006592495487963094,0.08398205670840542,0.00021071578031605807,0.0005393307939009702,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
O1_JQ_SVD_ORACLE,FULL,0.0,64,8,per_prompt,actual_d,0.03141596774574322,0.031378524412675794,0.0002691564332725601,0.0003200671050640924,0.12104552469135801,0.8600887345679012,0.20773518989098697,16.644749931526384,0.11171626261613479,2160,0.041602569077196186,0.041573062131327124,0.0005778723517724942,0.0006592242359742883,0.08398188946738033,0.0002103434659537392,0.0005393825636480956,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B4_ENERGY95,FULL,0.01,64,8,per_prompt,actual_d,0.013020687139013122,0.01300858349536478,0.03326808665709116,0.03325709631695792,0.007896090534979423,0.8600887345679012,1216.010070962154,16.644749931526384,8.547319701771858,2160,0.01784864286313811,0.017821361542747993,0.044212540070248614,0.04420283857861056,0.03579187505071984,0.021246488918204895,0.01856608270411211,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B2_FULL_PARAMETER_SKETCH,4,0.01,64,8,per_prompt,actual_d,0.017687682793124188,0.017593564031999763,0.032583772849173034,0.032494565134919565,0.02296167695473251,0.8600887345679012,1258.4166431627548,16.644749931526384,8.695080144023096,2160,0.026645526892870117,0.02631130667262156,0.04497685738863279,0.04476643179183844,0.05139578405072678,0.023370744951913647,0.018249649282857473,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,8,per_prompt,actual_d,0.02059835478608302,0.020546388438469565,0.020162916957537236,0.020117804852179767,0.034908693415637855,0.8600887345679012,599.1711784748569,16.644749931526384,5.9998006392316015,2160,0.02990500255175318,0.02980492000343428,0.03103504202850172,0.03094780457973549,0.057258855713873104,0.0159548450564699,0.013380134127098443,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY
