method,rank_cap,n,telemetry,H,seed,level_mae,projected_level_mae,delta_mae,projected_delta_mae,raw_invalid_fraction,near_zero_prompt_fraction,delta_error_ss,delta_truth_ss,response_nrmse,sample_count,level_rmse,projected_level_rmse,delta_rmse,projected_delta_rmse,mean_block_prompt_abs_error_q95,group_delta_pX_q95_max,group_delta_v_q95_max,projected_response_nrmse
B5_WORST_GROUP_RANK,0,exact,PROJECTION_AND_PATH,4,301,0.00846974471228304,0.00846974471228304,0.00846974471228304,0.00846974471228304,0.0,0.6302083333333334,1.498372749581175,1.498372749581175,1.0,24,0.014723398552230801,0.014723398552230801,0.014723398552230801,0.014723398552230801,0.025553483643926563,0.00766188929137253,0.020014025153755374,1.0
B5_WORST_GROUP_RANK,0,exact,PROJECTION_AND_NET_DISPLACEMENT,4,301,0.00846974471228304,0.00846974471228304,0.00846974471228304,0.00846974471228304,0.0,0.6302083333333334,1.498372749581175,1.498372749581175,1.0,24,0.014723398552230801,0.014723398552230801,0.014723398552230801,0.014723398552230801,0.025553483643926563,0.00766188929137253,0.020014025153755374,1.0
B5_WORST_GROUP_RANK,0,exact,PROJECTION_AND_PATH,8,301,0.014421353217777317,0.014421353217777317,0.014421353217777317,0.014421353217777317,0.0,0.49855324074074076,9.171674858572949,9.171674858572949,1.0,48,0.025757722652202553,0.025757722652202556,0.025757722652202553,0.025757722652202556,0.04494105794057617,0.014459460412660167,0.03965644044070364,1.0
B5_WORST_GROUP_RANK,0,exact,PROJECTION_AND_NET_DISPLACEMENT,8,301,0.014421353217777317,0.014421353217777317,0.014421353217777317,0.014421353217777317,0.0,0.49855324074074076,9.171674858572949,9.171674858572949,1.0,48,0.025757722652202553,0.025757722652202556,0.025757722652202553,0.025757722652202556,0.04494105794057617,0.014459460412660167,0.03965644044070364,1.0
B5_WORST_GROUP_RANK,0,exact,PROJECTION_AND_PATH,16,301,0.028231792200178768,0.028231792200178768,0.028231792200178768,0.028231792200178768,0.0,0.3599537037037037,74.24316995548273,74.24316995548273,1.0,96,0.05181987880385613,0.05181987880385613,0.05181987880385613,0.05181987880385613,0.09702948198928363,0.027485720765413828,0.06340994797619914,1.0
B5_WORST_GROUP_RANK,0,exact,PROJECTION_AND_NET_DISPLACEMENT,16,301,0.028231792200178768,0.028231792200178768,0.028231792200178768,0.028231792200178768,0.0,0.3599537037037037,74.24316995548273,74.24316995548273,1.0,96,0.05181987880385613,0.05181987880385613,0.05181987880385613,0.05181987880385613,0.09702948198928363,0.027485720765413828,0.06340994797619914,1.0
NORM_ONLY_LOCAL_RIDGE,1,exact,NORM_ONLY,1,301,0.0008366977738665324,0.000836697773866533,0.000836697773866532,0.000836697773866533,0.0,0.8657407407407408,0.002639997600135941,0.05343179500340794,0.22228076558161378,6,0.0012360325193810887,0.0012360325193810893,0.0012360325193810876,0.0012360325193810893,0.0021224617578524383,0.0006636145543265058,0.0018421987197482672,0.22228076558161408
NORM_ONLY_LOCAL_RIDGE,1,exact,NORM_ONLY,2,301,0.0012235444129323723,0.0012235444129323723,0.0012235444129323723,0.0012235444129323721,0.0,0.7534722222222222,0.012836129722876816,0.2689153704866663,0.21847876676689237,12,0.0019272150647826015,0.0019272150647826015,0.0019272150647826009,0.0019272150647826015,0.0035398781414681195,0.0011459059633743681,0.0030619977390040033,0.21847876676689243
NORM_ONLY_LOCAL_RIDGE,1,exact,NORM_ONLY,4,301,0.002134573043590496,0.002134573043590496,0.002134573043590496,0.0021345730435904956,0.0,0.6302083333333334,0.08194205995688167,1.498372749581175,0.23385330159053616,24,0.0034431153620724927,0.003443115362072493,0.0034431153620724927,0.003443115362072493,0.006851105481234138,0.0020014493360224757,0.004738164355020509,0.2338533015905362
NORM_ONLY_LOCAL_RIDGE,1,exact,NORM_ONLY,8,301,0.004903514995207044,0.004903514995207044,0.004903514995207044,0.004903514995207044,0.0,0.49855324074074076,1.1173085659712212,9.171674858572949,0.34902958349774155,48,0.0089902072091486,0.0089902072091486,0.0089902072091486,0.0089902072091486,0.018333823777150007,0.005163526668582527,0.011003682049014125,0.34902958349774155
