state_id,arm,p,rewards,K,eta,epsilon,method,count_vectors,weight_sum,maximum_group_update_sum_error,H_K,Xi_K,zero_variance_probability,no_X_probability,contains_X_probability,contains_S_probability,contains_I_probability,X_binary_informative_probability,exact_p_next,delta_p,B_eta_K,ode_drift,first_order_p_next,second_order_p_next,first_order_error,second_order_error,q_initial,expected_q_next,pooled_q_next,expected_delta_q,pooled_delta_q
0,A_BASE,"[0.02,0.18,0.3,0.5]","[2.0,2.0,0.0,0.0]",16,0.01,0.0001,exact_multinomial_enumeration,969,1.000000000000002,1.1102230246251565e-16,"[0.03753874474478964,0.3378487027031074,-0.14077029279296138,-0.23461715465493563]","[[0.005841670214203664,0.009158329542833223,-0.0056249999088888395,-0.00937499984814807],[0.009158329542833223,0.125841668270499,-0.050624999179999616,-0.08437499863333271],[-0.005624999908888839,-0.050624999179999616,0.02402343711269962,0.03222656197618874],[-0.00937499984814807,-0.08437499863333271,0.03222656197618874,0.061523436505291886]]",0.02814749767761924,0.7237977205924956,0.2762022794075044,0.958214881499773,0.9999847412109375,0.2762022794075044,"[0.020027078089007833,0.18078588070989524,0.29987095679122544,0.4993160844098733]","[2.707808900783218e-05,0.0007858807098952425,-0.00012904320877454856,-0.0006839155901267047]","[2.707808900783218e-05,0.0007858807098952425,-0.00012904320877454856,-0.0006839155901267047]","[0.0027102973705738147,0.07844846876766152,-0.012838250702718082,-0.06832051543551726]","[0.02002710297370574,0.1807844846876766,0.2998716174929728,0.49931679484564484]","[0.020027078190595404,0.1807858803916364,0.2998709573234379,0.4993160840943303]",1.7002185352376112e-06,7.031544468578282e-10,0.04,0.03999945302566095,0.03999944369174117,-5.469743390509874e-07,-5.563082588339041e-07
0,A_BASE,"[0.02,0.18,0.3,0.5]","[2.0,2.0,0.0,0.0]",16,0.05,0.0001,exact_multinomial_enumeration,969,1.000000000000002,1.1102230246251565e-16,"[0.03753874474478964,0.3378487027031074,-0.14077029279296138,-0.23461715465493563]","[[0.005841670214203664,0.009158329542833223,-0.0056249999088888395,-0.00937499984814807],[0.009158329542833223,0.125841668270499,-0.050624999179999616,-0.08437499863333271],[-0.005624999908888839,-0.050624999179999616,0.02402343711269962,0.03222656197618874],[-0.00937499984814807,-0.08437499863333271,0.03222656197618874,0.061523436505291886]]",0.02814749767761924,0.7237977205924956,0.2762022794075044,0.958214881499773,0.9999847412109375,0.2762022794075044,"[0.020134882572301987,0.18395735404314686,0.2993415173284109,0.4965662460561426]","[0.00013488257230198641,0.003957354043146871,-0.0006584826715890779,-0.0034337539438574205]","[0.00013488257230198641,0.003957354043146871,-0.0006584826715890779,-0.0034337539438574205]","[0.0027102973705738147,0.07844846876766152,-0.012838250702718082,-0.06832051543551726]","[0.02013551486852869,0.18392242343838308,0.2993580874648641,0.49658397422822415]","[0.020134895290770335,0.18395731603737792,0.2993415832264911,0.4965662054453606]",4.2537095047880336e-05,8.716645282365224e-08,0.04,0.03999533197608568,0.03999509849025205,-4.668023914321251e-06,-4.901509747953781e-06
0,A_BASE,"[0.02,0.18,0.3,0.5]","[2.0,2.0,0.0,0.0]",32,0.001,0.0001,exact_multinomial_enumeration,6545,0.9999999999999899,1.1102230246251565e-16,"[0.0389516220666578,0.3505645985999162,-0.14606858274996573,-0.24344763791661111]","[[0.003797771641486098,0.01170222810871177,-0.005812499906324203,-0.009687499843873649],[0.011702228108711769,0.12779776964306813,-0.0523124991569178,-0.08718749859486298],[-0.005812499906324203,-0.052312499156917804,0.023261718375654345,0.034863280687587296],[-0.009687499843873649,-0.08718749859486297,0.034863280687587296,0.06201171775114904]]",0.000792281625142633,0.5238831403348924,0.47611685966510764,0.998254003871922,0.9999999997671694,0.47611685966510764,"[0.020002812035942414,0.18008141551665446,0.2999866716135795,0.4999291008338106]","[2.812035942413582e-06,8.141551665447055e-05,-1.3328386420485838e-05,-7.089916618940872e-05]","[2.812035942413582e-06,8.141551665447055e-05,-1.3328386420485838e-05,-7.089916618940872e-05]","[0.0028123071132127005,0.0814010997949008,-0.013321454746796557,-0.07089195216131695]","[0.02000281230711321,0.1800814010997949,0.2999866785452532,0.4999291080478387]","[0.020002812036052343,0.18008141551629517,0.2999866716140923,0.4999291008335601]",1.755020440817325e-08,6.832917231809699e-13,0.04,0.039999952192633595,0.03999995214537642,-4.780736640591643e-08,-4.785462358325443e-08
0,A_BASE,"[0.02,0.18,0.3,0.5]","[2.0,2.0,0.0,0.0]",32,0.01,0.0001,exact_multinomial_enumeration,6545,0.9999999999999899,1.1102230246251565e-16,"[0.0389516220666578,0.3505645985999162,-0.14606858274996573,-0.24344763791661111]","[[0.003797771641486098,0.01170222810871177,-0.005812499906324203,-0.009687499843873649],[0.011702228108711769,0.12779776964306813,-0.0523124991569178,-0.08718749859486298],[-0.005812499906324203,-0.052312499156917804,0.023261718375654345,0.034863280687587296],[-0.009687499843873649,-0.08718749859486297,0.034863280687587296,0.06201171775114904]]",0.000792281625142633,0.5238831403348924,0.47611685966510764,0.998254003871922,0.9999999997671694,0.47611685966510764,"[0.020028095855290803,0.18081545300669422,0.2998660918283219,0.49929035930968063]","[2.8095855290802274e-05,0.0008154530066942223,-0.00013390817167807656,-0.0007096406903193686]","[2.8095855290802274e-05,0.0008154530066942223,-0.00013390817167807656,-0.0007096406903193686]","[0.0028123071132127005,0.0814010997949008,-0.013321454746796557,-0.07089195216131695]","[0.020028123071132126,0.180814010997949,0.29986678545253204,0.49929108047838683]","[0.020028095965045283,0.18081545264797522,0.299866092336448,0.4992903590505315]",1.7553714054210354e-06,6.826974267016271e-10,0.04,0.03999942600277576,0.03999942127672822,-5.739972242374547e-07,-5.787232717838209e-07
0,A_BASE,"[0.02,0.18,0.3,0.5]","[2.0,2.0,0.0,0.0]",32,0.05,0.0001,exact_multinomial_enumeration,6545,0.9999999999999899,1.1102230246251565e-16,"[0.0389516220666578,0.3505645985999162,-0.14606858274996573,-0.24344763791661111]","[[0.003797771641486098,0.01170222810871177,-0.005812499906324203,-0.009687499843873649],[0.011702228108711769,0.12779776964306813,-0.0523124991569178,-0.08718749859486298],[-0.005812499906324203,-0.052312499156917804,0.023261718375654345,0.034863280687587296],[-0.009687499843873649,-0.08718749859486297,0.034863280687587296,0.06201171775114904]]",0.000792281625142633,0.5238831403348924,0.47611685966510764,0.998254003871922,0.9999999997671694,0.47611685966510764,"[0.02013992395585389,0.18410613937210452,0.299316536452026,0.49643740021999955]","[0.00013992395585388923,0.0041061393721045225,-0.0006834635479739948,-0.0035625997800004527]","[0.00013992395585388923,0.0041061393721045225,-0.0006834635479739948,-0.0035625997800004527]","[0.0028123071132127005,0.0814010997949008,-0.013321454746796557,-0.07089195216131695]","[0.020140615355660637,0.18407005498974505,0.29933392726266017,0.49645540239193414]","[0.020139937703489503,0.1841060962404005,0.2993165993605598,0.49643736669555016]",4.392128382497089e-05,8.44435533996652e-08,0.04,0.0399949946174664,0.03999487643572693,-5.005382533597447e-06,-5.123564273068482e-06
0,X_BASE,"[0.02,0.18,0.3,0.5]","[2.0,0.0,0.0,0.0]",2,0.001,0.0001,exact_multinomial_enumeration,10,1.0,0.0,"[0.01959999990200001,-0.003599999982,-0.005999999969999999,-0.009999999950000006]","[[0.009799999902000004,-0.001799999982,-0.0029999999699999997,-0.004999999950000004],[-0.001799999982,0.001799999982,0.0,0.0],[-0.0029999999699999997,0.0,0.0029999999699999997,0.0],[-0.004999999950000004,0.0,0.0,0.004999999950000004]]",0.9608,0.9603999999999999,0.03960000000000008,0.3275999999999999,0.75,0.039200000000000124,"[0.02000053327804804,0.1800006220953129,0.3000003168399531,0.49999852778668596]","[5.332780480399313e-07,6.220953129021378e-07,3.16839953107273e-07,-1.4722133140354643e-06]","[5.332780480399313e-07,6.220953129021378e-07,3.16839953107273e-07,-1.4722133140354643e-06]","[0.0005331199973344003,0.0006220799968896005,0.00031679999841600107,-0.0014719999926400018]","[0.020000533119997336,0.18000062207999687,0.3000003167999984,0.4999985280000074]","[0.020000533278022935,0.18000062209534726,0.3000003168399824,0.4999985277866474]",2.689182235402916e-10,6.448618556337406e-14,0.04,0.040000948746800165,0.040000948776237354,9.487468001639909e-07,9.487762373527886e-07
0,X_BASE,"[0.02,0.18,0.3,0.5]","[2.0,0.0,0.0,0.0]",2,0.01,0.0001,exact_multinomial_enumeration,10,1.0,0.0,"[0.01959999990200001,-0.003599999982,-0.005999999969999999,-0.009999999950000006]","[[0.009799999902000004,-0.001799999982,-0.0029999999699999997,-0.004999999950000004],[-0.001799999982,0.001799999982,0.0,0.0],[-0.0029999999699999997,0.0,0.0029999999699999997,0.0],[-0.004999999950000004,0.0,0.0,0.004999999950000004]]",0.9608,0.9603999999999999,0.03960000000000008,0.3275999999999999,0.75,0.039200000000000124,"[0.020005347027656193,0.18000622230058894,0.300003171969022,0.49998525870273297]","[5.3470276561926045e-06,6.222300588942797e-06,3.171969021997789e-06,-1.4741297267029108e-05]","[5.3470276561926045e-06,6.222300588942797e-06,3.171969021997789e-06,-1.4741297267029108e-05]","[0.0005331199973344003,0.0006220799968896005,0.00031679999841600107,-0.0014719999926400018]","[0.020005331199973345,0.1800062207999689,0.30000316799998417,0.4999852800000736]","[0.020005347002533185,0.18000622233500888,0.3000031719983841,0.4999852586640738]",2.687186973934458e-08,6.459539291069078e-11,0.04,0.0400095115165507,0.040009514471019726,9.51151655070176e-06,9.514471019725357e-06
0,X_BASE,"[0.02,0.18,0.3,0.5]","[2.0,0.0,0.0,0.0]",2,0.05,0.0001,exact_multinomial_enumeration,10,1.0,0.0,"[0.01959999990200001,-0.003599999982,-0.005999999969999999,-0.009999999950000006]","[[0.009799999902000004,-0.001799999982,-0.0029999999699999997,-0.004999999950000004],[-0.001799999982,0.001799999982,0.0,0.0],[-0.0029999999699999997,0.0,0.0029999999699999997,0.0],[-0.004999999950000004,0.0,0.0,0.004999999950000004]]",0.9608,0.9603999999999999,0.03960000000000008,0.3275999999999999,0.75,0.039200000000000124,"[0.020027054213723746,0.18003113806665874,0.30001593626456935,0.49992587145504824]","[2.7054213723745613e-05,3.1138066658747965e-05,1.5936264569360592e-05,-7.412854495175702e-05]","[2.7054213723745613e-05,3.1138066658747965e-05,1.5936264569360592e-05,-7.412854495175702e-05]","[0.0005331199973344003,0.0006220799968896005,0.00031679999841600107,-0.0014719999926400018]","[0.02002665599986672,0.18003110399984448,0.30001583999992076,0.499926400000368]","[0.02002705106386277,0.1800311423758441,0.30001593995991976,0.4999258666003733]",6.6959828355481e-07,8.106428694385878e-09,0.04,0.040048095935316344,0.040048171002158746,4.809593531634321e-05,4.8171002158745035e-05
0,X_BASE,"[0.02,0.18,0.3,0.5]","[2.0,0.0,0.0,0.0]",4,0.001,0.0001,exact_multinomial_enumeration,35,1.0,0.0,"[0.03376990632866675,-0.00620263585628573,-0.01033772642714288,-0.01722954404523814]","[[0.014699999805920795,-0.002699999964352799,-0.004499999940587997,-0.0074999999009799975],[-0.0026999999643527992,0.0012455999836007998,0.000545399992782,0.0009089999879699995],[-0.004499999940587997,0.000545399992782,0.0024395999678559987,0.0015149999799499991],[-0.007499999900979998,0.0009089999879699995,0.0015149999799499991,0.0050759999330599985]]",0.9223683200000001,0.9223681599999999,0.07763184000000012,0.5478782399999998,0.9375,0.07763168000000009,"[0.02000091879622131,0.1800010718026408,0.30000054577690305,0.4999974636242347]","[9.187962213101641e-07,1.0718026408063075e-06,5.457769030603465e-07,-2.5363757653051877e-06]","[9.187962213101641e-07,1.0718026408063075e-06,5.457769030603465e-07,-2.5363757653051877e-06]","[0.0009185414521397356,0.001071815475966174,0.0005458319553531451,-0.002536188883459054]","[0.02000091854145214,0.18000107181547595,0.30000054583195535,0.49999746381111654]","[0.02000091879617895,0.18000107180266223,0.3000005457769319,0.49999746362422687]",3.209792053161636e-10,5.610847834976973e-14,0.04,0.040001634595412144,0.04000163467408911,1.634595412143558e-06,1.6346740891112765e-06
0,X_BASE,"[0.02,0.18,0.3,0.5]","[2.0,0.0,0.0,0.0]",4,0.01,0.0001,exact_multinomial_enumeration,35,1.0,0.0,"[0.03376990632866675,-0.00620263585628573,-0.01033772642714288,-0.01722954404523814]","[[0.014699999805920795,-0.002699999964352799,-0.004499999940587997,-0.0074999999009799975],[-0.0026999999643527992,0.0012455999836007998,0.000545399992782,0.0009089999879699995],[-0.004499999940587997,0.000545399992782,0.0024395999678559987,0.0015149999799499991],[-0.007499999900979998,0.0009089999879699995,0.0015149999799499991,0.0050759999330599985]]",0.9223683200000001,0.9223681599999999,0.07763184000000012,0.5478782399999998,0.9375,0.07763168000000009,"[0.020009210929592288,0.1800107168519994,0.3000054527883511,0.4999746194300573]","[9.210929592287642e-06,1.0716851999409416e-05,5.452788351123505e-06,-2.538056994272342e-05]","[9.210929592287642e-06,1.0716851999409416e-05,5.452788351123505e-06,-2.538056994272342e-05]","[0.0009185414521397356,0.001071815475966174,0.0005458319553531451,-0.002536188883459054]","[0.0200091854145214,0.18001071815475966,0.3000054583195535,0.49997463811116544]","[0.020009210887202342,0.1800107168733872,0.30000545281721275,0.4999746194221977]",3.212933283954218e-08,5.61169597463562e-11,0.04,0.04001638269358307,0.04001639058158454,1.6382693583068264e-05,1.6390581584542485e-05
